@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R42-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
21.92186,2.840575,-2.64533,-11.538845,5.212588,-5.429919,-2.298814,-11.071854,3.24409,12.479942,11.008759,4.006298,3.696742,13.976228,0.123306,-2.025947,2.461376,6.196095,9.339601,11.79943,3.769594,4.945093,-2.704007,-1.778309,-1.280749,6.96334,6.843544,5.709101,-14.445111,2.971136,-5.932459,8.680734,c-SC-m,cluster1
21.997116,2.781381,-2.771747,-11.821132,5.424141,-5.677325,-2.484097,-11.527325,3.281627,12.537715,10.933275,4.108037,3.702775,14.056067,-0.088251,-2.234013,3.061708,6.402029,9.588328,12.020034,3.841396,4.769611,-2.673476,-1.855122,-1.08531,7.086033,7.174347,5.92665,-14.507095,2.882094,-6.281076,8.391341,c-SC-m,cluster1
19.688028,2.707071,-1.574865,-11.087857,3.94287,-3.848778,-2.166319,-7.302295,3.088616,11.073382,9.209257,3.187626,4.732891,12.88373,-0.001043,-0.982204,2.320195,5.002899,7.410174,10.399479,3.995458,5.032924,-2.219923,-1.496047,0.642546,5.176625,5.051284,5.44558,-13.106075,3.339862,-4.720112,9.047787,c-SC-m,cluster8
21.346804,2.400529,-2.452518,-11.012078,4.627252,-4.028158,-2.425136,-9.281005,2.940617,11.784791,10.176438,4.078143,4.338777,14.02383,0.790484,-1.931722,2.979403,5.243496,8.39683,11.328878,4.140237,4.817445,-2.437212,-1.36462,0.221103,5.186335,5.753561,5.90145,-13.719412,2.853727,-5.189399,9.25208,c-SC-m,cluster4
20.809125,2.553649,-2.392361,-10.980421,4.640556,-4.172545,-2.41403,-9.372163,2.893069,11.595858,10.072125,4.062515,4.237507,13.861804,0.499257,-1.869227,2.863487,5.232257,8.187621,11.029601,4.091338,5.059336,-2.056871,-1.389006,0.232959,5.336682,5.708639,5.72112,-13.436038,3.174427,-5.235905,8.875898,c-SC-m,cluster4
20.332266,2.765931,-1.542914,-11.081642,4.242716,-3.167557,-2.514804,-7.830862,2.954823,11.916362,9.233499,3.725233,4.98199,13.10328,0.496498,-1.847407,2.705113,4.605312,6.951976,10.028522,4.316667,4.213837,-2.679751,-1.780718,-0.029072,4.931388,4.737285,6.181842,-13.772878,3.025025,-4.323537,9.811181,c-SC-m,cluster8
22.23743,2.605933,-2.528491,-10.931681,4.791086,-3.315395,-2.786747,-9.563907,2.838523,12.65287,10.275398,4.407939,4.49565,14.904642,1.243453,-2.429099,3.525785,4.933142,8.155801,11.592517,3.565104,4.44596,-2.449208,-1.330326,-0.233678,4.992569,5.229773,7.068622,-14.534338,2.67408,-4.376544,9.753192,c-SC-m,cluster4
21.079723,2.729303,-2.09659,-11.181864,4.436224,-2.991932,-2.553355,-8.627134,2.901346,12.101631,9.72527,4.369523,4.463897,13.715113,1.089088,-2.39614,3.373725,4.555418,7.09634,10.647656,4.108875,4.485381,-2.415778,-2.158262,-0.078659,4.485088,4.743264,6.500447,-14.086535,3.019245,-4.533737,9.591197,c-SC-m,cluster8
23.305367,1.898316,-7.270607,-10.49355,5.814853,-4.072526,-5.491555,-16.536875,6.529218,15.761884,12.923713,8.521773,2.419763,17.368429,2.189179,-4.455876,9.711217,10.092373,9.089304,12.548259,4.089673,7.487245,-3.736993,3.702068,-2.145936,13.211529,12.408755,5.972861,-13.166596,1.05475,-7.974909,9.226761,c-CS-s,cluster2
23.8542,2.405943,-7.626194,-11.274663,6.263986,-4.20888,-5.975101,-17.524651,6.663118,16.439946,13.193705,8.831653,2.464381,17.727081,2.279247,-4.539295,10.304719,10.64537,9.295174,12.876426,4.242509,7.790344,-3.813054,3.670375,-2.327826,13.920508,12.838463,6.513756,-13.663222,0.738974,-8.298231,9.287702,c-CS-s,cluster2
24.280817,2.439902,-8.253252,-11.395303,6.435662,-3.898578,-6.352584,-19.038574,6.598393,16.480957,13.759839,9.025402,1.879665,18.376882,2.887798,-5.463094,10.791158,11.040825,9.842432,13.429993,4.005681,7.657152,-3.944955,3.566348,-2.464644,14.149172,13.49305,6.958022,-13.515399,0.371411,-8.3291,9.065729,c-CS-s,cluster2
23.996623,2.941007,-6.498431,-10.476141,5.42175,-3.124646,-4.709153,-15.855306,5.767313,14.424015,13.756432,8.502281,1.407281,18.383634,2.005069,-5.912087,9.438236,9.208249,9.225472,14.629831,3.539286,6.717075,-2.559983,3.745678,-1.833606,11.412292,10.054976,5.712253,-12.507099,1.371918,-7.657256,8.251244,c-CS-s,cluster2
24.07534,3.098495,-6.650969,-10.852293,5.364329,-3.010036,-4.987336,-16.140654,5.749742,14.45916,13.733074,8.50169,1.436937,18.451605,1.878922,-6.022926,9.926482,9.431515,8.958764,14.458781,3.683937,6.878092,-2.646385,3.698703,-1.690651,11.719577,10.320584,5.919509,-12.582092,1.44072,-7.787553,8.116953,c-CS-s,cluster2
24.874808,3.732038,-7.288638,-11.873368,6.247344,-3.171026,-5.459412,-18.499241,5.94903,15.562778,14.499179,9.256646,1.196345,19.507089,1.712662,-6.68856,10.720835,10.80189,9.434311,15.026816,3.878283,7.686201,-2.695409,3.859565,-2.385668,12.870133,11.341723,6.409823,-12.956348,1.090262,-8.439726,8.189775,c-CS-s,cluster2
22.199151,2.162062,-5.99372,-9.846775,4.777526,-2.077035,-5.151233,-14.119375,4.432865,12.165783,12.485568,8.540024,1.452065,18.510437,1.520741,-5.860467,9.680295,8.146206,6.825086,13.070106,3.421852,7.248233,-1.545329,4.444264,-0.713705,9.237115,8.548717,5.216712,-11.235419,1.645161,-6.827055,7.346232,c-CS-s,cluster7
22.81859,1.89684,-6.744852,-10.128605,4.871012,-1.921977,-6.123035,-15.644034,4.041599,13.027137,12.880455,8.961187,1.390018,19.577996,1.742835,-6.1028,10.146873,8.74929,7.032926,12.840493,3.255838,7.828894,-1.424439,4.680237,-0.879868,9.381359,9.405717,5.519135,-11.516106,1.228842,-6.71682,7.40684,c-CS-s,cluster7
23.298089,2.442344,-7.523914,-11.58235,5.684385,-2.079479,-6.641545,-17.754901,4.10001,13.661596,13.441066,9.769705,1.203715,20.708252,1.659715,-6.786648,11.301637,10.263227,7.367197,13.61605,3.601942,8.371994,-1.731755,4.672474,-1.246455,10.489918,10.615074,6.272182,-11.900774,0.910811,-7.286622,7.494431,c-CS-s,cluster7
22.203802,2.372468,-5.082287,-10.140988,5.128159,-1.643787,-4.919087,-11.907389,5.010123,12.448173,12.042679,8.37369,2.395648,18.804983,1.791297,-5.327625,9.209655,6.791976,6.166168,13.868214,3.981933,6.515511,-0.764183,3.848539,0.503131,7.803085,7.594353,5.382296,-11.325804,1.900753,-7.085681,8.057894,c-CS-s,cluster7
22.453526,2.22449,-5.694084,-10.784952,5.127671,-1.418645,-5.568464,-12.765559,4.613413,12.765807,12.118912,8.721593,2.488936,19.043622,1.691346,-5.496442,9.918918,7.468572,5.919805,13.372286,3.840076,7.187606,-0.786323,4.009867,0.174056,8.13803,8.21417,5.781546,-11.603906,1.697514,-7.11978,7.764623,c-CS-s,cluster7
22.766329,2.689636,-6.120702,-11.623512,5.308422,-1.076586,-6.076769,-14.159517,4.729024,13.354768,12.318413,8.870828,2.336736,19.682921,1.528181,-6.115951,10.48021,8.266839,5.971739,13.820111,3.709984,7.654194,-0.957268,3.942976,-0.132517,8.673057,8.861575,6.227261,-11.652145,1.363084,-7.270687,7.836889,c-CS-s,cluster7
21.510961,1.423077,-5.161589,-9.66188,4.884969,-1.437415,-5.194193,-10.863023,4.797706,11.205679,11.917059,8.467191,2.324864,18.865546,1.954275,-5.242268,9.078224,6.215097,4.881737,12.97107,3.786019,6.729658,0.049383,4.064103,1.488327,6.219959,7.228071,5.154504,-10.572028,1.997844,-6.621932,7.591452,c-CS-s,cluster7
21.838625,1.64029,-5.679048,-10.3123,5.076338,-1.211076,-5.842611,-11.689173,4.76098,11.559814,11.947273,8.791026,2.710854,19.545535,2.071273,-5.452543,9.839916,6.652171,4.715574,12.748893,3.786918,7.359709,0.021455,4.030868,1.444087,6.875875,7.777132,5.597079,-10.795433,1.965566,-6.761074,7.490527,c-CS-s,cluster7
21.703137,1.551102,-5.546564,-11.270983,5.19782,-0.588942,-5.827833,-11.781103,4.846948,11.350319,11.736338,8.85299,2.705384,19.58903,1.777502,-5.941372,9.948489,6.880329,4.412552,13.391299,3.808383,6.972897,-0.207597,3.953176,1.39746,6.682169,8.147397,5.971607,-10.725503,1.403332,-6.933756,7.772659,c-CS-s,cluster7
22.139404,3.438495,-5.940555,-10.943182,5.738589,-4.757317,-4.241877,-14.308908,7.349194,14.689185,10.890074,7.489715,3.548222,14.945766,0.972626,-3.447204,7.436711,10.341878,8.086491,12.339147,4.913709,9.084975,-4.193442,3.061928,-2.238146,13.95413,10.206671,6.590614,-14.179152,1.801594,-8.966576,11.812325,c-CS-s,cluster2
22.48217,3.147985,-6.338918,-11.540755,5.965386,-5.116028,-4.648764,-14.728873,7.013599,14.736978,11.16133,7.886904,3.701834,15.357665,1.058008,-3.199394,8.012063,10.954811,8.169048,12.112321,5.540964,9.381754,-4.581429,3.331896,-2.090937,14.572194,10.629099,6.777688,-14.791231,1.88575,-9.379781,12.180682,c-CS-s,cluster2
22.737911,2.803546,-7.199105,-11.542087,7.085609,-5.131109,-5.122196,-16.272832,7.269778,15.008766,11.786277,8.912761,3.532635,16.124905,1.789248,-3.604412,8.918896,11.905466,8.21803,12.521096,5.399492,9.87385,-4.427799,3.696311,-1.969181,14.996042,11.836361,7.138495,-14.543696,1.462757,-10.197925,12.056317,c-CS-s,cluster2
21.530869,3.332513,-5.020358,-10.463504,4.688357,-3.484199,-3.91391,-11.904965,5.92714,12.842376,10.34586,7.237757,3.659794,15.219089,0.788251,-3.568809,7.228588,9.062919,6.564232,12.328904,4.052348,9.120896,-2.858424,3.46332,-1.284764,11.158211,7.862416,5.836353,-13.254417,2.316684,-7.862196,10.6029,c-CS-s,cluster2
21.625174,3.448586,-5.575127,-10.869488,4.862043,-3.439387,-4.344432,-12.580484,5.651011,12.986004,10.553782,7.633487,3.582025,15.734192,0.954396,-3.540807,7.989912,9.783951,6.54775,12.302989,4.228587,9.69147,-3.027627,3.62428,-1.274211,11.767408,8.407283,6.081229,-13.44333,2.276284,-8.068516,10.572093,c-CS-s,cluster2
21.543458,3.217042,-6.241409,-11.494563,5.483068,-3.294265,-4.80986,-14.21641,5.573979,13.326352,10.64697,8.266472,3.468988,16.197691,0.893042,-3.718512,8.61378,11.020407,6.449343,12.364539,4.26503,10.141286,-3.356974,3.969854,-1.572499,12.399864,9.517112,6.316398,-13.314742,1.744409,-8.276861,10.446369,c-CS-s,cluster2
20.096003,3.075677,-4.603154,-9.839717,4.895801,-2.97709,-3.389402,-10.150301,5.206514,11.821851,9.885117,7.29444,3.73735,15.324716,1.051549,-3.271527,6.850999,8.066781,5.216501,11.920675,3.87762,9.71421,-1.481116,3.646414,-0.929794,9.871408,6.56675,4.985261,-11.959376,2.540924,-7.926207,9.842725,c-CS-s,cluster6
20.286927,2.962422,-5.43464,-9.902517,5.504437,-3.147128,-3.911968,-11.540989,4.9544,12.210977,9.908254,8.012713,3.744167,15.564099,1.343422,-3.437742,7.655883,8.92126,5.573284,11.769263,4.030879,9.844379,-2.013445,3.933631,-1.00823,10.465079,7.468676,5.171628,-12.259691,2.063482,-8.327591,9.785671,c-CS-s,cluster6
20.535047,2.982652,-5.90326,-10.705428,5.548647,-2.744717,-4.291469,-12.430085,5.264982,12.112966,10.446916,8.365575,3.42728,15.969517,1.410963,-3.928896,8.527094,9.885554,5.352297,12.249463,3.842269,10.034337,-2.140243,3.9343,-0.898602,10.767055,8.356009,5.645136,-12.071235,1.87994,-8.431355,9.489149,c-CS-s,cluster2
18.477937,1.699469,-4.301761,-8.135727,4.936996,-2.575643,-3.264098,-7.664822,4.877789,10.356256,8.565965,7.368548,4.215857,14.928167,2.003231,-2.384655,7.338781,6.853432,4.617324,11.578895,3.829379,7.774727,-1.514964,3.968875,1.083857,7.774294,6.440934,4.337079,-10.62493,2.241012,-6.902268,9.306449,c-CS-s,cluster6
17.9165,2.128264,-3.862648,-8.636177,4.893438,-2.461095,-3.059301,-7.230202,4.879187,10.372156,8.264311,7.062079,4.431849,14.347647,1.376172,-2.027473,6.971886,6.895069,4.11974,11.426945,4.005425,7.757608,-1.358757,4.132552,1.140743,7.98521,5.931396,3.958777,-10.387762,2.399268,-7.044713,9.461968,c-CS-s,cluster6
18.505184,2.340787,-4.533577,-8.681967,5.169671,-2.42322,-3.236373,-8.381745,5.243695,10.886189,8.852115,7.340088,4.090212,15.065756,2.038703,-2.820258,7.146767,6.998902,4.618075,11.915909,3.778264,8.167558,-1.191469,3.600637,0.811327,8.284972,6.250973,4.378832,-10.517302,2.021792,-7.298249,9.363229,c-CS-s,cluster6
18.243598,1.796661,-4.196709,-8.486774,4.694841,-1.779351,-3.289272,-7.184587,4.173163,10.178149,8.433419,7.420468,4.476962,14.820674,1.904963,-2.34595,6.892282,6.109863,3.939432,10.740151,4.008516,8.533153,-0.621621,4.410215,0.877841,7.58178,5.191064,4.275974,-10.784259,2.338482,-6.473124,9.323413,c-CS-s,cluster6
18.356003,1.48332,-4.436161,-8.524674,4.599483,-1.886505,-3.591639,-7.82719,4.050096,10.502668,8.318361,7.496984,4.349926,14.927266,1.819298,-2.458592,7.13815,6.645307,4.186223,10.432667,3.863632,8.735155,-0.934147,4.343448,0.575432,7.846085,5.698407,4.309973,-10.57355,2.204211,-6.665068,9.416802,c-CS-s,cluster6
18.325468,1.920037,-4.39807,-8.459416,4.555065,-1.629101,-3.521124,-8.072022,4.284683,10.501618,8.224969,7.440286,4.345804,14.981737,2.003252,-2.877808,7.355498,6.516928,3.963209,10.43081,3.857314,8.87327,-0.570387,3.960748,0.62168,7.989982,5.548698,4.45585,-10.65208,2.141102,-6.794454,9.321182,c-CS-s,cluster6
20.257574,5.444712,-5.966111,-8.942533,5.160223,-3.796266,-1.281738,-11.28393,3.956754,10.402458,11.038779,10.581071,3.526537,15.096356,1.261674,-4.660157,10.978079,9.514048,7.976309,14.403021,3.559011,9.812246,-1.371336,4.511566,-0.618909,10.187623,6.708673,5.619263,-12.328571,2.26302,-8.507544,6.625524,c-CS-s,cluster6
19.784326,5.728916,-5.825755,-9.010523,5.175228,-3.679169,-1.303704,-11.569505,3.85072,10.402261,10.690406,10.448536,3.577118,14.565189,1.144063,-4.646273,10.928068,9.48497,7.938644,14.088681,3.509073,9.588342,-1.401052,4.558616,-0.746966,10.253801,6.681476,5.540138,-12.024091,1.979736,-8.356799,6.42943,c-CS-s,cluster6
20.144804,5.731947,-6.365205,-9.257358,5.752144,-4.104467,-1.427411,-12.500486,3.779375,10.442824,11.166376,11.19659,3.526402,15.251975,1.387532,-4.919643,11.653726,9.73667,8.315623,14.473881,3.826481,10.063099,-1.167977,4.725653,-0.812496,10.816427,7.018128,5.897113,-12.451337,1.806446,-9.013069,6.086395,c-CS-s,cluster2
19.409207,5.174846,-5.185367,-9.092851,4.808855,-3.086111,-1.742402,-10.029695,2.998975,9.76656,10.445695,9.698624,3.604117,15.234662,1.061758,-4.142329,9.616001,8.39603,6.285666,13.449634,3.253048,10.093249,-0.289126,4.91384,-0.572136,8.583729,5.478281,5.161887,-11.705047,2.319311,-7.746769,6.824159,c-CS-s,cluster6
19.449656,5.269247,-5.26801,-9.063779,5.419071,-3.237631,-1.485088,-10.729601,3.321259,9.695012,10.601686,9.978327,3.504173,15.429853,1.285315,-4.556652,9.827946,8.406238,6.434226,13.913529,3.124815,9.783695,-0.285087,4.695488,-0.611357,8.657571,5.64837,5.317891,-11.6415,2.096661,-7.765338,6.405508,c-CS-s,cluster6
19.597414,4.905033,-6.061218,-8.869197,5.404038,-3.331984,-1.798582,-11.575252,2.923627,9.511574,10.769871,10.642299,3.466826,16.016393,1.592861,-4.763564,10.551841,8.651481,6.759217,13.776762,3.323251,10.360198,-0.275355,5.045478,-0.506268,9.038401,6.266473,5.522888,-11.945703,1.884265,-8.093385,6.220512,c-CS-s,cluster6
18.798309,3.570377,-5.382469,-8.992678,4.50949,-2.990495,-2.659199,-9.232692,2.839782,8.896223,9.853983,9.544269,4.085871,16.24752,0.410988,-2.705903,8.812934,7.682851,5.336192,12.690667,2.595308,11.034395,1.757134,4.45572,0.21722,7.979491,5.6605,4.926708,-11.80006,3.201828,-8.09801,5.677843,c-CS-s,cluster6
18.389362,3.711515,-5.20571,-8.61043,4.528712,-2.778542,-2.548321,-9.314585,2.933266,8.422251,9.754676,9.420261,4.079233,15.9023,0.783987,-2.86021,8.848819,7.220234,5.366915,12.839015,2.446548,10.445707,1.920957,4.314272,0.420235,7.922458,5.320969,5.02409,-11.492762,2.892785,-8.154452,5.45875,c-CS-s,cluster6
18.38385,3.442574,-5.393835,-8.723084,4.504323,-2.612878,-2.709097,-9.406409,3.073924,8.511977,9.798123,9.458574,4.080248,16.072065,0.59514,-2.892757,8.94453,7.419177,5.24099,12.820502,2.338049,10.415293,1.739571,4.347053,0.387792,7.742284,5.761994,4.999097,-11.275881,2.99545,-8.052841,5.341567,c-CS-s,cluster6
20.093889,4.115694,-5.689986,-9.348012,4.923384,-2.626631,-2.743697,-9.171604,2.544294,9.357986,10.920312,9.426084,4.008461,17.360113,1.842992,-4.31572,8.752895,6.748432,5.852749,13.693722,3.046496,10.740066,2.144925,4.266448,0.914171,6.319919,5.714602,5.074377,-11.306812,2.466787,-7.637173,6.531359,c-CS-s,cluster6
20.169099,3.816098,-6.060524,-9.266955,5.071938,-2.775677,-2.834257,-10.000099,2.208943,9.882484,10.933022,10.278667,3.934478,17.401838,1.629354,-4.633764,9.274699,7.294404,5.648573,13.593862,2.620702,10.90087,1.834987,4.076766,0.453908,6.347871,5.685947,5.936457,-11.182735,2.229588,-7.690598,5.977463,c-CS-s,cluster6
19.746226,3.925756,-6.055208,-9.008862,4.962835,-2.670983,-2.760028,-10.001071,2.420363,9.456031,10.786637,10.204706,3.938912,17.07415,1.921108,-4.583223,9.422133,7.143871,5.475262,13.509839,2.572911,10.436668,1.554403,4.070034,0.426356,6.310829,5.675279,6.122647,-10.944377,2.186255,-7.656061,5.858738,c-CS-s,cluster6
19.536634,3.454511,-6.1409,-9.536135,5.140062,-2.982127,-2.409082,-9.781516,2.121492,9.513076,11.156545,10.356545,4.154003,18.305591,1.537212,-3.902825,7.944699,6.392255,5.310903,13.211294,3.430659,11.379234,3.033761,3.785286,0.348135,6.664883,5.322234,5.687095,-11.542165,2.924944,-8.632411,5.916268,c-CS-s,cluster6
20.164373,3.511809,-6.621994,-9.519512,5.14435,-2.924559,-2.774229,-10.717433,2.299174,9.753861,11.471547,10.822222,4.155273,18.855157,1.799719,-4.38971,8.542118,6.946885,5.617304,13.351867,3.114248,11.732595,2.95603,3.554617,0.389613,6.765285,5.78957,5.950521,-11.577809,2.89576,-8.711254,5.650225,c-CS-s,cluster6
19.70434,3.63876,-6.888292,-9.600817,5.159462,-2.90215,-2.910713,-11.404029,2.360073,9.198478,11.432412,11.137069,4.016577,18.763944,2.14581,-5.048857,8.859811,6.955187,5.641963,13.268955,3.142846,11.689616,2.866539,3.421128,0.48372,6.950999,5.846823,6.49876,-11.331056,2.77027,-8.632243,5.360702,c-CS-s,cluster6
20.08632,2.646461,-6.330828,-9.844156,5.411673,-5.181757,-2.302147,-12.721837,4.647408,11.686537,9.759341,9.592084,4.458423,13.744648,1.792512,-3.447748,9.057935,9.597397,9.318336,11.093425,3.597686,9.025609,-4.516322,2.802183,-2.144307,14.560047,9.274992,5.066411,-13.840957,1.509851,-8.57241,8.590303,c-CS-s,cluster2
20.063711,2.676176,-6.727736,-9.784449,5.617295,-5.042242,-2.472184,-13.691619,4.505217,11.643907,9.844523,10.026378,4.412403,13.999361,1.872352,-3.708109,9.599665,10.600634,9.617924,11.382056,3.73361,9.014895,-4.849864,3.128276,-1.906028,14.860128,9.858702,5.030754,-13.717115,1.361174,-8.759137,8.930556,c-CS-s,cluster2
19.527674,2.928725,-6.306293,-9.894834,5.55208,-5.043619,-2.033663,-13.242902,4.6393,11.320265,9.576426,9.694933,4.390647,13.481598,1.617661,-3.684453,9.555004,10.235915,9.620368,11.729162,3.617177,8.380045,-5.006474,2.751174,-2.026198,14.843532,9.482446,5.050948,-13.356758,1.165272,-8.38337,8.166001,c-CS-s,cluster2
20.906207,2.650854,-5.253819,-9.283576,4.866205,-4.042349,-2.425748,-11.928339,4.158663,11.109667,10.948695,8.482653,2.870086,14.97855,1.676281,-4.136653,7.970176,8.842412,8.359558,12.00164,3.127516,7.85099,-3.236067,3.628705,-1.515794,12.06417,7.816269,4.201436,-12.607409,1.873132,-8.020971,9.090883,c-CS-s,cluster6
20.718953,2.605159,-5.304643,-9.12285,4.575574,-3.811042,-2.61333,-11.979348,4.304001,11.00733,10.843019,8.187595,2.65534,15.004368,1.588102,-4.397684,8.142203,8.88184,8.317985,12.105338,2.992843,7.578275,-3.346617,3.476311,-1.453745,11.902774,7.851149,4.270447,-12.399615,1.768639,-7.823552,9.002996,c-CS-s,cluster6
20.843778,2.943806,-5.462357,-9.42562,4.735947,-3.754989,-2.495719,-12.405481,4.247939,11.060372,10.849301,8.56425,2.784053,14.974972,1.432993,-4.444243,8.559643,9.203022,8.654086,12.231679,2.938795,7.617556,-3.502195,3.658443,-1.592259,12.24513,8.061214,4.338592,-12.496821,1.722372,-7.585484,8.597554,c-CS-s,cluster6
20.384385,2.026929,-4.779386,-8.773955,4.231385,-2.973335,-2.701216,-10.395478,3.90499,9.961005,11.063589,7.616576,2.399261,15.314281,1.76845,-4.159764,7.021576,7.872105,6.585422,11.656863,2.620841,7.786434,-2.240344,3.805908,-1.108081,10.074557,6.778066,3.599874,-11.451923,2.187932,-7.363594,8.85591,c-CS-s,cluster6
20.236959,2.509274,-4.90196,-8.624323,3.933862,-2.696003,-2.681535,-10.457333,3.896735,9.942015,10.703047,7.553953,2.46013,15.115938,1.735565,-4.350624,7.242013,8.09334,6.622969,11.734575,2.484748,7.839191,-2.421937,3.731482,-1.079757,10.073493,6.60296,3.709873,-11.32159,2.132002,-7.318209,8.954174,c-CS-s,cluster6
20.276326,2.405413,-5.026287,-8.716506,4.185314,-2.778019,-2.804764,-10.984245,3.956846,9.842947,10.92034,7.753383,2.205141,15.234142,1.630558,-4.443076,7.898569,8.326212,6.602867,11.691324,2.678177,7.476281,-2.57773,3.947964,-0.990581,10.363594,7.159087,3.72901,-11.41829,2.004835,-7.170266,8.485984,c-CS-s,cluster6
18.597717,2.116001,-4.507981,-8.612546,3.820779,-2.297172,-2.520454,-8.667494,3.069622,9.470885,9.46206,7.326448,2.959656,14.470037,1.631375,-3.526038,6.453867,7.172118,5.415208,10.447976,2.20121,8.432633,-1.37392,3.469641,-1.052456,8.859859,5.961173,3.244381,-10.333367,2.183804,-6.704706,8.382144,c-CS-s,cluster6
18.797549,2.08091,-4.641796,-8.940091,3.997648,-2.330211,-2.746203,-9.003853,3.219219,9.642053,9.530533,7.365264,2.840451,14.577922,1.39467,-3.488215,6.756065,7.396598,5.271223,10.465094,2.492154,8.308779,-1.437422,3.467827,-0.886692,8.914677,6.362387,3.417057,-10.65232,2.147648,-6.5308,8.357601,c-CS-s,cluster6
18.516875,1.876126,-4.652564,-8.963567,3.680591,-2.184161,-2.915277,-8.862197,3.286165,9.670008,9.311507,7.314726,3.041505,14.668253,1.174159,-3.357378,6.972274,7.518768,5.160864,10.220082,2.254791,8.059736,-1.695454,3.639823,-0.740164,8.872822,6.495608,3.559687,-10.459269,2.349856,-6.415482,8.263649,c-CS-s,cluster6
17.348791,1.024279,-4.524309,-8.249323,3.341287,-1.370916,-3.299896,-7.834303,2.454068,8.394034,8.668963,6.915322,2.874501,14.788305,1.360916,-3.391317,6.383925,6.214728,3.779801,9.116958,2.079175,8.174635,-0.556149,3.55806,-0.368859,7.168702,5.600359,3.112007,-9.326647,2.275641,-5.907606,7.864848,c-CS-s,cluster6
17.772937,1.187872,-3.526797,-9.340167,3.407422,-1.300251,-3.018743,-8.567375,2.443222,8.064347,8.088296,5.970182,3.11208,13.332736,0.199148,-3.376401,6.383063,6.264144,3.612525,8.963792,3.283918,8.131972,-0.751397,2.463089,-0.330678,7.272809,5.635574,3.261043,-9.318007,1.139951,-5.572842,7.685735,c-CS-s,cluster6
16.436229,1.413838,-4.15475,-8.525781,3.335393,-1.260606,-2.646419,-7.431776,2.403409,7.911643,7.954656,7.062015,3.204152,14.024159,1.226633,-3.300568,6.414151,6.356988,3.592438,8.943482,2.364745,7.352429,-1.029831,3.520189,-0.481903,7.318874,5.44703,3.154809,-9.412525,2.203792,-5.377399,7.770694,c-CS-s,cluster6
22.444528,10.818611,-9.693526,-10.759056,1.794689,-1.143742,-9.302705,-17.653209,7.908821,29.233845,13.281274,6.385784,6.019379,17.01967,4.408281,1.826844,9.783125,7.031745,18.224781,18.113188,1.741899,13.402069,5.899537,3.215504,0.152942,15.702478,8.94664,14.825437,-16.687334,-2.175875,-5.21719,6.354041,c-CS-s,cluster2
21.766445,10.554655,-9.874262,-10.181807,2.508612,-2.023531,-8.764089,-17.560006,6.442585,26.128755,11.980048,6.605682,5.788344,15.667886,4.328738,1.012669,10.073117,6.760477,17.242322,17.15579,2.313904,12.900883,4.99572,3.865224,0.240038,15.710506,7.96097,13.901306,-16.623941,-1.865142,-5.852861,6.585559,c-CS-s,cluster2
21.766582,11.377863,-10.043404,-10.347582,2.243659,-1.618073,-9.776666,-18.145397,6.57217,26.892966,12.467712,6.918684,5.915667,16.278673,4.823012,1.578742,11.271851,7.070302,17.652641,16.955903,2.123098,13.642041,6.453845,3.860748,1.118224,15.980886,8.570965,15.454977,-17.012007,-1.891235,-5.546129,5.692811,c-CS-s,cluster2
21.594013,9.586406,-8.568556,-9.691891,1.526929,-0.916669,-7.528392,-15.184706,7.036489,24.648848,12.999088,6.174752,4.619842,16.441944,4.160476,0.065444,9.240905,6.217861,15.607307,17.093511,1.121903,12.760855,4.852995,2.416585,-0.23502,13.702935,7.095337,12.498953,-14.655311,-1.683612,-5.105741,5.522552,c-CS-s,cluster2
21.106809,9.986113,-8.390416,-9.711581,1.950088,-1.104117,-7.310068,-15.124644,6.353091,23.717484,12.282615,6.601147,4.700154,16.145866,4.102889,0.038093,8.719473,6.36666,15.878209,16.696613,1.413326,12.46174,4.790172,2.901176,0.35538,13.86375,6.705843,12.337232,-14.536727,-1.13435,-5.258936,5.971441,c-CS-s,cluster2
