@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S10

@attribute NR1_N numeric
@attribute pCAMKII_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute BRAF_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute NR2B_N numeric
@attribute RAPTOR_N numeric
@attribute NUMB_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute GFAP_N numeric
@attribute GluR4_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute Treatment=Saline numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.39736,5.534341,0.246156,0.881215,0.244874,0.157996,1.21143,2.195797,0.239621,0.609687,0.355074,0.473347,0.481804,0.885443,0.631343,0.39326,0.200473,1.74769,0.272045,1.5115,0.199013,0.217914,0.127719,0.157737,0.179348,0.738726,0.160448,0.159475,0.125773,0.439233,0.220763,0,c-SC-m
2.522354,5.72529,0.271209,0.93442,0.248721,0.141395,1.25101,2.299623,0.241314,0.63143,0.363453,0.493267,0.515351,0.959467,0.630218,0.389981,0.186331,1.674533,0.257895,1.365871,0.197535,0.213991,0.12247,0.15041,0.154961,0.733282,0.154681,0.144038,0.1203,0.452769,0.175688,0,c-SC-m
2.415149,5.709999,0.259206,0.888481,0.233259,0.15686,1.250557,2.25842,0.239811,0.620888,0.353427,0.478181,0.487354,0.903682,0.583017,0.406238,0.182456,1.668217,0.267459,1.392029,0.21587,0.200487,0.113337,0.144748,0.172224,0.745778,0.148039,0.140527,0.129436,0.493203,0.17666,0,c-SC-m
2.367011,5.263815,0.248502,0.856858,0.25233,0.160286,1.110186,1.989847,0.241012,0.611851,0.360353,0.487017,0.538282,0.853362,0.647969,0.418775,0.194184,1.680492,0.260012,1.348765,0.198823,0.220141,0.133797,0.162787,0.16127,0.733744,0.177147,0.168406,0.125948,0.438855,0.211756,0,c-SC-m
2.210609,4.904269,0.242624,0.797866,0.230226,0.152072,1.093063,1.886064,0.221908,0.567954,0.331607,0.454331,0.509887,0.798493,0.59322,0.376491,0.174839,1.641044,0.286091,1.31329,0.203766,0.211862,0.117165,0.143546,0.163559,0.740471,0.161193,0.161193,0.137633,0.422815,0.188666,0,c-SC-m
2.238211,5.082849,0.252261,0.830749,0.24031,0.154877,1.080749,1.932171,0.227229,0.580588,0.342054,0.455103,0.498062,0.810562,0.586402,0.372901,0.170391,1.58816,0.254128,1.292894,0.202682,0.201222,0.117486,0.133358,0.151692,0.745599,0.17477,0.148135,0.120496,0.469215,0.17258,0,c-SC-m
2.122175,4.522603,0.241621,0.769486,0.24961,0.164653,0.942128,1.69661,0.216875,0.530008,0.340803,0.446025,0.52689,0.801637,0.68901,0.400624,0.178127,1.603142,0.267311,1.313474,0.191903,0.20568,0.119758,0.143444,0.167976,0.732931,0.201088,0.185619,0.128097,0.415952,0.223686,0,c-SC-m
2.119731,4.557095,0.253513,0.803879,0.248565,0.156343,0.988324,1.682763,0.227192,0.528003,0.367109,0.454977,0.533347,0.812784,0.622205,0.399763,0.1609,1.536693,0.25428,1.109661,0.183407,0.19921,0.113372,0.129654,0.162696,0.710523,0.178259,0.172752,0.121513,0.42368,0.216329,0,c-SC-m
2.051486,4.445697,0.244609,0.782203,0.244803,0.16495,0.946182,1.651642,0.229454,0.526715,0.340198,0.429765,0.527686,0.819701,0.586361,0.391102,0.156096,1.495246,0.25009,1.18823,0.180647,0.191599,0.114454,0.11999,0.173426,0.735829,0.197617,0.163919,0.11987,0.461187,0.202551,0,c-SC-m
1.905154,3.898224,0.225422,0.68861,0.291468,0.185795,0.860979,1.438935,0.214379,0.485058,0.313123,0.407319,0.534647,0.777393,0.617583,0.404288,0.185691,1.527524,0.273736,1.159442,0.19154,0.187641,0.121944,0.143393,0.175491,0.723864,0.239838,0.211639,0.121494,0.380231,0.248538,0,c-SC-m
1.991853,4.146413,0.247567,0.744965,0.254809,0.194388,0.973071,1.499887,0.216339,0.502376,0.33107,0.446029,0.600815,0.810364,0.597873,0.412763,0.155556,1.467111,0.264889,1.006222,0.177778,0.180296,0.116148,0.11837,0.190815,0.70563,0.187407,0.192444,0.126667,0.370519,0.204593,0,c-SC-m
1.944952,3.959438,0.239358,0.751059,0.248496,0.17339,0.887453,1.466013,0.216849,0.518832,0.330733,0.41988,0.52641,0.805215,0.601961,0.386895,0.148667,1.434977,0.258603,1.039923,0.170565,0.177119,0.111277,0.113064,0.193207,0.718755,0.215701,0.188142,0.14241,0.397289,0.194846,0,c-SC-m
1.838599,3.245836,0.242389,0.644744,0.249856,0.170592,0.782883,1.209362,0.215393,0.403504,0.317346,0.396037,0.585583,0.800402,0.651924,0.443423,0.173803,1.391787,0.252044,0.99455,0.165045,0.179058,0.105294,0.135267,0.204165,0.71448,0.282016,0.21993,0.127482,0.409109,0.250292,0,c-SC-m
1.641955,3.00961,0.236134,0.613399,0.232565,0.171334,0.809995,1.131796,0.200988,0.388523,0.321252,0.397858,0.626853,0.815486,0.614498,0.438221,0.149892,1.372964,0.246616,0.945654,0.180106,0.176378,0.120463,0.12164,0.224642,0.73298,0.218952,0.201883,0.145772,0.460271,0.237591,0,c-SC-m
1.8296,3.400121,0.253027,0.693705,0.251513,0.177058,0.808111,1.249092,0.252119,0.414649,0.358354,0.430387,0.630751,0.895581,0.715799,0.437954,0.136527,1.388623,0.238124,0.957285,0.172056,0.182236,0.132934,0.125549,0.229541,0.732335,0.241916,0.204591,0.128942,0.449501,0.217166,0,c-SC-m
2.231427,4.482446,0.249047,0.840631,0.274425,0.147666,1.189612,2.625641,0.268639,0.62998,0.429191,0.633399,0.483629,0.872584,0.548849,0.297962,0.165613,1.494966,0.237414,0.867231,0.102285,0.178113,0.098396,0.12138,0.156586,0.857649,0.127422,0.119297,0.123394,0.401986,0.116797,0,c-SC-m
2.214145,4.503084,0.237502,0.832043,0.267419,0.144338,1.207322,2.570004,0.261908,0.621572,0.424091,0.673009,0.489437,0.917334,0.539037,0.300879,0.169899,1.451108,0.24567,0.884687,0.106204,0.184873,0.091229,0.123801,0.170658,0.870126,0.123042,0.121386,0.127389,0.392934,0.1169,0,c-SC-m
2.157881,4.446908,0.233021,0.799544,0.258109,0.142803,1.163203,2.542701,0.280284,0.604916,0.419285,0.620502,0.456792,0.866447,0.524582,0.290421,0.165853,1.412537,0.233349,0.973881,0.10145,0.180768,0.09602,0.121795,0.153962,0.864596,0.124682,0.119458,0.125988,0.390267,0.114166,0,c-SC-m
2.10403,4.091026,0.234869,0.780382,0.302135,0.154118,1.039653,2.252689,0.25012,0.604752,0.422379,0.568149,0.507144,0.819554,0.536202,0.30053,0.148957,1.368602,0.233637,0.756523,0.090638,0.166561,0.101742,0.111402,0.14995,0.832175,0.133249,0.122957,0.114652,0.375192,0.129819,0,c-SC-m
2.090648,4.057512,0.234348,0.774892,0.26398,0.166799,1.005257,2.285009,0.240879,0.573841,0.413414,0.619086,0.519516,0.802453,0.537199,0.298232,0.145038,1.350968,0.233978,0.782443,0.095242,0.178235,0.096307,0.111663,0.158441,0.83357,0.13057,0.127108,0.118942,0.376797,0.121516,0,c-SC-m
2.037987,4.051118,0.232922,0.728935,0.296702,0.149132,0.999687,2.230733,0.237455,0.577615,0.405034,0.566672,0.480694,0.785993,0.549476,0.312803,0.147064,1.332384,0.240747,0.844217,0.093238,0.16895,0.093149,0.112456,0.151335,0.846886,0.128114,0.119395,0.119128,0.383897,0.122598,0,c-SC-m
1.966215,3.632945,0.233251,0.718649,0.264363,0.173888,0.908379,1.978813,0.244131,0.521283,0.396259,0.521283,0.502004,0.754724,0.511548,0.299294,0.133601,1.269381,0.227179,0.705046,0.084518,0.163417,0.102408,0.099312,0.152752,0.788991,0.156537,0.133257,0.113991,0.361468,0.142661,0,c-SC-m
1.897189,3.586493,0.230334,0.704961,0.262403,0.149594,0.878325,1.944916,0.232032,0.521222,0.391058,0.520468,0.540464,0.747595,0.521977,0.305414,0.133762,1.257606,0.229547,0.707573,0.093306,0.165314,0.099166,0.098715,0.160581,0.796033,0.144467,0.135677,0.119337,0.347532,0.129141,0,c-SC-m
1.967478,3.806037,0.234275,0.736514,0.271665,0.161441,0.906913,1.990068,0.245375,0.568452,0.413242,0.552483,0.524635,0.778189,0.56962,0.320935,0.14271,1.281428,0.226899,0.788273,0.092745,0.162446,0.096509,0.103012,0.169747,0.806297,0.154232,0.133356,0.119781,0.383299,0.129934,0,c-SC-m
1.9333,3.426332,0.254107,0.714037,0.27775,0.163763,0.907417,1.842957,0.245645,0.533848,0.41115,0.552514,0.603534,0.822051,0.579393,0.348183,0.13084,1.204747,0.22788,0.714286,0.074658,0.150819,0.097942,0.087277,0.181313,0.805017,0.178909,0.151269,0.123179,0.366081,0.141055,0,c-SC-m
1.87685,3.293317,0.242005,0.688783,0.277804,0.159427,0.834845,1.764916,0.234606,0.503341,0.40358,0.542482,0.600239,0.778759,0.557279,0.341527,0.131278,1.160059,0.23304,0.694714,0.084435,0.153598,0.098532,0.095301,0.182966,0.805433,0.156388,0.147283,0.131571,0.385316,0.140675,0,c-SC-m
1.815165,3.286472,0.23162,0.684029,0.259737,0.161558,0.805255,1.683568,0.277022,0.499424,0.391334,0.509795,0.55174,0.777138,0.537912,0.324729,0.134277,1.18019,0.233178,0.727533,0.087159,0.150835,0.10417,0.094686,0.198856,0.823423,0.191781,0.153696,0.130363,0.369411,0.146018,0,c-SC-m
1.916774,3.155484,0.272581,0.742258,0.302581,0.186774,0.829355,1.66129,0.254839,0.516774,0.429355,0.543226,0.721935,0.904194,0.693871,0.403548,0.118491,1.102196,0.219447,0.714311,0.07368,0.145236,0.10627,0.085547,0.173928,0.787637,0.173043,0.132129,0.117428,0.325009,0.144173,0,c-SC-m
1.839247,2.932428,0.248997,0.696699,0.291885,0.177106,0.77291,1.563406,0.238815,0.468683,0.410059,0.527615,0.705338,0.873496,0.608146,0.394014,0.120908,1.090941,0.207518,0.684393,0.076044,0.149662,0.106704,0.090074,0.195739,0.801143,0.161441,0.148103,0.123852,0.326866,0.138403,0,c-SC-m
1.708491,2.833966,0.23344,0.687774,0.266997,0.163116,0.731835,1.49431,0.227604,0.449664,0.390137,0.49752,0.641085,0.821418,0.565801,0.374964,0.132627,1.116655,0.216619,0.710517,0.08435,0.144113,0.102656,0.088478,0.20603,0.831299,0.188981,0.149856,0.129576,0.378859,0.143575,0,c-SC-m
2.589437,5.179949,0.28894,0.883887,0.272275,0.182771,1.384491,2.910362,0.295122,0.747077,0.371052,0.693724,0.439188,0.845048,0.572772,0.292703,0.184323,1.933481,0.282609,0.885334,0.107701,0.175061,0.090707,0.108925,0.152021,0.802434,0.122168,?,0.128827,0.465018,0.112982,0,c-SC-m
2.5864,5.318615,0.295993,0.903243,0.275416,0.186699,1.401744,2.950123,0.301717,0.755519,0.368629,0.711638,0.441128,0.899564,0.572227,0.293268,0.182729,1.870625,0.271164,0.895066,0.105937,0.174248,0.095991,0.106476,0.157363,0.801542,0.120278,?,0.129453,0.44256,0.119352,0,c-SC-m
2.814321,5.755894,0.312052,0.997657,0.303265,0.196808,1.437692,3.11583,0.329038,0.804803,0.407673,0.780349,0.477522,0.97042,0.610338,0.322888,0.17186,1.811786,0.275359,0.880884,0.099669,0.164788,0.086114,0.108361,0.137385,0.769503,0.115064,?,0.121768,0.450755,0.106519,0,c-SC-m
2.47942,4.889529,0.292558,0.835199,0.293546,0.182746,1.193612,2.6378,0.286961,0.711064,0.349687,0.666118,0.426078,0.777906,0.548568,0.284821,0.180708,1.778265,0.274455,0.904165,0.102725,0.174966,0.09834,0.106901,0.15534,0.806347,0.127571,?,0.129241,0.448585,0.114208,0,c-SC-m
2.549576,4.997114,0.328693,0.86961,0.285569,0.191002,1.217487,2.640407,0.291002,0.741426,0.362479,0.683701,0.422071,0.824958,0.562139,0.295416,0.181696,1.749585,0.268138,0.877695,0.103027,0.177861,0.098259,0.10085,0.149357,0.812915,0.127177,?,0.126244,0.461546,0.114739,0,c-SC-m
2.625376,5.317547,0.313483,0.924368,0.305354,0.189786,1.209401,2.708076,0.30076,0.773988,0.362962,0.700654,0.441067,0.852094,0.564234,0.304294,0.174675,1.726872,0.273947,0.882696,0.097736,0.173855,0.098555,0.103371,0.158795,0.818256,0.11966,?,0.132671,0.430386,0.110747,0,c-SC-m
2.374661,4.611586,0.297145,0.81517,0.298812,0.199208,1.065847,2.338612,0.26568,0.707647,0.317566,0.624297,0.412169,0.763284,0.53782,0.27339,0.17171,1.7806,0.268576,0.896109,0.103621,0.175358,0.104566,0.104161,0.166982,0.855039,0.128614,?,0.127398,0.47244,0.123345,0,c-SC-m
2.42624,4.765944,0.315439,0.846897,0.300837,0.197337,1.085677,2.379644,0.283874,0.719132,0.32682,0.640326,0.397037,0.796435,0.537256,0.296543,0.17172,1.805167,0.272196,0.872468,0.101971,0.17811,0.10673,0.091774,0.171312,0.865942,0.124405,?,0.126988,0.470564,0.13501,0,c-SC-m
2.369534,4.596684,0.300725,0.819275,0.286425,0.193161,1.031917,2.320622,0.276477,0.693057,0.308187,0.581554,0.39772,0.745078,0.531606,0.271295,0.161914,1.730943,0.279451,0.855144,0.098747,0.16951,0.103412,0.095016,0.154984,0.853012,0.144723,?,0.130064,0.460421,0.124467,0,c-SC-m
2.34545,4.512761,0.326373,0.840165,0.318381,0.195669,1.035061,2.238206,0.336169,0.722867,0.367363,0.688064,0.443929,0.826759,0.569477,0.322506,0.150552,1.732907,0.257597,0.873791,0.098757,0.164537,0.108771,0.089606,0.171961,0.835808,0.200276,?,0.124309,0.5,0.200967,0,c-SC-m
2.551913,4.752732,0.354918,0.896995,0.335246,0.200546,1.082514,2.419945,0.311202,0.759563,0.369945,0.642896,0.471858,0.854372,0.605464,0.315301,0.153568,1.706965,0.259673,0.917799,0.095787,0.172485,0.111608,0.082373,0.172141,0.830782,0.213414,?,0.126569,0.465864,0.181427,0,c-SC-m
2.385521,4.521105,0.368636,0.822717,0.305193,0.196726,1.013558,2.198772,0.293425,0.717575,0.332054,0.59606,0.432591,0.793809,0.540547,0.302891,0.151407,1.68413,0.284334,0.892845,0.090539,0.163784,0.104442,0.084435,0.166158,0.835877,0.198711,?,0.126992,0.47355,0.181926,0,c-SC-m
2.258181,4.364455,0.318823,0.802762,0.339237,0.169919,1.013509,2.210147,0.261483,0.719304,0.293906,0.673672,0.419694,0.750225,0.551786,0.275893,0.15155,1.815406,0.262306,0.936418,0.092981,0.155652,0.101185,0.095716,0.195533,0.913628,0.255242,?,0.132862,0.551732,0.251139,0,c-SC-m
2.279541,4.345091,0.303645,0.761317,0.308936,0.15726,0.970312,2.124927,0.25338,0.699001,0.320694,0.685479,0.424456,0.749265,0.54027,0.26455,0.146453,1.754611,0.257757,0.898243,0.091126,0.150141,0.095031,0.420699,0.183988,0.875244,0.242786,?,0.12519,0.510523,0.240399,0,c-SC-m
2.73238,5.250174,0.35799,0.918702,0.400558,0.193999,1.171668,2.494417,0.293789,0.833217,0.333217,0.779833,0.468597,0.892533,0.62596,0.373343,0.147598,1.741266,0.253275,0.954367,0.089738,0.145633,0.100218,0.073362,0.173144,0.896943,0.246943,?,0.125764,0.520961,0.218996,0,c-SC-m
2.5083,4.746502,0.328788,0.916647,0.24093,0.158406,1.505098,3.187337,0.301992,0.730496,0.359497,0.737017,0.438226,0.912853,0.585724,0.301873,0.214803,1.665809,0.297488,1.026817,0.138078,0.209047,0.099953,0.110652,0.147559,0.876278,0.128936,?,0.126566,0.500914,?,0,c-SC-m
2.544861,4.770859,0.302056,0.970375,0.246917,0.171342,1.50399,3.238815,0.309553,0.761669,0.357316,0.747521,0.459976,0.883676,0.560943,0.307618,0.216005,1.615458,0.290219,1.113543,0.145828,0.204925,0.10171,0.537004,0.162449,0.883311,0.128181,?,0.126813,0.51238,?,0,c-SC-m
2.56423,4.813698,0.300095,0.937308,0.249231,0.177904,1.465578,3.191507,0.312042,0.74722,0.361604,0.739177,0.415306,0.880885,0.56009,0.298439,0.205183,1.582972,0.291186,1.234228,0.143561,0.205516,0.106589,0.103058,0.148957,0.881887,0.124176,?,0.125575,0.497902,?,0,c-SC-m
2.375381,4.541878,0.296415,0.914066,0.250835,0.165772,1.369865,2.878647,0.284802,0.722311,0.345188,0.776746,0.45246,0.83147,0.566991,0.300769,0.202542,1.608861,0.304121,0.943871,0.140323,0.206072,0.104492,0.111641,0.162386,0.904421,0.143941,?,0.135204,0.5124,?,0,c-SC-m
2.44038,4.531236,0.294514,0.866569,0.255157,0.172641,1.335918,2.88793,0.292465,0.725384,0.368544,0.776591,0.442282,0.823848,0.570007,0.302121,0.200398,1.581914,0.290136,1.012017,0.136336,0.191147,0.103311,0.257197,0.167805,0.873606,0.140399,?,0.130112,0.513271,?,0,c-SC-m
2.30408,4.286193,0.278927,0.833985,0.239799,0.157909,1.268726,2.727501,0.279905,0.68474,0.346842,0.760201,0.431386,0.82616,0.540805,0.291504,0.193171,1.551385,0.289503,1.065831,0.131916,0.199695,0.108786,0.102093,0.162332,0.887232,0.13378,?,0.128188,0.507244,?,0,c-SC-m
2.186127,4.167099,0.285245,0.802975,0.243902,0.167791,1.176613,2.500951,0.315343,0.685176,0.313268,0.603356,0.40339,0.751773,0.53105,0.258952,0.180152,1.515214,0.292301,0.860074,0.116528,0.187068,0.107423,0.098432,0.167819,0.854772,0.155141,?,0.12817,0.489281,?,0,c-SC-m
2.301667,4.302922,0.294856,0.869152,0.267252,0.174046,1.203441,2.591504,0.282846,0.686503,0.310808,0.630937,0.40294,0.77487,0.558523,0.276214,0.177796,1.502973,0.278756,0.892522,0.115138,0.185799,0.097302,0.096387,0.168306,0.848388,0.153556,?,0.1244,0.486737,?,0,c-SC-m
2.287379,4.424331,0.298124,0.854307,0.255691,0.194864,1.206884,2.646512,0.291568,0.702422,0.311237,0.644145,0.421235,0.795848,0.561646,0.286469,0.174724,1.512228,0.286429,0.98635,0.118985,0.187464,0.106018,0.09123,0.164941,0.861335,0.15368,?,0.125242,0.49471,?,0,c-SC-m
1.878072,3.442155,0.277505,0.709074,0.244234,0.17259,0.874291,2.019471,0.243856,0.573535,0.284121,0.543667,0.340454,0.692628,0.453686,0.271456,0.18376,1.669826,0.295516,0.884425,0.120951,0.194653,0.108643,0.11119,0.158721,0.993351,0.195926,?,0.126185,0.527373,?,0,c-SC-m
2.126878,3.901889,0.298197,0.774581,0.274152,0.190425,0.990983,2.233577,0.331473,0.658652,0.321812,0.614212,0.382353,0.770717,0.542508,0.273723,0.189223,1.6313,0.292119,0.881231,0.122111,0.193957,0.117238,0.10944,0.17697,0.97995,0.190337,?,0.123782,0.495684,?,0,c-SC-m
2.078382,3.821113,0.294564,0.784029,0.274968,0.195322,0.980405,2.265908,0.281711,0.641382,0.327223,0.582596,0.411504,0.714496,0.531395,0.253687,0.181918,1.632035,0.292005,0.832255,0.11683,0.188523,0.116967,0.102793,0.163892,0.982661,0.18412,?,0.122884,0.491124,?,0,c-SC-m
1.96681,3.436281,0.328351,0.735495,0.291867,0.200912,0.921206,1.92602,0.286547,0.617938,0.322017,0.630352,0.420573,0.739296,0.543704,0.283,0.16893,1.60623,0.297324,0.864617,0.113818,0.173922,0.108027,0.094649,0.178714,0.96905,?,?,0.124002,0.546326,?,0,c-SC-m
2.20871,3.947115,0.332014,0.82862,0.323529,0.223982,1.008484,2.14112,0.367081,0.69457,0.356618,0.700792,0.501414,0.864536,0.590781,0.310238,0.167126,1.624409,0.283465,0.840354,0.110827,0.179331,0.126378,0.095866,0.199409,0.969291,?,?,0.126181,0.538976,?,0,c-SC-m
2.052562,3.626228,0.36687,0.789488,0.350146,0.213167,0.950093,2.056544,0.310592,0.655694,0.318025,0.69047,0.466684,0.784975,0.544465,0.294399,0.167124,1.663009,0.292516,0.839734,0.109326,0.197688,0.106583,0.092281,0.192202,0.942986,?,?,0.130682,0.529585,?,0,c-SC-m
2.706108,4.163798,0.294605,0.943825,0.500223,0.191618,2.003567,3.478556,0.320285,0.855461,0.45564,0.387873,0.411592,0.799108,0.622381,0.35506,0.190662,1.661613,0.299687,2.26426,0.315668,0.171793,0.11509,0.128135,0.12799,0.714705,?,0.107677,0.121155,0.400048,0.154416,1,c-CS-s
2.803702,4.284555,0.351933,0.975292,0.509482,0.198669,2.106583,3.580325,0.331966,0.883479,0.473104,0.411834,0.418946,0.866794,0.640135,0.377279,0.190931,1.678407,0.302553,2.305363,0.300421,0.177075,0.121603,0.127126,0.145875,0.730294,?,0.108764,0.125333,0.398866,0.1638,1,c-CS-s
2.918261,4.497666,0.332723,1.044119,0.528238,0.202105,2.185263,3.630938,0.342792,0.904165,0.482563,0.415011,0.425355,0.909748,0.665812,0.402105,0.184097,1.578564,0.291046,2.347213,0.287704,0.183911,0.11795,0.128162,0.141809,0.690387,?,0.108713,0.1186,0.378731,0.15411,1,c-CS-s
2.521089,4.576825,0.302781,0.864774,0.47219,0.188876,1.47613,3.008575,0.305446,0.806373,0.433372,0.400232,0.442758,0.811819,0.602433,0.36153,0.182766,1.950057,0.297699,2.000885,0.331837,0.186117,0.115375,0.121634,0.122519,0.71602,?,0.109496,0.117714,0.38551,0.177962,1,c-CS-s
2.514047,4.548217,0.31235,0.86435,0.457975,0.195734,1.476207,3.00172,0.306158,0.805642,0.439743,0.384016,0.422314,0.809999,0.599817,0.373696,0.181668,2.005071,0.301914,2.022946,0.313197,0.190543,0.125634,0.124937,0.137044,0.719574,?,0.114985,0.124239,0.385776,0.18414,1,c-CS-s
2.672383,4.806978,0.334477,0.953873,0.478888,0.208989,1.596807,3.242578,0.325488,0.847191,0.460911,0.404731,0.446718,0.87948,0.64932,0.408752,0.176396,1.989199,0.294053,2.122876,0.303944,0.18926,0.11875,0.122027,0.134891,0.701517,?,0.115716,0.117051,0.367354,0.174515,1,c-CS-s
2.107665,4.127109,0.306122,0.744978,0.443516,0.195243,1.170818,2.477583,0.288446,0.739193,0.395629,0.363972,0.42134,0.7686,0.51856,0.38888,0.162955,2.169068,0.292027,1.736617,0.338398,0.18339,0.114662,0.11213,0.116933,0.710331,?,0.098943,0.107414,0.381189,0.190027,1,c-CS-s
2.21732,4.275545,0.321798,0.777596,0.444153,0.204855,1.248155,2.441529,0.308348,0.749057,0.427095,0.385435,0.443661,0.794653,0.601443,0.401345,0.162301,2.127912,0.291236,1.680604,0.30506,0.181329,0.127912,0.108712,0.138152,0.712603,?,0.10803,0.115454,0.374691,0.187815,1,c-CS-s
2.36934,4.48194,0.335764,0.846023,0.451586,0.223843,1.347634,2.701204,0.328981,0.795998,0.449381,0.405121,0.468035,0.877565,0.649822,0.445481,0.156665,2.15149,0.291628,1.877723,0.285535,0.195309,0.123946,0.113597,0.133545,0.691595,?,0.119105,0.105918,0.366413,0.185627,1,c-CS-s
2.057382,3.866806,0.320209,0.735497,0.466597,0.216335,1.094031,2.351832,0.300942,0.724188,0.415288,0.369005,0.47644,0.815707,0.65822,0.390366,0.153828,2.46231,0.278518,1.682671,0.331839,0.190633,0.12528,0.10558,0.131768,0.767488,?,0.119972,0.115017,0.411348,0.201132,1,c-CS-s
2.100921,3.907035,0.329564,0.746859,0.475503,0.215243,1.122069,2.376256,0.302554,0.734715,0.427345,0.402219,0.486809,0.831868,0.616206,0.409966,0.156908,2.451053,0.279796,1.679472,0.316709,0.184448,0.137121,0.099283,0.145568,0.754571,?,0.120458,0.110854,0.410206,0.208632,1,c-CS-s
2.195071,3.976195,0.324626,0.805983,0.51759,0.231093,1.184959,2.428692,0.315146,0.745523,0.449336,0.391405,0.499684,0.866442,0.649252,0.443227,0.151098,2.44478,0.28461,1.773297,0.292899,0.191868,0.132953,0.098678,0.150426,0.734207,?,0.135865,0.108087,0.396953,0.198365,1,c-CS-s
1.971068,3.678064,0.32404,0.701736,0.450026,0.207522,1.004471,2.150447,0.303787,0.704103,0.395581,0.357706,0.455287,0.789584,0.6202,0.359548,0.159236,2.61976,0.280699,1.498,0.264257,0.161606,0.109613,0.104725,0.146201,0.768034,?,0.140424,0.104873,0.449859,0.211376,1,c-CS-s
2.023464,3.702083,0.356446,0.728974,0.468231,0.221988,1.047192,2.223833,0.298972,0.713419,0.368046,0.360137,0.441076,0.828632,0.608753,0.400738,0.15088,2.684854,0.282118,1.494835,0.270915,0.171395,0.122072,0.105194,0.12731,0.750473,?,0.154663,0.104612,0.422232,0.220428,1,c-CS-s
2.031685,3.68779,0.331015,0.732612,0.471406,0.248068,1.048686,2.182123,0.304225,0.712004,0.414477,0.376868,0.492787,0.921432,0.636012,0.433797,0.154271,2.668792,0.276668,1.641167,0.255419,0.164188,0.137413,0.101147,0.159654,0.75294,?,0.152146,0.100864,0.413373,0.214903,1,c-CS-s
2.859232,3.518429,0.290621,0.986416,0.340284,0.169839,2.102786,3.974304,0.331113,0.875324,0.416854,0.338034,0.360962,0.76406,0.653833,0.326527,0.212322,1.65727,0.324154,2.264551,0.351832,0.209568,0.124387,0.124621,0.134609,0.886861,0.136663,0.106978,0.125228,0.578483,0.195846,1,c-CS-s
2.939673,3.541551,0.29468,1.015734,0.352747,0.173853,2.125782,4.187326,0.34136,0.905946,0.424896,0.352573,0.363178,0.779642,0.640473,0.341707,0.223932,1.679638,0.347636,2.365947,0.353431,0.223786,0.136512,0.1332,0.159012,0.917693,0.135684,0.121025,0.132908,0.595042,0.208542,1,c-CS-s
3.090683,3.654995,0.314688,1.094938,0.346157,0.186242,2.272937,4.404485,0.364152,0.931123,0.440386,0.369471,0.386402,0.868185,0.670774,0.365039,0.216073,1.661974,0.349381,2.46755,0.331933,0.219535,0.125831,0.131093,0.161328,0.872277,0.129893,0.129847,0.128739,0.566747,0.200886,1,c-CS-s
2.534339,3.230416,0.276593,0.874544,0.318294,0.169042,1.457062,3.188126,0.315938,0.77783,0.383202,0.323006,0.388621,0.733655,0.600188,0.319472,0.199503,1.974494,0.337574,1.959045,0.349328,0.20641,0.12141,0.121774,0.1411,0.887253,0.142191,0.109718,0.127772,0.556222,0.202835,1,c-CS-s
2.584431,3.230806,0.289308,0.896998,0.320636,0.171235,1.460662,3.283731,0.301293,0.796725,0.396582,0.326688,0.387445,0.740358,0.608876,0.334045,0.203599,1.980848,0.3362,2.045624,0.336749,0.218786,0.122171,0.122842,0.155962,0.908082,0.141263,0.120159,0.132967,0.551205,0.211406,1,c-CS-s
2.666428,3.27149,0.294532,0.948424,0.317216,0.180993,1.559694,3.382999,0.320559,0.805277,0.404847,0.343481,0.388372,0.810411,0.625239,0.354704,0.191767,1.897875,0.337901,2.179052,0.318625,0.211797,0.125639,0.120646,0.155248,0.868556,0.137076,0.122852,0.128542,0.525836,0.207269,1,c-CS-s
2.309548,2.883417,0.266762,0.819383,0.330653,0.170854,1.19598,2.883848,0.277961,0.730797,0.362383,0.305815,0.383345,0.697918,0.57229,0.319598,0.17013,2.211764,0.318232,1.655601,0.296204,0.197313,0.121622,0.103031,0.1399,0.835104,0.154663,0.131542,0.116388,0.511092,0.197,1,c-CS-s
