@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S42

@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute pBRAF_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute pP70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute nNOS_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute pS6_N numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.409487,0.268688,0.17082,0.248274,0.255179,0.315221,0.269589,0.318823,0.169919,1.013509,2.210147,0.261483,0.719304,0.293906,1.939358,0.31372,0.275893,0.478535,0.164084,1.815406,0.936418,0.092981,0.155652,0.132862,0.171604,0.628077,0.30629,1.603008,2.485187,0.913628,0.203737,0.132862,c-SC-m
0.420929,0.258377,0.167842,0.278366,0.25779,0.331864,0.266608,0.303645,0.15726,0.970312,2.124927,0.25338,0.699001,0.320694,1.917989,0.300999,0.26455,0.447972,0.159471,1.754611,0.898243,0.091126,0.150141,0.12519,0.180299,0.605771,0.299414,1.537427,2.390106,0.875244,0.191148,0.12519,c-SC-m
0.475576,0.331821,0.205164,0.300419,0.329379,0.39986,0.318562,0.35799,0.193999,1.171668,2.494417,0.293789,0.833217,0.333217,2.293091,0.361828,0.373343,0.5321,0.152183,1.741266,0.954367,0.089738,0.145633,0.125764,0.169869,0.624017,0.306987,1.56048,2.420306,0.896943,0.21048,0.125764,c-SC-m
0.533555,0.337207,0.183424,0.211762,0.371591,0.363173,0.319777,0.328788,0.158406,1.505098,3.187337,0.301992,0.730496,0.359497,2.475101,0.33365,0.301873,0.361869,0.135031,1.665809,1.026817,0.138078,0.209047,0.126566,0.198957,0.547843,0.268301,1.661678,2.466987,0.876278,0.184398,0.126566,c-SC-m
0.539782,0.3474,0.184401,0.225514,0.376784,0.370375,0.323096,0.302056,0.171342,1.50399,3.238815,0.309553,0.761669,0.357316,2.565901,0.339903,0.307618,0.362636,0.135568,1.615458,1.113543,0.145828,0.204925,0.126813,0.197196,0.527497,0.280506,1.622777,2.459439,0.883311,0.191176,0.126813,c-SC-m
0.530755,0.355216,0.179442,0.231725,0.361249,0.365862,0.315945,0.300095,0.177904,1.465578,3.191507,0.312042,0.74722,0.361604,2.474332,0.344571,0.298439,0.353442,0.134834,1.582972,1.234228,0.143561,0.205516,0.125575,0.192725,0.528679,0.268736,1.570715,2.453068,0.881887,0.186663,0.125575,c-SC-m
0.510379,0.316156,0.182174,0.209174,0.360139,0.35651,0.308463,0.296415,0.165772,1.369865,2.878647,0.284802,0.722311,0.345188,2.235012,0.33822,0.300769,0.359123,0.142706,1.608861,0.943871,0.140323,0.206072,0.135204,0.200777,0.562792,0.28144,1.669138,2.571,0.904421,0.173065,0.135204,c-SC-m
0.50695,0.323482,0.177762,0.208339,0.36635,0.364155,0.313972,0.294514,0.172641,1.335918,2.88793,0.292465,0.725384,0.368544,2.245208,0.339137,0.302121,0.360644,0.137114,1.581914,1.012017,0.136336,0.191147,0.130112,0.19694,0.557275,0.279848,1.550445,2.525201,0.873606,0.186738,0.130112,c-SC-m
0.474148,0.307015,0.174539,0.201789,0.338178,0.345444,0.302124,0.278927,0.157909,1.268726,2.727501,0.279905,0.68474,0.346842,2.133874,0.328396,0.291504,0.340414,0.134203,1.551385,1.065831,0.131916,0.199695,0.128188,0.183682,0.536643,0.26722,1.467169,2.463103,0.887232,0.198509,0.128188,c-SC-m
0.445252,0.281439,0.181111,0.198236,0.336447,0.347345,0.286975,0.285245,0.167791,1.176613,2.500951,0.315343,0.685176,0.313268,1.93617,0.315343,0.258952,0.362913,0.13935,1.515214,0.860074,0.116528,0.187068,0.12817,0.180959,0.576994,0.272476,1.591747,2.508875,0.854772,0.184071,0.12817,c-SC-m
0.460835,0.292705,0.179423,0.20846,0.310808,0.352214,0.290554,0.294856,0.174046,1.203441,2.591504,0.282846,0.686503,0.310808,1.971142,0.316006,0.276214,0.357591,0.136177,1.502973,0.892522,0.115138,0.185799,0.1244,0.182598,0.543906,0.26938,1.510405,2.451178,0.848388,0.197805,0.1244,c-SC-m
0.462939,0.303952,0.195411,0.229284,0.315789,0.360044,0.306502,0.298124,0.194864,1.206884,2.646512,0.291568,0.702422,0.311237,2.008377,0.327627,0.286469,0.354034,0.140143,1.512228,0.98635,0.118985,0.187464,0.125242,0.169378,0.519736,0.265726,1.41315,2.459333,0.861335,0.190536,0.125242,c-SC-m
0.408318,0.246314,0.180718,0.179773,0.31569,0.325142,0.270321,0.277505,0.17259,0.874291,2.019471,0.243856,0.573535,0.284121,1.60775,0.281285,0.271456,0.295463,0.157024,1.669826,0.884425,0.120951,0.194653,0.126185,0.189843,0.574763,0.282501,1.526666,2.454661,0.993351,0.226765,0.126185,c-SC-m
0.461571,0.291971,0.196222,0.202662,0.324603,0.376771,0.304422,0.298197,0.190425,0.990983,2.233577,0.331473,0.658652,0.321812,1.804422,0.322885,0.273723,0.331043,0.159009,1.6313,0.881231,0.122111,0.193957,0.123782,0.181983,0.568783,0.269981,1.555973,2.400167,0.97995,0.229184,0.123782,c-SC-m
0.444796,0.288243,0.19448,0.198483,0.313316,0.330594,0.301096,0.294564,0.195322,0.980405,2.265908,0.281711,0.641382,0.327223,1.731353,0.300464,0.253687,0.322166,0.146828,1.632035,0.832255,0.11683,0.188523,0.122884,0.176276,0.576992,0.273841,1.527178,2.384065,0.982661,0.25774,0.122884,c-SC-m
0.437801,0.279959,0.204966,0.20902,0.313656,0.365087,0.28224,0.328351,0.200912,0.921206,1.92602,0.286547,0.617938,0.322017,1.605777,0.306309,0.283,0.332151,0.154353,1.60623,0.864617,0.113818,0.173922,0.124002,0.163738,0.733626,0.301118,1.744209,2.373602,0.96905,0.224441,0.124002,c-SC-m
0.498586,0.317025,0.24095,0.231052,0.370475,0.374152,0.322681,0.332014,0.223982,1.008484,2.14112,0.367081,0.69457,0.356618,1.785916,0.340215,0.310238,0.372738,0.156693,1.624409,0.840354,0.110827,0.179331,0.126181,0.170472,0.719488,0.288976,1.802559,2.349213,0.969291,0.269094,0.126181,c-SC-m
0.439076,0.338731,0.215291,0.216618,0.343244,0.34696,0.32068,0.36687,0.213167,0.950093,2.056544,0.310592,0.655694,0.318025,1.643217,0.336607,0.294399,0.328113,0.153997,1.663009,0.839734,0.109326,0.197688,0.130682,0.169083,0.711991,0.289185,1.818574,2.378723,0.942986,0.235306,0.130682,c-SC-m
0.81498,0.41498,0.187249,0.265894,0.914579,0.382613,0.429068,0.294605,0.191618,2.003567,3.478556,0.320285,0.855461,0.45564,2.708248,0.416228,0.35506,0.331342,0.169434,1.661613,2.26426,0.315668,0.171793,0.121155,0.169242,0.392058,0.316197,1.598026,1.903538,0.714705,0.21627,0.121155,c-CS-s
0.840445,0.424325,0.192834,0.275985,0.956236,0.395058,0.429613,0.351933,0.198669,2.106583,3.580325,0.331966,0.883479,0.473104,2.804249,0.442469,0.377279,0.36178,0.169711,1.678407,2.305363,0.300421,0.177075,0.125333,0.174992,0.394555,0.323192,1.597113,1.98721,0.730294,0.220629,0.125333,c-CS-s
0.886041,0.44476,0.197162,0.282288,0.974645,0.405584,0.450801,0.332723,0.202105,2.185263,3.630938,0.342792,0.904165,0.482563,2.854828,0.465904,0.402105,0.38865,0.178248,1.578564,2.347213,0.287704,0.183911,0.1186,0.165715,0.377942,0.304089,1.521701,1.851042,0.690387,0.230609,0.1186,c-CS-s
0.726999,0.390846,0.190962,0.240209,0.79409,0.369525,0.402086,0.302781,0.188876,1.47613,3.008575,0.305446,0.806373,0.433372,2.526535,0.417149,0.36153,0.445886,0.161904,1.950057,2.000885,0.331837,0.186117,0.117714,0.159123,0.417942,0.301998,1.516816,1.951827,0.71602,0.210709,0.117714,c-CS-s
0.73065,0.389176,0.188625,0.23839,0.800826,0.3706,0.404541,0.31235,0.195734,1.476207,3.00172,0.306158,0.805642,0.439743,2.543401,0.421167,0.373696,0.447196,0.163666,2.005071,2.022946,0.313197,0.190543,0.124239,0.163159,0.418991,0.326065,1.527257,1.942254,0.719574,0.222807,0.124239,c-CS-s
0.780485,0.414548,0.198699,0.256062,0.843288,0.389001,0.424364,0.334477,0.208989,1.596807,3.242578,0.325488,0.847191,0.460911,2.692726,0.462093,0.408752,0.482791,0.166687,1.989199,2.122876,0.303944,0.18926,0.117051,0.162197,0.416869,0.313956,1.43665,1.886165,0.701517,0.235316,0.117051,c-CS-s
0.606139,0.349671,0.196208,0.224168,0.637474,0.356902,0.37972,0.306122,0.195243,1.170818,2.477583,0.288446,0.739193,0.395629,2.196368,0.392255,0.38888,0.598104,0.16444,2.169068,1.736617,0.338398,0.18339,0.107414,0.143132,0.410183,0.274998,1.437866,1.889267,0.710331,0.221902,0.107414,c-CS-s
0.627358,0.361981,0.199278,0.220272,0.706085,0.375267,0.394948,0.321798,0.204855,1.248155,2.441529,0.308348,0.749057,0.427095,2.248975,0.41463,0.401345,0.659341,0.15957,2.127912,1.680604,0.30506,0.181329,0.115454,0.142504,0.38348,0.296356,1.396194,1.860056,0.712603,0.214694,0.115454,c-CS-s
0.683568,0.385111,0.204172,0.238257,0.715449,0.410548,0.426318,0.335764,0.223843,1.347634,2.701204,0.328981,0.795998,0.449381,2.350856,0.460743,0.445481,0.717144,0.163676,2.15149,1.877723,0.285535,0.195309,0.105918,0.14957,0.396461,0.295217,1.345547,1.862783,0.691595,0.219932,0.105918,c-CS-s
0.647749,0.379476,0.207749,0.222827,0.729424,0.353298,0.381571,0.320209,0.216335,1.094031,2.351832,0.300942,0.724188,0.415288,1.999162,0.42911,0.390366,0.451937,0.16704,2.46231,1.682671,0.331839,0.190633,0.115017,0.15253,0.431757,0.294916,1.443671,1.916362,0.767488,0.228737,0.115017,c-CS-s
0.637563,0.367044,0.210637,0.225084,0.723409,0.369556,0.393216,0.329564,0.215243,1.122069,2.376256,0.302554,0.734715,0.427345,2.074749,0.443467,0.409966,0.494765,0.166512,2.451053,1.679472,0.316709,0.184448,0.110854,0.15147,0.429646,0.320875,1.443532,1.958227,0.754571,0.236404,0.110854,c-CS-s
0.662313,0.372024,0.213398,0.225406,0.727617,0.375816,0.413946,0.324626,0.231093,1.184959,2.428692,0.315146,0.745523,0.449336,2.100695,0.464293,0.443227,0.531072,0.170923,2.44478,1.773297,0.292899,0.191868,0.108087,0.154906,0.43526,0.322693,1.413082,1.874888,0.734207,0.231519,0.108087,c-CS-s
0.550763,0.338769,0.224356,0.238559,0.629669,0.362441,0.36849,0.32404,0.207522,1.004471,2.150447,0.303787,0.704103,0.395581,1.860863,0.40242,0.359548,0.510258,0.159532,2.61976,1.498,0.264257,0.161606,0.104873,0.143534,0.402163,0.302326,1.390164,1.887424,0.768034,0.231225,0.104873,c-CS-s
0.567888,0.357764,0.226997,0.230952,0.653572,0.372528,0.386238,0.356446,0.221988,1.047192,2.223833,0.298972,0.713419,0.368046,1.904034,0.432903,0.400738,0.563143,0.158155,2.684854,1.494835,0.270915,0.171395,0.104612,0.13764,0.393424,0.335661,1.392114,1.879674,0.750473,0.218391,0.104612,c-CS-s
0.560793,0.346471,0.227718,0.212004,0.639876,0.37764,0.386399,0.331015,0.248068,1.048686,2.182123,0.304225,0.712004,0.414477,1.87558,0.443843,0.433797,0.600464,0.158663,2.668792,1.641167,0.255419,0.164188,0.100864,0.140105,0.417056,0.305992,1.343816,1.865562,0.75294,0.224253,0.100864,c-CS-s
0.719069,0.419017,0.171223,0.224174,0.504759,0.321682,0.397906,0.290621,0.169839,2.102786,3.974304,0.331113,0.875324,0.416854,2.650286,0.423862,0.326527,0.307147,0.185391,1.65727,2.264551,0.351832,0.209568,0.125228,0.174422,0.513979,0.32042,1.884107,2.192299,0.886861,0.205228,0.125228,c-CS-s
0.723227,0.432893,0.169854,0.23896,0.521905,0.328147,0.412031,0.29468,0.173853,2.125782,4.187326,0.34136,0.905946,0.424896,2.757736,0.440716,0.341707,0.323366,0.196951,1.679638,2.365947,0.353431,0.223786,0.132908,0.182779,0.543954,0.352262,1.964545,2.369844,0.917693,0.22476,0.132908,c-CS-s
0.750731,0.463257,0.178264,0.235972,0.512189,0.350146,0.438702,0.314688,0.186242,2.272937,4.404485,0.364152,0.931123,0.440386,2.860828,0.479833,0.365039,0.355199,0.198809,1.661974,2.46755,0.331933,0.219535,0.128739,0.175914,0.52248,0.349612,1.785174,2.19387,0.872277,0.229551,0.128739,c-CS-s
0.589233,0.364472,0.187301,0.194487,0.430204,0.304865,0.372718,0.276593,0.169042,1.457062,3.188126,0.315938,0.77783,0.383202,2.389799,0.405348,0.319472,0.480151,0.175875,1.974494,1.959045,0.349328,0.20641,0.127772,0.175088,0.519205,0.327578,1.786926,2.26972,0.887253,0.205743,0.127772,c-CS-s
0.60674,0.376172,0.169811,0.190578,0.427792,0.320161,0.384716,0.289308,0.171235,1.460662,3.283731,0.301293,0.796725,0.396582,2.394802,0.41996,0.334045,0.488667,0.181824,1.980848,2.045624,0.336749,0.218786,0.132967,0.177432,0.533882,0.344983,1.806221,2.32394,0.908082,0.22147,0.132967,c-CS-s
0.630611,0.390998,0.176695,0.194842,0.436963,0.320917,0.401504,0.294532,0.180993,1.559694,3.382999,0.320559,0.805277,0.404847,2.453916,0.449379,0.354704,0.5585,0.184742,1.897875,2.179052,0.318625,0.211797,0.128542,0.17853,0.492627,0.325708,1.68271,2.197225,0.868556,0.226486,0.128542,c-CS-s
0.544867,0.339268,0.173008,0.182771,0.399713,0.322613,0.373151,0.266762,0.170854,1.19598,2.883848,0.277961,0.730797,0.362383,2.112994,0.382484,0.319598,0.466045,0.165677,2.211764,1.655601,0.296204,0.197313,0.116388,0.15935,0.513435,0.305577,1.564209,2.11381,0.835104,0.208717,0.116388,c-CS-s
0.57418,0.350978,0.181591,0.206734,0.419791,0.310837,0.378621,0.286428,0.178356,1.256286,3.029554,0.293633,0.761212,0.387884,2.219085,0.43376,0.34642,0.505073,0.164758,2.06291,1.781112,0.298901,0.196977,0.121545,0.150328,0.488395,0.323255,1.516109,2.071919,0.820507,0.213697,0.121545,c-CS-s
0.565782,0.369603,0.179697,0.183635,0.41409,0.320303,0.388273,0.289236,0.187427,1.295799,3.069574,0.305863,0.755688,0.382293,2.275525,0.431593,0.363915,0.521733,0.169681,2.092413,1.946184,0.279371,0.19703,0.115792,0.164167,0.483532,0.330834,1.467431,2.020953,0.800765,0.219453,0.115792,c-CS-s
0.489893,0.32047,0.178795,0.177692,0.427784,0.299338,0.359059,0.26663,0.192025,1.005329,2.53179,0.280412,0.678978,0.365123,1.755972,0.356487,0.298052,0.362918,0.160404,2.086628,1.927401,0.29638,0.192289,0.106151,0.12744,0.468753,0.274993,1.366232,2.083587,0.927499,0.215834,0.106151,c-CS-s
0.4803,0.311541,0.195258,0.173466,0.391562,0.275105,0.329847,0.248257,0.181311,0.932706,2.407078,0.263598,0.657775,0.348849,1.70537,0.346583,0.294456,0.352336,0.165204,2.124963,1.940132,0.298156,0.196962,0.107802,0.141335,0.459611,0.285432,1.342144,2.078213,0.906105,0.219548,0.107802,c-CS-s
0.512684,0.323897,0.185662,0.182904,0.43125,0.285662,0.359926,0.269669,0.179596,1.06011,2.555699,0.284007,0.703309,0.366912,1.806434,0.367463,0.335662,0.381985,0.165909,2.101877,1.87836,0.287846,0.186858,0.102964,0.137846,0.432806,0.294368,1.289229,1.987945,0.895751,0.212451,0.102964,c-CS-s
0.494908,0.297028,0.183122,0.188526,0.425068,0.284764,0.326959,0.26772,0.174392,0.901268,2.392434,0.302848,0.683018,0.35107,1.725005,0.34629,0.295365,0.372064,0.158029,2.190118,1.498367,0.26608,0.182451,0.107057,0.13233,0.494392,0.289365,1.522931,2.057788,0.950163,0.22462,0.107057,c-CS-s
0.482463,0.312944,0.187056,0.183507,0.427349,0.294572,0.337578,0.266388,0.202088,0.949269,2.41023,0.279541,0.672443,0.357829,1.743215,0.366388,0.319833,0.349478,0.167138,2.111945,1.548401,0.275969,0.175771,0.099632,0.130059,0.509482,0.294226,1.486555,1.988112,0.925417,0.239315,0.099632,c-CS-s
0.484999,0.30809,0.191806,0.187875,0.403062,0.311608,0.356094,0.277881,0.183323,0.92696,2.408442,0.276433,0.673909,0.360646,1.753155,0.368508,0.315953,0.343058,0.164173,2.100185,1.544677,0.278467,0.179279,0.10218,0.133675,0.496366,0.321505,1.467151,1.895397,0.90124,0.217329,0.10218,c-CS-s
0.65972,0.360817,0.13128,0.196819,0.572033,0.191684,0.402396,0.209604,0.146985,?,3.19098,0.251787,0.725863,0.39696,2.374811,0.326387,0.279472,0.392127,0.161971,2.078455,2.11113,0.170744,0.190484,0.119735,0.160002,0.520893,0.311569,1.458411,2.184129,0.900118,0.237163,0.119735,c-CS-s
0.644086,0.347359,0.132995,0.194469,0.540535,0.193574,0.404257,0.210584,0.151199,?,3.151597,0.240127,0.710335,0.389237,2.36039,0.331841,0.283895,0.396698,0.162138,1.956188,2.094235,0.167853,0.187181,0.118886,0.167909,0.489607,0.305395,1.42641,2.11446,0.867163,0.236764,0.118886,c-CS-s
0.686929,0.36667,0.120341,0.203409,0.559811,0.205463,0.421912,0.230825,0.158127,?,3.379505,0.243454,0.748023,0.400452,2.493069,0.343054,0.304035,0.418729,0.167521,2.001352,2.066806,0.169549,0.192812,0.116487,0.168986,0.474962,0.307723,1.375824,2.118572,0.865994,0.233482,0.116487,c-CS-s
0.566743,0.32685,0.140224,0.177218,0.484236,0.207602,0.371218,0.20328,0.151665,?,2.753877,0.238495,0.669845,0.387618,2.15103,0.319349,0.287948,0.572591,0.156356,2.209326,1.671745,0.170971,0.186359,0.120012,0.155274,0.525286,0.310625,1.408985,2.265852,0.887952,0.235153,0.120012,c-CS-s
0.574241,0.325772,0.149524,0.18407,0.487811,0.221875,0.393691,0.215357,0.153956,?,2.828314,0.262417,0.679963,0.385738,2.190327,0.336332,0.302177,0.612436,0.155015,2.166768,1.724699,0.16112,0.178675,0.115555,0.160281,0.49771,0.299267,1.325294,2.174248,0.858342,0.234239,0.115555,c-CS-s
0.622587,0.338932,0.15287,0.190823,0.508992,0.222957,0.4073,0.226792,0.160275,?,3.01891,0.240148,0.701666,0.392885,2.295557,0.341312,0.32055,0.660275,0.159314,2.145221,1.705576,0.162837,0.191483,0.113894,0.164445,0.482001,0.303002,1.333716,2.119638,0.854473,0.232843,0.113894,c-CS-s
0.571942,0.30739,0.067855,0.185415,0.467789,0.057063,0.379333,0.105952,0.168084,?,2.490844,?,0.655003,0.390778,2.033519,0.329627,0.305592,0.704218,0.159622,2.540962,1.473329,0.156703,0.173913,0.117049,0.15781,0.503824,0.312198,1.297605,2.226852,0.892814,0.226852,0.117049,c-CS-s
0.559091,0.322078,0.06461,0.177597,0.480357,0.05211,0.381494,0.056818,0.166071,?,2.467532,?,0.648214,0.376623,2.051299,0.333117,0.321753,0.717695,0.155621,2.446943,1.472189,0.147633,0.17002,0.115483,0.157988,0.474753,0.307791,1.256114,2.131361,0.856312,0.228797,0.115483,c-CS-s
0.533957,0.316987,0.064043,0.180836,0.46443,0.055654,0.381513,0.069689,0.157445,?,2.483465,?,0.64833,0.370705,2.034038,0.336506,0.320213,0.728021,0.156839,2.467143,1.511118,0.149692,0.182251,0.113758,0.162597,0.468831,0.328172,1.252829,2.065118,0.851102,0.228211,0.113758,c-CS-s
0.659159,0.343634,0.179449,0.216121,0.575577,0.24516,0.404133,0.276433,0.176471,?,2.627327,?,0.681497,0.377141,1.893894,0.347357,0.312919,0.65618,0.166043,2.64519,1.244932,0.148483,0.17379,0.12266,0.170433,0.492834,0.322789,1.273596,2.177017,0.912589,0.245707,0.12266,c-CS-s
0.633661,0.353086,0.1844,0.219424,0.606399,0.248201,0.411965,0.255964,0.18156,?,2.676638,0.273381,0.701817,0.397009,1.942067,0.357251,0.334722,0.686293,0.164519,2.606394,1.272808,0.141142,0.156811,0.115365,0.156305,0.480035,0.327268,1.222012,2.10235,0.891458,0.241724,0.115365,c-CS-s
0.628041,0.34039,0.160817,0.210214,0.56546,0.222098,0.426555,0.241411,0.183287,?,2.674652,0.266667,0.675209,0.371773,1.956175,0.36286,0.329805,0.701021,0.166479,2.54795,1.293343,0.142535,0.177385,0.113827,0.163971,0.477874,0.330325,1.21211,2.007647,0.859471,0.238436,0.113827,c-CS-s
0.687076,0.351551,0.098007,0.228888,0.587836,0.081775,0.41278,0.161907,0.210397,?,2.789809,0.184919,0.681529,0.386891,1.844668,0.340867,0.320731,0.689747,0.160584,2.7309,1.038929,0.130576,0.175182,0.113706,0.169019,0.497972,0.339984,1.201622,2.055637,0.890673,0.249148,0.113706,c-CS-s
0.681367,0.360836,0.109517,0.238658,0.594851,0.079342,0.436168,0.185693,0.194978,?,2.842372,0.173243,0.67778,0.39502,1.90652,0.387424,0.347331,0.754379,0.162886,2.745233,1.116864,0.136588,0.161243,0.118836,0.162229,0.49211,0.357166,1.215976,2.038133,0.89382,0.259204,0.118836,c-CS-s
0.71269,0.37226,0.130059,0.248735,0.63027,0.083895,0.445194,0.181282,0.196037,?,2.900506,0.205523,0.669899,0.383853,1.915051,0.360666,0.340641,0.784359,0.161667,2.689801,1.124372,0.136047,0.155019,0.113994,0.173504,0.492622,0.33582,1.198314,1.910491,0.865575,0.260256,0.113994,c-CS-s
0.64776,0.397923,0.12358,0.210565,0.746186,0.192227,0.377881,0.193038,0.16196,0.973791,3.707481,0.205047,0.821487,0.424943,2.598588,0.355566,0.284891,0.239127,0.171576,1.412654,2.146058,0.149814,0.198836,0.120264,0.172035,0.530581,0.331928,1.738901,2.146012,0.821231,0.214688,0.120264,c-CS-s
0.658395,0.410483,0.139148,0.212285,0.724898,0.174447,0.378215,0.163554,0.158886,0.955283,3.780753,0.206061,0.83104,0.430958,2.59697,0.367813,0.289681,0.232269,0.173803,1.315923,2.37612,0.148095,0.192948,0.124921,0.171857,0.512945,0.327057,1.727347,2.071965,0.831221,0.220014,0.124921,c-CS-s
0.634533,0.400732,0.117816,0.199252,0.744786,0.174176,0.374781,0.15531,0.173619,0.85886,3.704108,0.191928,0.795176,0.417529,2.52826,0.366343,0.284429,0.222576,0.158594,1.265495,2.402648,0.137934,0.18099,0.115538,0.162457,0.484418,0.302344,1.673394,2.05599,0.818967,0.215234,0.115538,c-CS-s
0.542125,0.332077,0.146729,0.188592,0.531136,0.219676,0.357405,0.188069,0.146834,0.909053,3.070644,0.232548,0.726217,0.392883,2.296494,0.341497,0.267399,0.266143,0.164783,1.649741,1.893658,0.142428,0.191991,0.118988,0.171233,0.52328,0.29993,1.601456,2.204765,0.85738,0.216453,0.118988,c-CS-s
0.542301,0.327295,0.12958,0.187629,0.525628,0.227254,0.35879,0.181659,0.141725,0.941643,3.009675,0.220976,0.709345,0.379889,2.250309,0.339646,0.269967,0.25597,0.156496,1.624063,1.941082,0.134378,0.189579,0.116597,0.156682,0.510873,0.294839,1.591227,2.13729,0.854532,0.213679,0.116597,c-CS-s
0.543011,0.32651,0.124793,0.180728,0.529777,0.213193,0.358044,0.179694,0.14816,0.865902,3.036497,0.210091,0.7195,0.379756,2.275641,0.347084,0.273883,0.261993,0.15153,1.586188,1.985432,0.13233,0.185115,0.114105,0.15598,0.504023,0.295197,1.635377,2.18286,0.867427,0.213215,0.114105,c-CS-s
0.455554,0.294478,0.124346,0.166688,0.426476,0.246525,0.327509,0.190537,0.141309,0.84326,2.552098,0.201888,0.647111,0.366917,2.079454,0.336309,0.271649,0.373932,0.154967,1.895636,1.583111,0.127358,0.186706,0.115942,0.159501,0.483928,0.283783,1.500364,2.107117,0.847138,0.209538,0.115942,c-CS-s
0.472592,0.299346,0.12082,0.159039,0.420417,0.224667,0.326125,0.172869,0.141941,0.776088,2.5,0.203671,0.62258,0.364722,2.031179,0.330274,0.275082,0.368745,0.146602,1.854992,1.652299,0.125408,0.188989,0.10286,0.153135,0.499721,0.292566,1.515656,2.093698,0.853478,0.208191,0.10286,c-CS-s
0.462613,0.299094,0.126007,0.158359,0.420317,0.227467,0.323137,0.212362,0.144008,0.790282,2.558661,0.194109,0.632679,0.361279,2.050982,0.336984,0.270519,0.373867,0.147956,1.808997,1.720734,0.121245,0.180164,0.115438,0.141685,0.48467,0.297151,1.518349,2.079436,0.856689,0.208424,0.115438,c-CS-s
0.440006,0.27797,0.127497,0.148671,0.445562,0.233669,0.313561,0.16549,0.125995,0.66076,2.228413,0.178856,0.567202,0.338339,1.767683,0.334585,0.259949,0.297342,0.151338,1.895955,1.35973,0.113705,0.173576,0.112497,0.160596,0.437009,0.282149,1.348259,2.001107,0.800463,0.20487,0.112497,c-CS-s
0.449399,0.272561,0.124791,0.147618,0.446051,0.21884,0.321564,0.193578,0.138639,0.715112,2.257191,0.179881,0.605083,0.349718,1.776442,0.318977,0.267539,0.30802,0.148036,1.922438,1.425071,0.118874,0.178109,0.112697,0.146213,0.462637,0.280579,1.398846,2.059133,0.819765,0.211219,0.112697,c-CS-s
0.442577,0.270306,0.121988,0.147873,0.440643,0.205445,0.321482,0.160071,0.132104,0.731776,2.228355,0.195924,0.555787,0.337251,1.74219,0.318209,0.307349,0.289646,0.14554,1.887024,1.505943,0.119469,0.162222,0.116772,0.148736,0.478873,0.29048,1.411447,2.053341,0.852862,0.21846,0.116772,c-CS-s
0.391403,0.255656,0.116893,0.136878,0.381787,0.192685,0.301659,0.152903,0.138386,0.638763,1.867647,0.1546,0.509427,0.319382,1.492647,0.312594,0.307881,0.350867,0.142432,1.962159,1.13536,0.10062,0.166377,0.101241,0.15273,0.44603,0.290571,1.270471,1.845782,0.800248,0.213524,0.101241,c-CS-s
0.395522,0.248881,0.107649,0.136381,0.389366,0.183582,0.300187,0.146455,0.153545,0.574067,1.881343,0.147201,0.535448,0.313806,1.448881,0.3125,0.273881,0.361567,0.136314,1.905619,1.194924,0.105982,0.159154,0.099819,0.140181,0.450997,0.289909,1.277946,1.819698,0.807492,0.218006,0.099819,c-CS-s
0.390374,0.250784,0.137009,0.153605,0.3747,0.178683,0.303522,0.151208,0.130186,0.497695,1.896552,0.150101,0.465241,0.29633,1.450304,0.311451,0.273834,0.369906,0.141505,1.829854,1.235316,0.102184,0.151578,0.107282,0.134345,0.469903,0.294175,1.311044,1.858617,0.820752,0.215777,0.107282,c-CS-s
2.488684,0.437048,0.185337,0.236021,3.289273,0.307626,0.396348,0.289749,0.191423,2.062001,4.027957,0.363256,0.905572,0.450171,3.197223,0.386269,0.331875,0.245245,0.218173,1.335638,1.364617,0.147495,0.21314,0.114036,0.182613,0.471076,0.278122,1.42346,2.060834,1.119898,0.203517,0.114036,c-CS-s
2.519464,0.42626,0.179935,0.234304,2.727508,0.295793,0.379935,0.277393,0.190569,1.960703,3.992141,0.345631,0.892557,0.429311,3.112159,0.371151,0.317522,0.242903,0.212163,1.246216,1.206953,0.143782,0.208598,0.110112,0.181454,0.46134,0.272044,1.419555,2.110222,1.150855,0.201853,0.110112,c-CS-s
