@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S5

@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pNR1_N numeric
@attribute pNR2B_N numeric
@attribute CREB_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute MEK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute BAX_N numeric
@attribute Tau_N numeric
@attribute GluR4_N numeric
@attribute P3525_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute pS6_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
3.248827,0.193952,0.141293,4.352711,0.727842,1.350886,0.123436,1.827555,0.861314,0.199166,0.266945,1.732664,0.550834,0.701251,0.46598,1.160493,0.138752,1.344499,0.26248,0.30447,0.963143,0.173183,0.156947,0.123822,0.248577,2.320425,0.159373,1.309788,0.832322,0.123635,0.989083,0,c-SC-m
2.819603,0.170172,0.133947,3.738972,0.663161,1.199533,0.12825,1.601081,0.748174,0.186532,0.264242,1.485685,0.465089,0.671633,0.458224,0.996482,0.129624,1.143375,0.234517,0.266283,1.004477,0.157659,0.146253,0.105532,0.241872,2.139644,0.158405,1.241019,0.785417,0.120136,0.92698,0,c-SC-m
2.726874,0.1796,0.134006,3.733889,0.665059,1.212918,0.125237,1.564811,0.741049,0.173316,0.261581,1.48809,0.468508,0.660383,0.45521,1.013499,0.134026,1.16156,0.234626,0.280694,0.907864,0.151061,0.142918,0.108849,0.254446,2.163595,0.16531,1.267088,0.771373,0.125241,0.950075,0,c-SC-m
3.025095,0.199492,0.147078,4.087834,0.69298,1.324015,0.130559,1.700604,0.802891,0.207433,0.26763,1.604511,0.504606,0.717598,0.487294,1.056576,0.133979,1.186435,0.24613,0.284998,0.880833,0.161822,0.151687,0.111594,0.263058,2.180644,0.17062,1.27375,0.806437,0.129747,0.994431,0,c-SC-m
2.290973,0.164693,0.122759,3.085787,0.555858,1.002561,0.113636,1.284091,0.613636,0.163252,0.235595,1.185019,0.401889,0.608515,0.428457,0.921974,0.133026,1.083421,0.214211,0.247237,0.947105,0.153421,0.150789,0.107895,0.249737,2.053684,0.174605,1.204079,0.745526,0.118026,0.872895,0,c-SC-m
2.47383,0.169632,0.140266,3.505614,0.599758,1.095526,0.119883,1.389186,0.665227,0.171705,0.242356,1.266713,0.435136,0.650199,0.472793,0.94157,0.133403,1.080095,0.221507,0.259848,0.889049,0.150735,0.147321,0.112132,0.259848,2.042542,0.170168,1.205751,0.780331,0.118435,0.848214,0,c-SC-m
2.703833,0.186028,0.154894,3.7554,0.682818,1.23273,0.142051,1.545437,0.730881,0.195563,0.278264,1.427126,0.4892,0.731465,0.533567,0.978505,0.132216,1.092605,0.224821,0.255103,0.818981,0.149655,0.147222,0.108963,0.254292,2.071515,0.177099,1.218737,0.776531,0.119373,0.879005,0,c-SC-m
3.813141,0.23148,0.194079,5.318989,0.788592,1.571841,0.198412,2.375162,1.083032,0.263827,0.346282,2.210108,0.823394,0.834946,0.567509,0.837569,0.13955,1.928733,0.272949,0.366374,1.177354,0.192005,0.220675,0.104278,0.259021,2.242561,0.159266,1.394411,0.715113,0.127069,0.901329,0,c-SC-m
3.880627,0.233517,0.191548,5.349259,0.799158,1.622713,0.20912,2.425791,1.077549,0.265611,0.329219,2.229742,0.839529,0.829364,0.582341,0.870801,0.137689,1.962994,0.280362,0.382983,1.151347,0.191768,0.22739,0.106035,0.275471,2.247785,0.161776,1.407346,0.736157,0.12883,0.930509,0,c-SC-m
3.481938,0.234668,0.184122,5.097872,0.773033,1.570849,0.200364,2.265052,1.033604,0.256371,0.32946,2.157939,0.795856,0.825399,0.544245,0.832532,0.130094,1.81438,0.273358,0.352821,0.974373,0.181705,0.236786,0.108738,0.257163,2.172095,0.159726,1.419114,0.730913,0.124577,0.895978,0,c-SC-m
3.305247,0.238881,0.188673,4.63499,0.700139,1.410354,0.205698,1.987318,0.994267,0.252259,0.31706,1.90549,0.77606,0.757992,0.536831,0.879698,0.139764,1.868629,0.259701,0.350322,1.144873,0.185865,0.238779,0.099745,0.264688,2.223574,0.157158,1.393261,0.760127,0.126384,0.946843,0,c-SC-m
3.143638,0.265069,0.191752,4.689108,0.734403,1.448361,0.211139,2.039831,0.97092,0.263659,0.320056,1.947303,0.784808,0.765245,0.562566,0.91364,0.142451,1.869286,0.249197,0.347788,1.093279,0.190141,0.231406,0.09785,0.267976,2.25661,0.149246,1.408204,0.758957,0.129602,0.987398,0,c-SC-m
3.008892,0.23728,0.17586,4.405236,0.654701,1.358143,0.185905,1.910423,0.910917,0.233328,0.276799,1.826774,0.726659,0.72386,0.517866,0.889989,0.135008,1.811375,0.235117,0.314093,0.968603,0.173288,0.238256,0.101316,0.262166,2.207463,0.152156,1.414443,0.757759,0.123898,0.984664,0,c-SC-m
2.91924,0.246452,0.190317,4.373122,0.691987,1.310518,0.220367,1.896912,0.971619,0.251252,0.298623,1.770033,0.70722,0.739149,0.567613,0.875233,0.161334,1.967665,0.264601,0.344168,1.070256,0.188421,0.270696,0.101067,0.267987,2.244625,0.175216,1.415609,0.785001,0.121043,1.105637,0,c-SC-m
2.707959,0.224815,0.185917,4.246758,0.674845,1.256732,0.194095,1.78456,0.878516,0.250948,0.272292,1.667864,0.664472,0.686814,0.53062,0.870612,0.155842,1.945566,0.240292,0.343395,1.054943,0.190605,0.26895,0.094116,0.272342,2.253349,0.169578,1.412922,0.80329,0.118365,1.081228,0,c-SC-m
2.834133,0.241607,0.18805,4.201039,0.683054,1.28797,0.18785,1.807354,0.890088,0.242206,0.268385,1.654277,0.659872,0.706435,0.543165,0.894122,0.155175,1.974759,0.251228,0.325428,0.930883,0.186854,0.268508,0.092665,0.278164,2.255972,0.162968,1.46163,0.803659,0.124682,1.068779,0,c-SC-m
2.813243,0.275946,0.224595,4.263243,0.753514,1.373514,0.251622,1.812162,0.953243,0.286486,0.350541,1.685135,0.728108,0.815135,0.608108,0.844528,0.1561,1.863988,0.23959,0.320778,1.067378,0.18393,0.255911,0.087675,0.285625,2.23122,0.174932,1.617284,0.803306,0.127433,1.103787,0,c-SC-m
2.740084,0.283664,0.220772,4.239562,0.724426,1.311587,0.230428,1.748695,0.918058,0.271138,0.331681,1.661795,0.736691,0.78262,0.602296,0.858702,0.164812,1.833088,0.254461,0.337182,1.036322,0.190006,0.250682,0.090279,0.30275,2.253202,0.179299,1.611379,0.82448,0.125761,1.115054,0,c-SC-m
2.462326,0.26335,0.209461,3.937332,0.666179,1.201414,0.211168,1.661546,0.853694,0.263594,0.310412,1.499634,0.665691,0.720068,0.5584,0.855721,0.151949,1.798093,0.258499,0.31364,0.945274,0.169154,0.250207,0.088101,0.302239,2.235282,0.174751,1.658789,0.809701,0.122305,1.100539,0,c-SC-m
2.552822,0.341207,0.250328,3.962927,0.681759,1.273622,0.25,1.632874,0.889436,0.285105,0.314633,1.597113,0.78084,0.812664,0.624344,0.833537,0.159119,1.914321,0.238678,0.319217,1.040147,0.164749,0.255569,0.092044,0.304039,2.221297,0.211506,1.478825,0.823745,0.11481,1.135863,0,c-SC-m
2.332725,0.273059,0.243227,3.749163,0.684323,1.178082,0.235312,1.526636,0.818265,0.263623,0.283105,1.433181,0.700761,0.801522,0.601218,0.865527,0.159237,1.947251,0.231798,0.317484,1.024269,0.169143,0.303368,0.093363,0.308816,2.260277,0.214215,1.486627,0.868004,0.128529,1.17583,0,c-SC-m
2.205302,0.295314,0.252774,3.852035,0.67016,1.202836,0.226264,1.537916,0.822441,0.266338,0.29963,1.452528,0.738286,0.772195,0.598335,0.826708,0.154487,1.871221,0.214949,0.29731,0.922637,0.160676,0.263033,0.088312,0.309212,2.18567,0.197572,1.488217,0.832897,0.122828,1.126875,0,c-SC-m
3.83057,0.219314,0.174811,5.185282,0.740547,1.60224,0.179465,1.839296,0.920157,0.237929,0.312391,2.033595,0.623618,0.809773,0.524869,1.075914,0.148523,1.896199,0.234662,0.33082,1.444949,0.187151,0.174757,0.118571,0.249019,2.474076,0.158438,1.473972,0.743855,0.131171,0.955278,0,c-SC-m
3.655474,0.220584,0.172993,5.149197,0.749635,1.560584,0.175328,1.876496,0.94365,0.231533,0.312117,2.039124,0.649051,0.836496,0.515036,1.080805,0.145449,1.828381,0.242102,0.336044,1.315608,0.186738,0.18142,0.118966,0.265249,2.452925,0.157335,1.502242,0.74278,0.13398,0.971223,0,c-SC-m
3.470636,0.214208,0.165765,4.810555,0.72341,1.468742,0.168336,1.771042,0.865629,0.224493,0.297429,1.953721,0.579432,0.767388,0.488363,1.10635,0.147459,1.824624,0.223438,0.34932,1.288373,0.189181,0.183454,0.12128,0.265774,2.443501,0.159014,1.519071,0.746395,0.12578,0.919828,0,c-SC-m
3.220551,0.236136,0.195904,4.984052,0.740304,1.495832,0.191917,1.6834,0.888547,0.247372,0.329286,1.925879,0.663103,0.831461,0.552918,1.05081,0.14919,1.91199,0.251977,0.32197,1.430719,0.184576,0.183539,0.11199,0.269475,2.557356,0.180557,1.527803,0.756708,0.137654,1,0,c-SC-m
3.26553,0.22675,0.208079,4.897307,0.759246,1.481329,0.19228,1.67684,0.884381,0.240395,0.332496,1.887612,0.659964,0.821724,0.541293,1.017575,0.148242,1.854941,0.247071,0.325013,1.258151,0.179445,0.177662,0.117168,0.266556,2.520632,0.173586,1.54623,0.755858,0.134361,1.036933,0,c-SC-m
2.90566,0.216342,0.166453,4.419891,0.644068,1.307803,0.166134,1.551007,0.788775,0.217461,0.284138,1.615606,0.57803,0.729293,0.496642,1.06506,0.150467,1.931052,0.237947,0.302229,1.202177,0.178331,0.17846,0.115863,0.274235,2.55521,0.184163,1.587092,0.778771,0.126102,0.992224,0,c-SC-m
2.875,0.235098,0.232874,4.52758,0.710632,1.378781,0.212189,1.493772,0.837633,0.250445,0.331406,1.714858,0.605205,0.821397,0.588746,0.983824,0.16486,1.949578,0.245913,0.31165,1.250903,0.187919,0.199105,0.110996,0.290484,2.592497,0.212528,1.573395,0.776803,0.141456,1.084839,0,c-SC-m
2.633844,0.228427,0.182448,4.328784,0.644972,1.310099,0.184967,1.431241,0.802855,0.230527,0.34684,1.605501,0.554902,0.779551,0.549654,0.99155,0.157613,1.962062,0.245215,0.318676,1.19124,0.179341,0.193137,0.110019,0.291947,2.605622,0.203138,1.608381,0.786515,0.142611,1.11502,0,c-SC-m
2.640838,0.249339,0.17653,4.139109,0.638194,1.261338,0.174497,1.38194,0.776896,0.230832,0.306081,1.536709,0.53915,0.732764,0.535692,1.005131,0.153241,1.952625,0.238071,0.325295,1.134941,0.167436,0.192577,0.107577,0.29126,2.578074,0.200274,1.634,0.778348,0.145374,1.092526,0,c-SC-m
3.141964,0.300813,0.241401,4.652908,0.770482,1.556598,0.249531,1.500625,0.893684,0.286116,0.388368,1.724203,0.69137,0.881488,0.731082,0.851819,0.179934,2.006395,0.263727,0.258214,1.263947,0.174642,0.199559,0.109813,0.315325,2.510915,0.203308,1.712238,0.905182,0.129438,1.088864,0,c-SC-m
3.182336,0.327952,0.245964,4.654004,0.794872,1.50364,0.275404,1.519152,0.914846,0.299145,0.396961,1.751187,0.681861,0.891105,0.71415,0.897578,0.171295,1.988891,0.270829,0.280826,1.232837,0.157521,0.199956,0.099089,0.346367,2.573206,0.22084,1.740724,0.917574,0.119307,1.131749,0,c-SC-m
2.868256,0.292399,0.236066,4.46766,0.729061,1.384501,0.259314,1.433979,0.866766,0.282265,0.379434,1.665276,0.636364,0.887034,0.656334,0.918065,0.165636,1.981228,0.26568,0.286661,1.214885,0.164973,0.189929,0.109761,0.309187,2.53114,0.223498,1.730565,0.912323,0.134276,1.124779,0,c-SC-m
2.97957,0.321147,0.274194,4.501075,0.804301,1.488889,0.273835,1.444444,0.885305,0.305376,0.392473,1.664158,0.710036,0.912186,0.774194,0.810688,0.176279,1.989899,0.302379,0.245357,1.116325,0.155751,0.230694,0.105246,0.349951,2.464646,0.235256,1.715868,0.906484,0.128055,1.170414,0,c-SC-m
2.663711,0.285471,0.247613,4.316508,0.728854,1.35266,0.275239,1.361869,0.848909,0.30116,0.363915,1.570941,0.682128,0.893247,0.681105,0.840331,0.177851,1.930579,0.181157,0.266777,1.146446,0.168595,0.212231,0.094215,0.347438,2.553058,0.236694,1.732893,0.921322,0.129587,1.196364,0,c-SC-m
2.838618,0.308514,0.255789,4.506947,0.773067,1.41539,0.319558,1.468115,0.872462,0.369434,0.372284,1.660848,0.687923,0.916993,0.704667,0.866225,0.180132,1.961589,0.216225,0.291722,1.146358,0.15298,0.195033,0.090397,0.349669,2.528808,0.257616,1.709603,0.90298,0.131457,1.263245,0,c-SC-m
5.347735,0.234045,0.185039,6.94729,1.042834,1.948155,0.197136,2.650784,1.199235,0.287989,0.462289,2.717319,0.719664,1.007653,0.665844,0.997804,0.147175,1.877753,0.284727,0.41072,1.574104,0.189151,0.17391,0.148273,0.270584,2.443074,0.143752,1.373587,0.810849,0.125605,0.957378,0,c-SC-m
4.787251,0.205203,0.165672,6.253294,0.915081,1.764838,0.158464,2.523032,1.123212,0.25825,0.414236,2.506138,0.654466,0.88287,0.589143,1.034689,0.150077,1.821027,0.29223,0.45762,1.543711,0.194554,0.177841,0.149411,0.2628,2.503296,0.153539,1.362341,0.838671,0.12664,0.980758,0,c-SC-m
4.811414,0.216546,0.167184,6.306869,0.905074,1.806351,0.172822,2.575768,1.13002,0.259119,0.422621,2.518352,0.695777,0.909216,0.586124,1.061865,0.145399,1.81347,0.275615,0.491439,1.597846,0.185861,0.184524,0.148676,0.277755,2.523743,0.151418,1.358213,0.853398,0.125602,1.065877,0,c-SC-m
4.289785,0.22534,0.182084,6.027327,0.912904,1.692825,0.178869,2.219641,1.084174,0.255151,0.42686,2.293146,0.628233,0.887622,0.646208,1.008287,0.149506,1.836179,0.288716,0.364892,1.447681,0.189938,0.18299,0.149674,0.257576,2.477649,0.156789,1.381048,0.800435,0.127825,0.977482,0,c-SC-m
4.06629,0.206312,0.173512,5.773015,0.818357,1.570287,0.186191,2.115353,1.00317,0.241042,0.391262,2.186329,0.595369,0.819873,0.587927,1.023154,0.148133,1.728156,0.287646,0.394203,1.433412,0.190046,0.169258,0.145597,0.259845,2.503718,0.167061,1.402146,0.820264,0.124387,0.996028,0,c-SC-m
3.923343,0.210147,0.171334,5.799972,0.84433,1.591489,0.175076,2.163709,1.016634,0.249515,0.394649,2.200305,0.600499,0.813141,0.580122,1.058296,0.149879,1.727147,0.278976,0.416006,1.470162,0.190497,0.175492,0.148931,0.269662,2.583477,0.167213,1.396257,0.830717,0.126078,1.104691,0,c-SC-m
3.907713,0.222033,0.188149,5.74817,0.815937,1.59135,0.198536,2.038822,1.011749,0.25813,0.409161,2.057552,0.613996,0.848289,0.638345,0.910472,0.147451,1.809272,0.291928,0.320009,1.308006,0.175972,0.172448,0.149653,0.258121,2.409867,0.156481,1.386962,0.791543,0.123555,0.999229,0,c-SC-m
3.51668,0.211652,0.171588,5.306464,0.778292,1.461772,0.181963,1.934876,0.943496,0.229848,0.383081,1.928651,0.571109,0.790583,0.595052,0.913718,0.148231,1.757116,0.279161,0.358411,1.372809,0.181047,0.165309,0.147115,0.293001,2.459315,0.169885,1.415671,0.818172,0.121107,1.033374,0,c-SC-m
3.715214,0.213509,0.180062,5.516318,0.804676,1.521026,0.182822,2.028089,0.951128,0.239487,0.393083,1.962656,0.57347,0.783082,0.59133,0.967161,0.148794,1.675348,0.296456,0.353414,1.414223,0.177103,0.176197,0.151512,0.267354,2.499151,0.175178,1.35081,0.830597,0.122183,1.093761,0,c-SC-m
3.307847,0.218543,0.195866,5.148706,0.770821,1.407586,0.211118,1.753361,0.908288,0.2352,0.391331,1.73831,0.547863,0.809753,0.657235,0.840139,0.154306,1.826528,0.31875,0.298472,1.217917,0.182778,0.179167,0.169861,0.275694,2.413889,0.177778,1.415556,0.805972,0.122083,1.020139,0,c-SC-m
3.094745,0.212697,0.178174,4.782509,0.730725,1.337745,0.227081,1.659762,0.890679,0.243575,0.379363,1.676064,0.522056,0.737821,0.606252,0.895158,0.155228,1.807298,0.302596,0.339228,1.266386,0.183018,0.173333,0.149754,0.28407,2.459088,0.189614,1.421193,0.821333,0.123228,1.070175,0,c-SC-m
2.989876,0.202662,0.17604,4.794338,0.72141,1.302775,0.177915,1.665729,0.873453,0.226472,0.368391,1.652231,0.504874,0.717473,0.578365,0.909854,0.151856,1.702403,0.299588,0.352908,1.293616,0.171762,0.170482,0.150434,0.284374,2.43495,0.20873,1.365847,0.815584,0.128395,1.10991,0,c-SC-m
2.996372,0.240203,0.198355,4.693517,0.747702,1.301887,0.204644,1.554669,0.871311,0.253991,0.406386,1.606676,0.532172,0.858491,0.699565,0.767238,0.155234,1.745088,0.327974,0.302608,1.130225,0.178099,0.157378,0.154519,0.279743,2.312969,0.194355,1.372812,0.795999,0.125759,1.030547,0,c-SC-m
2.842652,0.220425,0.19085,4.547597,0.715111,1.252773,0.216959,1.489834,0.829945,0.253004,0.382394,1.562384,0.515481,0.77195,0.624538,0.812511,0.15558,1.758248,0.297638,0.31188,1.134848,0.180818,0.164053,0.175951,0.318911,2.357851,0.201731,1.378042,0.796106,0.129439,1.049937,0,c-SC-m
2.769663,0.236657,0.195225,4.558989,0.726358,1.299391,0.234316,1.555009,0.851592,0.252107,0.384129,1.582163,0.507725,0.787453,0.638109,0.843876,0.152102,1.653016,0.303656,0.323218,1.154845,0.168921,0.167642,0.160329,0.290494,2.371481,0.215356,1.36106,0.788848,0.126143,1.135283,0,c-SC-m
5.070989,0.214121,0.1653,5.534341,0.881215,1.844567,0.157996,2.195797,1.063045,0.239621,0.355074,2.375064,0.473347,0.885443,0.699897,1.06101,0.152109,1.74769,0.272045,0.213119,1.5115,0.217914,0.169898,0.157737,0.265791,2.214579,0.179348,1.553749,0.738726,0.125773,0.643388,0,c-SC-m
5.093994,0.226501,0.172502,5.72529,0.93442,1.882036,0.141395,2.299623,1.126986,0.241314,0.363453,2.495825,0.493267,0.959467,0.663345,0.93915,0.155941,1.674533,0.257895,0.246831,1.365871,0.213991,0.170226,0.15041,0.267768,2.171136,0.154961,1.400812,0.733282,0.1203,0.701772,0,c-SC-m
4.755864,0.206657,0.162757,5.709999,0.888481,1.80422,0.15686,2.25842,1.11545,0.239811,0.353427,2.44673,0.478181,0.903682,0.585638,0.946337,0.145821,1.668217,0.267459,0.304093,1.392029,0.200487,0.17437,0.144748,0.269176,2.217587,0.172224,1.352676,0.745778,0.129436,0.75279,0,c-SC-m
4.689081,0.218542,0.176931,5.263815,0.856858,1.772803,0.160286,1.989847,1.034621,0.241012,0.360353,2.171937,0.487017,0.853362,0.760652,1.045134,0.154937,1.680492,0.260012,0.197574,1.348765,0.220141,0.196057,0.162787,0.251093,2.165106,0.16127,1.463919,0.733744,0.125948,0.714388,0,c-SC-m
4.076428,0.206215,0.161017,4.904269,0.797866,1.61268,0.152072,1.886064,0.990584,0.221908,0.331607,2.053986,0.454331,0.798493,0.632925,0.943419,0.147367,1.641044,0.286091,0.236514,1.31329,0.211862,0.191667,0.143546,0.24743,2.195124,0.163559,1.360502,0.740471,0.137633,0.627581,0,c-SC-m
4.060078,0.20365,0.186208,5.082849,0.830749,1.66053,0.154877,1.932171,1.017926,0.227229,0.342054,2.126292,0.455103,0.810562,0.611596,0.908237,0.148956,1.58816,0.254128,0.262702,1.292894,0.201222,0.18453,0.133358,0.250661,2.219374,0.151692,1.264617,0.745599,0.120496,0.802244,0,c-SC-m
3.812549,0.225253,0.176734,4.522603,0.769486,1.523772,0.164653,1.69661,0.920499,0.216875,0.340803,1.791115,0.446025,0.801637,0.760327,1.000121,0.151662,1.603142,0.267311,0.191662,1.313474,0.20568,0.188157,0.143444,0.257885,2.128822,0.167976,1.505861,0.732931,0.128097,0.720483,0,c-SC-m
3.583416,0.202058,0.178508,4.557095,0.803879,1.509202,0.156343,1.682763,0.922422,0.227192,0.367109,1.833762,0.454977,0.812784,0.671482,0.8646,0.139231,1.536693,0.25428,0.21202,1.109661,0.19921,0.179576,0.129654,0.259787,2.082964,0.162696,1.345864,0.710523,0.121513,0.756734,0,c-SC-m
3.63435,0.215271,0.166116,4.445697,0.782203,1.449971,0.16495,1.651642,0.90849,0.229454,0.340198,1.804741,0.429765,0.819701,0.632019,0.812733,0.141413,1.495246,0.25009,0.242628,1.18823,0.191599,0.182332,0.11999,0.255025,2.151763,0.173426,1.272596,0.735829,0.11987,0.801179,0,c-SC-m
3.228887,0.229104,0.162408,3.898224,0.68861,1.366609,0.185795,1.438935,0.807492,0.214379,0.313123,1.55955,0.407319,0.777393,0.77003,0.947653,0.151042,1.527524,0.273736,0.154942,1.159442,0.187641,0.20714,0.143393,0.277786,2.042298,0.175491,1.500825,0.723864,0.121494,0.643318,0,c-SC-m
3.236705,0.20095,0.178773,4.146413,0.744965,1.391944,0.194388,1.499887,0.867843,0.216339,0.33107,1.637248,0.446029,0.810364,0.697669,0.818815,0.140444,1.467111,0.264889,0.204,1.006222,0.180296,0.194815,0.11837,0.267852,2.004741,0.190815,1.331407,0.70563,0.126667,0.752741,0,c-SC-m
3.084689,0.228883,0.17027,3.959438,0.751059,1.333185,0.17339,1.466013,0.833965,0.216849,0.330733,1.631157,0.41988,0.805215,0.634054,0.750037,0.144049,1.434977,0.258603,0.228363,1.039923,0.177119,0.199166,0.113064,0.276627,2.042306,0.193207,1.294503,0.718755,0.14241,0.778489,0,c-SC-m
2.613441,0.19328,0.180069,3.245836,0.644744,1.208501,0.170592,1.209362,0.724584,0.215393,0.317346,1.270534,0.396037,0.800402,0.851235,0.886337,0.149085,1.391787,0.252044,0.130206,0.99455,0.179058,0.194823,0.135267,0.289996,1.955236,0.204165,1.478786,0.71448,0.127482,0.690152,0,c-SC-m
2.396485,0.195222,0.170236,3.00961,0.613399,1.127403,0.171334,1.131796,0.726524,0.200988,0.321252,1.238605,0.397858,0.815486,0.709775,0.774377,0.148519,1.372964,0.246616,0.18403,0.945654,0.176378,0.210712,0.12164,0.305278,1.962527,0.224642,1.334118,0.73298,0.145772,0.775358,0,c-SC-m
2.692191,0.20914,0.175847,3.400121,0.693705,1.18977,0.177058,1.249092,0.784201,0.252119,0.358354,1.374092,0.430387,0.895581,0.738801,0.72016,0.144511,1.388623,0.238124,0.209182,0.957285,0.182236,0.197405,0.125549,0.291816,2.020559,0.229541,1.321557,0.732335,0.128942,0.806986,0,c-SC-m
3.650888,0.223011,0.161078,4.482446,0.840631,1.630243,0.147666,2.625641,1.284418,0.268639,0.429191,2.248652,0.633399,0.872584,0.595529,1.071523,0.120061,1.494966,0.237414,0.295535,0.867231,0.178113,0.164294,0.12138,0.259982,2.101312,0.156586,1.212624,0.857649,0.123394,1.026248,0,c-SC-m
3.711193,0.197743,0.160084,4.503084,0.832043,1.593754,0.144338,2.570004,1.237895,0.261908,0.424091,2.220706,0.673009,0.917334,0.588374,1.0668,0.120213,1.451108,0.24567,0.295563,0.884687,0.184873,0.160582,0.123801,0.266717,2.111587,0.170658,1.242426,0.870126,0.127389,0.991167,0,c-SC-m
3.606437,0.196401,0.157121,4.446908,0.799544,1.561075,0.142803,2.542701,1.199823,0.280284,0.419285,2.140269,0.620502,0.866447,0.580335,1.100419,0.118152,1.412537,0.233349,0.299127,0.973881,0.180768,0.167778,0.121795,0.269366,2.085229,0.153962,1.280913,0.864596,0.125988,0.995876,0,c-SC-m
3.186547,0.218013,0.168085,4.091026,0.780382,1.474073,0.154118,2.252689,1.182854,0.25012,0.422379,1.992615,0.568149,0.819554,0.599775,0.991063,0.115103,1.368602,0.233637,0.269929,0.756523,0.166561,0.166561,0.111402,0.233818,2.002708,0.14995,1.121513,0.832175,0.114652,0.991695,0,c-SC-m
3.318624,0.194998,0.161861,4.057512,0.774892,1.483033,0.166799,2.285009,1.176199,0.240879,0.413414,1.943604,0.619086,0.802453,0.588816,1.024232,0.115036,1.350968,0.233978,0.260075,0.782443,0.178235,0.165365,0.111663,0.23815,1.985354,0.158441,1.16137,0.83357,0.118942,0.987041,0,c-SC-m
3.183992,0.210098,0.156323,4.051118,0.728935,1.428169,0.149132,2.230733,1.16367,0.237455,0.405034,1.934032,0.566672,0.785993,0.587932,1.051512,0.121619,1.332384,0.240747,0.266904,0.844217,0.16895,0.171797,0.112456,0.244039,1.967616,0.151335,1.15258,0.846886,0.119128,0.983808,0,c-SC-m
3.008017,0.220844,0.166826,3.632945,0.718649,1.338614,0.173888,1.978813,1.06528,0.244131,0.396259,1.71025,0.521283,0.754724,0.588853,0.906422,0.116972,1.269381,0.227179,0.244151,0.705046,0.163417,0.155275,0.099312,0.233945,1.907225,0.152752,1.122018,0.788991,0.113991,0.961697,0,c-SC-m
2.894737,0.200151,0.166006,3.586493,0.704961,1.330692,0.149594,1.944916,1.073571,0.232032,0.391058,1.690436,0.520468,0.747595,0.579702,0.896439,0.117534,1.257606,0.229547,0.243746,0.707573,0.165314,0.157877,0.098715,0.247803,1.897115,0.160581,1.133311,0.796033,0.119337,0.941853,0,c-SC-m
3.08335,0.219279,0.172152,3.806037,0.736514,1.363973,0.161441,1.990068,1.104576,0.245375,0.413242,1.75073,0.552483,0.778189,0.613242,0.946156,0.119667,1.281428,0.226899,0.227013,0.788273,0.162446,0.16815,0.103012,0.238079,1.949464,0.169747,1.132329,0.806297,0.119781,0.974219,0,c-SC-m
2.783723,0.234694,0.183176,3.426332,0.714037,1.330762,0.163763,1.842957,1.039323,0.245645,0.41115,1.652315,0.552514,0.822051,0.667745,0.864954,0.119273,1.204747,0.22788,0.250714,0.714286,0.150819,0.17951,0.087277,0.251164,1.935256,0.181313,1.138351,0.805017,0.123179,0.952531,0,c-SC-m
2.681862,0.197375,0.183771,3.293317,0.688783,1.26253,0.159427,1.764916,1.020286,0.234606,0.40358,1.556086,0.542482,0.778759,0.625537,0.83304,0.119383,1.160059,0.23304,0.229369,0.694714,0.153598,0.178855,0.095301,0.264758,1.910132,0.182966,1.136417,0.805433,0.131571,0.939354,0,c-SC-m
2.529154,0.196359,0.194054,3.286472,0.684029,1.230698,0.161558,1.683568,0.968426,0.277022,0.391334,1.55174,0.509795,0.777138,0.613736,0.871895,0.119825,1.18019,0.233178,0.242511,0.727533,0.150835,0.179437,0.094686,0.261779,1.949722,0.198856,1.187415,0.823423,0.130363,0.970345,0,c-SC-m
2.633871,0.227419,0.197742,3.155484,0.742258,1.272258,0.186774,1.66129,0.990645,0.254839,0.429355,1.50871,0.543226,0.904194,0.733226,0.818101,0.125399,1.102196,0.219447,0.226355,0.714311,0.145236,0.168615,0.085547,0.267977,1.84768,0.173928,1.076691,0.787637,0.117428,0.890188,0,c-SC-m
2.545819,0.211663,0.183894,2.932428,0.696699,1.233878,0.177106,1.563406,0.959272,0.238815,0.410059,1.432583,0.527615,0.873496,0.690836,0.802529,0.121601,1.090941,0.207518,0.218257,0.684393,0.149662,0.156591,0.090074,0.262602,1.808072,0.195739,1.114499,0.801143,0.123852,0.889486,0,c-SC-m
