@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R5-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
-5.274834,-1.217502,-1.414036,1.444695,-8.580093,7.743119,-5.235706,9.416474,0.746689,1.148173,0.887385,5.359329,1.128242,-6.566662,-12.014904,0.878108,-12.080355,-6.34445,10.564263,-11.357159,-4.567066,8.85269,9.702109,-5.174673,-1.004512,12.378259,3.536209,-4.614665,1.537725,7.868433,-6.936432,-17.178237,c-SC-m
-5.283713,-1.047879,-1.574294,1.455761,-8.387563,7.469552,-5.149565,9.218598,0.514712,1.116395,1.008914,5.525656,1.019664,-6.465888,-12.200729,0.77746,-11.412628,-6.277773,10.618963,-11.30001,-5.111904,8.737221,9.821166,-5.147241,-0.726886,12.125428,3.69255,-4.500206,1.465545,7.984056,-6.744914,-17.446527,c-SC-m
-5.245719,-1.281175,-1.499712,1.304785,-8.708774,7.348019,-5.166429,9.124298,0.560008,1.025788,1.12711,5.542628,1.250246,-6.299296,-12.063472,0.797017,-11.53997,-6.158007,10.398731,-11.426159,-4.811538,8.694902,9.609049,-5.140169,-0.811395,12.095169,3.40014,-4.558756,1.585194,7.826105,-6.827329,-16.922907,c-SC-m
-4.932004,-1.363929,-1.236911,1.260069,-7.625868,6.722351,-4.938252,8.336296,0.520945,0.43775,1.189607,5.042876,1.194486,-5.76727,-10.912568,0.592746,-10.714806,-6.037004,9.895953,-10.172745,-4.552692,7.702144,9.218965,-4.376891,-1.054886,11.468187,2.796287,-4.539683,1.615487,7.644127,-5.987334,-15.644941,c-SC-m
-4.895098,-1.696345,-0.898527,0.962889,-7.667522,6.395182,-4.992387,8.230312,0.598644,0.343076,1.268564,4.835034,1.351181,-5.478485,-11.075996,0.799849,-10.808238,-5.938114,9.605457,-10.158083,-4.458363,7.535029,8.8809,-4.294244,-0.732583,11.312261,2.919089,-4.584344,1.558577,7.341301,-5.870239,-15.54681,c-SC-m
-4.788719,-1.534309,-1.170421,1.179438,-7.93092,6.942269,-4.894973,8.471729,0.541917,0.720279,1.2617,4.988968,1.434559,-5.763972,-11.270636,0.625982,-11.060016,-5.752,10.183958,-10.59885,-4.874921,7.87868,9.277476,-4.823043,-0.879766,11.67745,3.014893,-4.659866,1.607868,7.771208,-6.23412,-16.250932,c-SC-m
-4.530278,-2.271742,-0.787243,1.112533,-7.480175,6.460572,-5.198723,7.898107,1.112229,0.10593,1.635309,5.252319,1.446356,-5.104492,-10.479167,0.878716,-11.05748,-6.68224,9.621276,-9.656602,-4.503604,6.907005,8.615337,-4.227403,-1.341525,11.371061,1.999064,-4.883838,1.866112,7.968149,-5.454673,-14.787467,c-SC-m
-4.410221,-2.335151,-0.688643,0.823689,-7.153862,6.022524,-5.077623,7.623713,0.892491,-0.063712,1.661359,4.773312,1.345571,-4.710165,-10.116985,0.774991,-10.691049,-6.229423,9.284087,-9.180436,-4.613575,6.610045,8.483727,-3.843426,-0.849955,11.061897,2.460269,-4.792578,1.371535,7.326166,-5.002433,-14.563733,c-SC-m
-4.702587,-2.911532,-0.110571,0.660175,-7.166542,5.780248,-4.882485,7.545473,1.027527,-0.313448,1.438236,4.630692,1.712512,-4.419092,-10.006146,0.879296,-10.878372,-6.744292,8.923898,-9.261958,-4.146033,6.926889,8.247688,-4.007955,-0.909212,10.73672,2.083534,-4.80677,1.540337,7.14473,-5.117384,-13.947322,c-SC-m
-3.937476,-2.751981,-1.098408,1.179277,-6.868844,5.908789,-5.012529,7.136465,1.545337,-0.184541,1.892543,5.80573,1.23741,-3.861112,-9.7218,0.927541,-10.843729,-7.47408,9.588574,-9.061771,-4.87507,5.600863,8.355029,-3.921469,-2.772196,11.240643,0.42697,-5.039804,3.382868,9.160295,-4.823637,-13.104489,c-SC-m
-4.071689,-2.865877,-0.781515,0.906069,-6.621945,5.319332,-4.947135,6.871002,1.34532,-0.593688,1.84559,3.99401,1.545876,-3.48992,-9.438025,0.856872,-10.274808,-6.03624,9.228403,-8.739506,-4.637576,5.443181,8.101354,-3.285259,-0.807657,10.947216,1.64117,-5.078129,1.733352,7.348915,-4.454291,-13.796216,c-SC-m
-4.414797,-3.380069,-0.179186,0.534769,-6.682668,4.81317,-4.838247,6.809383,1.358501,-1.0563,1.638175,3.96013,1.751988,-3.219423,-9.513842,0.815628,-10.195166,-6.537877,8.498416,-8.468906,-4.260052,6.04047,7.744042,-3.151317,-0.453229,10.559167,1.6967,-5.048758,1.439793,6.848044,-4.463129,-12.947785,c-SC-m
-5.866229,0.729174,-1.517722,2.060789,-10.618112,10.161864,-4.798583,13.08409,-0.412982,3.056295,-1.059561,6.352537,0.902388,-10.48857,-15.14469,-0.565163,-12.965074,-6.567059,13.087682,-13.881859,-5.151161,13.12681,11.805929,-7.580194,-3.334643,15.29854,4.612744,-5.372156,1.202397,9.756164,-9.706311,-20.496431,c-SC-m
-5.884293,0.588326,-1.557003,2.061175,-10.481254,10.536055,-4.907402,13.006356,-0.255552,3.409218,-1.130444,6.512776,0.750123,-10.424717,-14.935148,-0.425459,-13.516786,-6.85504,12.91124,-13.937342,-5.097367,13.188663,11.511061,-7.82592,-3.076448,15.346471,4.90739,-5.045348,0.837071,9.449801,-9.464076,-20.713263,c-SC-m
-5.645647,1.406604,-2.638703,2.665209,-10.541862,11.543189,-5.533753,13.540953,0.563145,4.40324,-0.960142,6.621814,-0.106225,-11.263616,-15.950717,-0.291094,-13.91819,-6.156614,14.087393,-14.668868,-5.598556,13.001076,12.549493,-8.814784,-2.95678,15.85405,5.339641,-5.290355,0.854538,10.249255,-10.066993,-22.817294,c-SC-m
-5.601742,-0.355602,-0.740253,1.455683,-9.964317,9.3405,-4.615803,12.09189,-0.468068,2.18692,-0.482331,6.293272,1.391847,-9.20955,-14.391271,-0.685054,-12.478196,-6.526016,12.202527,-12.818868,-5.135661,12.363223,11.273442,-6.870126,-3.000371,14.654982,4.16305,-5.396145,1.24402,9.136582,-8.877012,-18.692933,c-SC-m
-5.623519,-0.202936,-1.219676,1.713852,-9.753327,9.734112,-4.912735,12.19198,-0.155581,2.562413,-0.371277,6.485079,0.911119,-9.418149,-14.590791,-0.828369,-12.691924,-6.539935,12.449275,-12.723455,-5.259258,12.103432,11.575559,-6.945529,-2.791569,14.714717,4.312065,-5.311963,0.994907,9.326351,-8.831907,-19.385821,c-SC-m
-5.616729,0.026764,-1.593681,1.771232,-9.868526,10.229771,-5.109522,12.508163,-0.023985,2.944388,-0.437726,6.416124,0.787208,-9.696005,-15.197701,-0.786706,-13.050975,-6.315745,13.031864,-13.406453,-5.375065,12.344458,12.105573,-7.488731,-2.65597,15.103374,4.454592,-5.414923,1.181584,9.623084,-9.224783,-20.540739,c-SC-m
-4.914845,-1.249004,-0.075914,0.999799,-9.878809,8.551111,-4.086935,11.516233,-0.722156,1.475305,-0.201358,5.571722,1.798525,-8.556118,-13.494574,-0.962246,-12.299101,-6.796115,11.316065,-12.348907,-4.978456,11.659376,10.759427,-6.493233,-3.345714,14.399973,3.406972,-5.683262,1.174055,8.935441,-8.407453,-17.099595,c-SC-m
-5.056114,-1.0435,-0.454838,1.126443,-9.616422,8.687411,-4.316047,11.817675,-0.612607,1.960266,-0.450688,5.59288,1.442435,-8.819596,-13.784386,-1.262523,-12.355552,-6.942382,12.006225,-12.418028,-5.308545,11.813969,11.241604,-6.605051,-3.430472,14.366435,3.47599,-5.741821,1.046368,9.22107,-8.571097,-18.134411,c-SC-m
-5.380701,-1.715248,0.047697,1.273478,-9.368891,8.035612,-4.334859,11.267605,-0.197267,1.523391,-0.137726,5.601402,1.459358,-8.387854,-13.433176,-0.600149,-12.418692,-7.555722,11.070578,-12.136664,-4.622754,11.470901,10.544833,-6.27314,-3.369494,13.789395,3.299342,-5.553022,1.423782,8.434339,-8.382669,-16.878693,c-SC-m
-4.814431,-1.818449,0.246175,1.039175,-8.944541,8.661813,-4.185385,11.159392,0.541385,1.372503,-0.095356,5.588533,1.909541,-8.167179,-13.801258,-0.529407,-12.481117,-7.413545,10.929708,-11.57714,-4.70102,11.010803,10.452743,-6.08797,-3.147032,14.001299,3.209405,-5.658761,1.045073,8.624607,-8.162068,-16.863924,c-SC-m
-4.77457,-1.059792,-0.587836,1.458465,-8.98279,9.069939,-4.623808,11.647319,0.242142,1.458804,0.115064,6.224334,1.101934,-8.341647,-14.212042,-0.501157,-12.542689,-6.714058,12.147285,-12.247191,-5.146586,11.164051,11.538164,-6.498161,-3.553112,14.614468,3.507313,-5.674704,1.478203,9.523198,-8.468258,-18.27621,c-SC-m
-4.952096,-1.91189,0.032531,1.086824,-8.9576,8.331525,-4.663962,11.351153,0.731102,1.14252,-0.145615,6.301741,1.443311,-7.849859,-13.787497,-0.321503,-12.41361,-8.015011,11.015391,-11.824235,-4.169057,10.852596,10.616261,-5.973526,-3.723894,14.126504,2.425462,-5.82752,2.014763,9.152411,-8.190551,-16.043988,c-SC-m
-4.912203,-2.448337,1.36788,0.576726,-9.153121,8.097549,-3.663565,11.301723,0.268603,0.586968,-0.126829,6.061217,2.505586,-8.2194,-13.876884,-0.543403,-12.440665,-8.459949,10.129485,-11.662075,-4.6926,11.271977,10.118107,-5.343496,-3.478448,13.733537,2.772826,-5.648824,1.253987,8.544368,-8.212299,-15.673066,c-SC-m
-4.514294,-2.345535,1.086735,0.266471,-8.940775,8.07061,-3.702347,11.140184,0.636288,1.353425,-0.563443,5.973533,2.30657,-8.236433,-13.520144,-0.318803,-12.276497,-7.689867,10.591484,-11.55241,-4.415862,10.682333,10.642725,-5.472815,-3.608258,13.345716,2.52907,-6.473155,1.631131,8.768992,-7.556687,-14.749861,c-SC-m
-4.301766,-1.459365,-0.285064,1.616488,-9.844715,10.392461,-4.912815,12.301517,1.251353,2.345467,0.352905,9.734041,1.305282,-9.830386,-15.18538,-0.651054,-13.873711,-10.886669,12.243787,-13.303437,-5.087801,11.142503,12.09604,-7.203305,-7.060125,15.050908,-0.127294,-6.358237,4.541512,13.107052,-8.966919,-15.88521,c-SC-m
-5.325481,0.842575,-2.389849,1.943125,-11.463717,8.690227,-5.088419,12.572028,-0.317693,1.719196,0.492824,6.197044,1.033551,-9.49627,-16.132668,-0.820052,-12.686664,-6.540409,13.355277,-14.249251,-6.40938,12.977952,12.414545,-7.907328,-1.857735,14.890155,5.310173,-6.114171,1.297386,10.235242,-9.555089,-20.501658,c-SC-m
-5.437278,0.884896,-2.58807,1.503101,-11.69386,8.700838,-5.210716,12.551931,-0.147188,2.385178,-0.185575,6.534198,0.845336,-9.370823,-16.425176,-0.650227,-12.41415,-5.842704,14.206127,-14.340664,-6.563132,12.802251,13.552904,-8.25687,-1.900534,14.624235,5.026316,-6.942718,1.545052,10.339922,-8.744342,-19.689631,c-SC-m
-4.890896,0.682173,-2.329653,2.323648,-11.725909,8.628668,-4.945407,12.430042,-0.524177,1.728933,0.807085,7.598483,0.705509,-9.157479,-16.202656,-0.600502,-12.34236,-7.160885,13.293977,-14.204918,-6.436237,12.534628,12.852697,-8.412335,-2.81301,14.358474,4.337028,-6.22878,2.300917,10.991917,-9.386077,-19.204946,c-SC-m
-5.275872,-0.466777,-1.031166,1.475657,-10.616775,8.481834,-5.045071,11.782284,-0.146275,1.23393,0.748726,6.192341,1.598711,-8.908188,-15.39293,-0.873929,-12.940032,-7.408111,12.043193,-12.920751,-6.094164,12.11321,11.520429,-7.063734,-1.651677,14.135662,4.63418,-5.960458,1.175191,9.332925,-8.682428,-18.877364,c-SC-m
-4.982539,-0.877741,-0.635117,1.381226,-10.607339,8.226781,-5.005015,11.724936,0.282016,1.766515,0.690188,6.527679,1.390296,-8.884598,-15.232143,-0.2841,-12.943917,-7.429289,12.152919,-12.83538,-5.733114,11.934854,11.550189,-7.221169,-1.730669,13.87689,4.589659,-6.137676,1.224627,8.914038,-8.57961,-18.026575,c-SC-m
-4.820796,-0.966997,-0.888121,1.510423,-10.248721,7.544585,-4.58124,11.303462,-0.095845,1.46465,0.911183,6.850923,1.262315,-8.196757,-14.604871,-0.572053,-11.946949,-7.839892,11.484347,-12.105743,-6.055196,11.468059,11.286066,-6.870536,-2.045753,13.274723,4.029273,-5.671474,1.48925,9.284109,-8.421001,-17.11981,c-SC-m
-4.867359,-1.264044,0.422482,1.083531,-9.705625,7.526902,-4.662431,10.636834,-0.16013,0.528256,0.856698,5.376918,2.122254,-8.110548,-13.817243,-0.608641,-12.637006,-7.19783,10.671447,-11.401824,-4.790629,11.143028,10.218289,-6.409987,-2.04276,12.99429,3.985085,-5.852672,1.261806,8.265842,-7.940959,-16.4665,c-SC-m
-4.81294,-0.667221,-0.251759,1.413102,-9.560505,7.832684,-4.742691,10.776354,-0.331672,0.887465,0.8883,5.70767,1.593497,-8.389065,-14.069821,-0.859981,-12.234374,-7.045233,11.499551,-11.874582,-5.412354,11.201445,10.872777,-6.516185,-1.962181,13.169927,3.967072,-5.476364,1.236315,8.73384,-8.15516,-17.516848,c-SC-m
-4.689001,-0.765125,-0.466246,1.476436,-9.707563,7.883947,-4.660748,10.942103,-0.346505,1.405594,0.881455,6.148008,1.380715,-8.471478,-14.176974,-0.676381,-12.302095,-7.434111,11.508052,-12.127444,-5.651623,11.153597,11.100738,-6.744833,-1.960349,13.14968,3.983542,-5.279708,1.30784,8.812259,-8.397862,-17.61867,c-SC-m
-4.564666,-2.395757,1.299592,0.237649,-8.870998,5.94982,-4.129838,9.88647,-0.673827,-0.70473,0.470754,5.137308,2.534662,-6.358319,-12.852479,-0.84128,-11.615573,-7.969069,9.164842,-9.597955,-4.556762,9.809208,9.812775,-3.459397,-1.268679,12.650989,2.762675,-5.324085,0.997625,7.278124,-7.381354,-13.507244,c-SC-m
-4.337405,-2.065131,0.977758,0.818657,-9.469421,7.080456,-4.564068,10.588751,0.066145,-0.131825,0.760372,5.55645,2.00718,-6.947157,-14.102084,-0.162553,-12.68581,-7.627882,9.988836,-10.55085,-4.577242,10.098248,10.487083,-4.601276,-1.732964,13.205131,3.021741,-5.580429,1.287288,7.810394,-8.068438,-15.268546,c-SC-m
-4.30203,-1.747885,0.94579,0.895498,-9.290998,7.025607,-4.483157,10.402747,-0.332853,-0.182418,0.739061,5.55118,1.915281,-7.179997,-13.857622,-0.139312,-12.322792,-7.615827,9.953566,-10.5506,-4.759719,10.107223,10.308432,-4.337958,-1.967643,12.993689,3.123641,-5.405769,1.3623,7.943852,-7.865747,-15.388922,c-SC-m
-3.975199,-2.475925,1.560865,0.033373,-8.846612,6.488302,-4.495003,9.710015,-0.221526,-1.410705,1.577793,4.978335,2.844471,-6.00215,-13.580645,-1.473738,-11.828289,-7.635717,9.310307,-8.805362,-4.430693,9.615946,9.495643,-3.834502,-1.312541,12.539093,2.53525,-6.771704,0.86027,7.865314,-7.294296,-14.309473,c-SC-m
-4.086175,-2.476571,0.994415,0.452344,-9.358016,7.952526,-4.873078,10.58282,0.435202,-1.020554,1.78016,5.543032,2.369847,-6.582294,-14.352133,-0.935761,-13.067797,-7.615566,10.111177,-10.043792,-5.127652,10.039441,9.883742,-4.803474,-1.902334,13.761088,3.062008,-6.391539,0.580821,8.598409,-7.765451,-16.13484,c-SC-m
-3.481301,-2.293764,1.551322,0.137488,-9.113333,7.322053,-4.439726,10.309724,-0.079951,-1.348486,1.72567,4.959294,2.591652,-6.218457,-13.80176,-1.287129,-12.339769,-7.581567,9.397687,-9.327314,-4.687091,9.784979,9.84794,-3.931411,-2.221525,12.882653,2.924388,-6.976112,0.779411,8.315607,-7.460662,-14.945253,c-SC-m
-0.621784,2.596226,-3.693578,2.577193,-17.145476,10.179008,-6.027414,13.491077,-5.807203,0.923779,3.616224,11.395102,-0.912763,-6.945588,-16.160136,1.650201,-9.881365,3.861897,13.96945,-11.582645,-5.343711,12.302864,11.083963,-9.31808,-0.208854,17.790424,5.905124,-6.435542,3.919059,11.308631,-10.622922,-19.543607,c-CS-s
-0.49856,2.85073,-4.268589,2.779079,-17.647507,10.535215,-6.128515,13.803274,-5.853483,1.184345,3.736567,11.990918,-0.965355,-7.050668,-16.372241,1.427988,-10.124053,3.567342,14.739446,-11.917486,-5.801515,12.601115,11.802447,-9.465091,-0.67962,18.259054,5.927965,-6.576259,4.395737,12.218112,-10.961084,-20.017458,c-CS-s
0.149358,3.501396,-5.011983,3.43271,-17.978779,11.19319,-6.03689,13.720054,-5.418222,1.934339,4.137571,12.072415,-1.68608,-7.386402,-16.453094,1.631233,-10.155579,4.344498,15.338027,-12.288842,-6.051576,12.187792,12.334027,-10.312291,-1.030683,18.214731,5.900287,-6.62141,4.827711,12.745519,-11.190966,-20.867121,c-CS-s
-0.761666,1.7217,-2.719153,1.734949,-15.428973,10.369691,-5.555773,13.159348,-6.452828,1.24338,2.080567,9.9513,-0.409744,-7.123255,-15.282946,0.666523,-10.019079,2.435128,12.914557,-11.693004,-5.759772,11.449628,11.227505,-8.319875,-0.901352,17.610767,5.18072,-5.846484,3.628459,11.202333,-10.43199,-19.363514,c-CS-s
-0.523143,1.874474,-2.811098,1.659972,-15.723886,10.157912,-5.321316,13.22922,-6.534179,1.319701,1.877183,9.996001,-0.423038,-6.972958,-15.316498,0.644086,-9.736684,2.37337,13.199353,-11.715983,-6.044729,11.536421,11.48649,-8.232495,-1.304917,17.629016,4.951582,-5.961388,4.020963,11.517947,-10.666334,-19.283814,c-CS-s
0.062246,3.188517,-3.819991,2.600782,-16.312498,10.852163,-5.483389,13.582242,-6.797901,1.713875,2.389307,10.592999,-1.103275,-7.66618,-16.16669,0.564662,-9.454727,3.254858,14.652428,-12.453993,-6.814496,11.439718,12.575713,-9.103174,-1.492392,18.101673,5.202668,-6.196311,4.487721,12.870831,-11.395995,-21.139152,c-CS-s
0.136761,0.575758,-0.423022,0.461829,-14.683523,9.248353,-4.408594,12.2772,-6.207772,0.719873,1.614933,8.462863,0.296699,-6.600932,-14.644917,1.065835,-9.302834,1.315082,10.711491,-10.365129,-5.102246,10.651603,9.857108,-6.734281,-1.29499,16.755662,3.915382,-5.521828,3.692175,10.408162,-10.991854,-16.613999,c-CS-s
0.574571,0.642227,-0.606583,0.594374,-14.99019,9.579041,-4.773648,12.293281,-5.863645,1.392422,2.272638,8.916182,0.063376,-6.896576,-14.8565,1.458376,-9.650566,1.939178,11.345182,-10.291832,-5.43083,10.408986,10.06604,-7.175803,-1.520606,17.128245,3.672954,-5.530767,4.20783,10.911958,-11.52588,-17.154384,c-CS-s
1.590229,1.778111,-1.358863,1.426037,-16.075203,10.05628,-4.594126,12.554883,-6.429151,1.632785,2.789598,9.513658,-0.502416,-7.137215,-15.624531,1.462873,-9.207302,2.618369,12.816504,-11.08994,-6.450978,10.245035,11.371516,-8.068814,-2.162867,17.567124,3.879917,-5.884812,4.838532,12.355827,-12.310693,-18.641212,c-CS-s
-0.520441,-0.729961,0.495841,0.636271,-13.086066,8.373437,-4.683883,12.555882,-6.220522,-0.062621,1.477069,8.955759,0.544671,-6.387067,-13.974636,1.046824,-10.039429,-0.764118,9.956568,-9.370501,-5.176773,10.112721,9.046342,-4.874318,-1.848762,17.228216,3.701742,-5.973916,3.727547,9.796919,-10.220127,-15.954116,c-CS-s
0.156356,-0.431062,0.600608,0.563926,-13.88895,8.577706,-4.70872,12.569399,-6.138359,0.157766,1.6599,8.906359,0.576316,-6.481436,-14.174815,1.074523,-9.816867,-0.556861,10.45535,-9.597198,-5.643758,10.183383,9.492925,-5.178752,-2.081781,17.295516,3.508011,-6.135818,3.766294,10.30278,-10.647526,-16.229529,c-CS-s
0.694864,0.167796,-0.079127,0.968753,-14.258495,8.820102,-4.571675,12.579887,-6.271884,0.346672,2.0368,9.215475,0.111321,-6.427912,-14.275745,1.001997,-9.334566,0.171244,11.375673,-9.837926,-6.329255,9.813386,10.326804,-5.593637,-2.302907,17.411177,3.516972,-6.274548,4.275275,11.140482,-11.062841,-17.158832,c-CS-s
0.269197,-1.36837,2.03944,0.200928,-12.907449,7.993771,-4.014539,12.458434,-5.584442,-0.337629,1.11396,7.95708,0.965307,-6.866449,-13.401133,1.752297,-10.036174,-1.72205,9.036218,-8.944688,-4.504307,10.052073,8.317268,-4.25299,-2.645569,16.772335,3.027031,-5.826719,3.620291,9.276074,-10.821097,-14.622302,c-CS-s
0.560592,-0.954379,1.877252,0.253021,-13.306932,8.11285,-4.201533,12.658742,-5.682706,-0.233936,1.34716,8.255359,0.545625,-6.950256,-13.845469,1.557195,-9.856041,-1.819618,9.502214,-9.005379,-5.092882,9.863421,8.938279,-4.045757,-3.105349,17.274533,2.855859,-6.10369,3.797799,9.797849,-11.285581,-15.099011,c-CS-s
1.102049,-1.224709,1.649614,0.55096,-13.444544,7.947817,-3.88526,12.319764,-5.694153,-0.201044,1.639781,8.207025,0.555683,-6.521719,-13.204516,1.659299,-9.703326,-1.834171,9.607384,-9.274754,-5.500605,9.300273,9.179227,-4.585483,-2.870935,17.200667,2.994804,-6.30303,4.062368,10.028247,-11.151906,-15.107936,c-CS-s
-2.779507,2.405507,-3.793678,2.890261,-17.37898,9.526723,-5.903832,12.962005,-6.400485,-2.063813,3.17579,10.723662,0.622998,-5.951198,-16.338922,1.456497,-9.523383,1.742473,14.043943,-13.71247,-4.899123,13.327329,11.019995,-8.129661,0.820036,16.845166,6.046903,-4.195541,4.050841,11.523679,-10.040809,-19.508211,c-CS-s
-2.753581,1.998551,-3.090464,3.234132,-18.251619,9.521071,-5.999509,13.126473,-6.61606,-2.759112,3.654024,11.178621,0.910004,-5.95684,-17.255156,2.003508,-9.679554,1.254689,14.420541,-13.970523,-5.164414,14.021502,11.234821,-8.291197,0.688107,16.94162,6.240404,-4.562618,4.152096,11.836468,-10.596228,-19.564977,c-CS-s
-1.729811,3.036476,-3.518559,4.193158,-18.743159,10.254132,-6.06825,13.307618,-6.318774,-2.263368,4.145354,11.89431,-0.152528,-6.34581,-17.837776,3.012653,-9.499559,1.82801,15.084611,-14.236819,-5.207005,13.534716,11.585903,-8.901913,0.405891,17.228346,6.621705,-4.141285,4.399361,12.391395,-11.191276,-20.582263,c-CS-s
-2.757565,0.218384,-1.373527,1.214855,-15.40071,8.03701,-5.182876,12.482892,-6.616162,-2.548001,1.698792,9.029368,1.271845,-4.740973,-15.143473,1.014492,-8.83449,0.261931,12.008552,-11.738342,-4.976596,12.405234,10.2572,-5.946536,0.213794,16.474774,4.878034,-3.764096,3.732098,10.585283,-10.194848,-16.657174,c-CS-s
-2.13905,0.504647,-1.279521,1.548959,-16.091786,8.232696,-4.996683,12.344815,-7.115538,-2.781487,1.969264,9.407646,1.268329,-4.641399,-15.492443,1.279395,-8.505462,0.634464,12.582145,-11.729708,-5.428616,12.479407,10.599779,-5.924902,-0.092071,16.539268,4.773451,-3.768295,3.900951,11.101193,-10.395606,-16.839381,c-CS-s
-1.225144,1.434382,-1.920966,2.116589,-16.635884,8.44941,-4.789571,12.161603,-7.26225,-2.378291,2.591143,9.892154,0.438256,-4.471066,-15.724581,1.702526,-7.738839,1.544345,13.261949,-11.847378,-6.005614,12.1567,11.09138,-6.632676,-0.241711,16.635103,4.980152,-3.57705,4.147526,11.798032,-10.902335,-17.511238,c-CS-s
-2.333866,0.030449,-0.079278,1.095023,-13.497801,7.246506,-4.67736,11.981564,-6.77324,-3.062141,1.09432,8.315818,1.088473,-4.7755,-14.257019,1.156355,-8.004032,-0.581865,11.022957,-9.966388,-4.837336,11.353254,9.71429,-3.899944,-0.087318,15.775545,4.487364,-3.364704,3.382674,9.895262,-9.993682,-15.914802,c-CS-s
-1.704031,0.418619,-0.52318,1.486195,-14.311517,7.533177,-4.898693,11.83576,-6.502664,-2.788574,1.607395,8.91852,0.850953,-4.515285,-14.973273,1.809881,-7.734695,0.006784,11.426677,-10.271704,-4.944364,11.165853,9.85119,-4.39366,0.059879,15.870298,4.617175,-3.189076,3.656638,10.173232,-10.290852,-16.225743,c-CS-s
-0.729578,1.05727,-0.830988,2.045339,-14.994061,7.586015,-4.485528,11.77737,-6.851278,-2.598085,1.800162,8.915671,0.321848,-4.323192,-14.744032,1.9519,-7.100648,0.597199,12.11653,-10.547228,-5.51905,11.025924,10.44299,-5.132676,-0.78571,15.903412,4.592732,-3.294274,3.892931,10.932913,-10.711496,-16.472347,c-CS-s
-1.111043,-1.96408,1.634214,0.95197,-12.871174,6.414574,-3.915524,10.948369,-6.438577,-3.273796,1.251098,9.144948,1.035675,-3.419718,-13.349934,2.445001,-8.18715,-1.15462,8.647541,-8.044295,-3.39942,9.927497,7.97059,-3.173862,0.197234,14.735701,3.802468,-2.954915,3.062167,7.801593,-8.860247,-12.222889,c-CS-s
-1.38676,-1.942904,1.722208,0.675278,-12.37348,5.964963,-3.853453,10.726982,-6.93276,-3.603232,1.001212,9.025476,1.164872,-2.938639,-12.845452,1.938466,-7.375502,-1.298441,8.448163,-7.663284,-3.713382,9.709189,8.100495,-2.653254,0.245445,14.359039,3.544032,-2.927509,2.914115,7.751925,-8.46791,-11.816802,c-CS-s
-1.266694,-1.207366,0.801401,1.311277,-12.550388,6.819032,-4.218819,10.828125,-6.464336,-3.016817,1.051769,9.001737,0.790023,-3.700767,-12.938385,2.139336,-7.737963,-0.922049,9.383993,-8.130212,-3.89474,9.395917,8.48005,-3.130763,-0.132225,14.707155,3.687747,-2.865735,3.164083,8.285076,-8.658337,-13.309614,c-CS-s
-1.446711,-1.924038,2.152281,0.383045,-12.4538,5.961263,-4.478366,10.819536,-5.717692,-4.335649,0.950018,7.742082,1.692191,-3.307677,-13.521579,2.291505,-8.394071,-2.15295,8.205956,-7.810808,-3.288434,9.985722,8.236085,-1.646242,-0.200081,14.646672,3.329397,-3.624632,2.994044,7.84609,-8.896523,-12.261676,c-CS-s
-1.078669,-1.59442,1.819147,0.658773,-12.677419,6.192147,-4.711415,10.699439,-5.873495,-4.103083,1.363197,7.892957,1.349583,-3.319759,-13.770211,2.544123,-8.008835,-1.185083,8.634294,-7.900616,-3.473822,9.7051,8.268334,-1.962093,-0.072178,14.567209,3.458034,-3.374731,3.023296,8.012604,-8.908758,-12.767766,c-CS-s
-1.142199,-1.269753,1.522234,0.483429,-12.175056,6.336917,-4.734284,10.623518,-5.599582,-3.919314,0.970745,7.822468,1.161231,-3.191113,-13.624021,2.525995,-7.825513,-1.114507,8.812373,-7.827681,-3.626092,9.295456,8.310627,-1.991332,-0.157656,14.384623,3.279335,-3.322985,2.938228,8.2464,-8.662353,-13.178272,c-CS-s
-1.345209,1.133974,-0.532403,1.847624,-13.183564,5.199265,-3.923944,11.95784,-7.783966,-4.182329,-0.957587,7.62597,0.796149,-1.643694,-15.509943,1.502724,-4.991673,1.339002,12.05033,-9.425088,-6.970337,9.843955,11.430766,-2.873427,-0.835077,16.35957,5.100001,-2.97544,3.538966,10.070601,-9.674056,-15.19665,c-CS-s
