@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute 0.196NR1_N+0.196BDNF_N+0.195MEK_N+0.193TRKA_N+0.193pNR2B_N... numeric
@attribute 0.211SNCA_N+0.203P38_N+0.202Behavior=S/C-0.202CaNA_N-0.191ITSN1_N... numeric
@attribute '0.24 PSD95_N+0.232pCASP9_N+0.228P70S6_N+0.227nNOS_N+0.204ARC_N...' numeric
@attribute 0.258pPKCG_N+0.237S6_N+0.229P3525_N+0.221H3AcK18_N+0.217pGSK3B_N... numeric
@attribute -0.329GFAP_N+0.235pPKCG_N+0.226pRSK_N+0.222pP70S6_N-0.22BCL2_N... numeric
@attribute 0.299AcetylH3K9_N+0.225pP70S6_N+0.222TIAM1_N-0.21BRAF_N+0.205Tau_N... numeric
@attribute -0.35Tau_N-0.265AcetylH3K9_N+0.259pPKCAB_N+0.232PKCA_N-0.223SOD1_N... numeric
@attribute 0.267pP70S6_N+0.265DYRK1A_N+0.264pGSK3B_Tyr216_N+0.246BRAF_N+0.236ITSN1_N... numeric
@attribute -0.343SHH_N+0.302GluR4_N-0.289P3525_N+0.256GluR3_N-0.241Treatment=Saline... numeric
@attribute 0.386Genotype=Ts65Dn-0.383Treatment=Saline+0.273APP_N-0.245SOD1_N+0.209pNUMB_N... numeric
@attribute 0.408Genotype=Ts65Dn+0.345APP_N-0.267AcetylH3K9_N+0.256Treatment=Saline+0.218GluR4_N... numeric
@attribute 0.339BAX_N+0.299Treatment=Saline-0.294GluR3_N+0.275Ubiquitin_N+0.226RRP1_N... numeric
@attribute 0.294pRSK_N-0.275BCL2_N+0.249pCASP9_N-0.243Genotype=Ts65Dn-0.232PSD95_N... numeric
@attribute -0.309BAD_N+0.297pCREB_N-0.282EGR1_N-0.257AKT_N+0.232CREB_N... numeric
@attribute 0.306BAX_N-0.303pCAMKII_N-0.281S6_N-0.257pNR2A_N+0.248pGSK3B_Tyr216_N... numeric
@attribute '-0.41RRP1_N+0.36 Treatment=Saline-0.307pCFOS_N+0.255GluR4_N-0.243SHH_N...' numeric
@attribute '0.307pCFOS_N-0.286nNOS_N+0.27 pCASP9_N-0.251GluR4_N+0.248SYP_N...' numeric
@attribute 0.322nNOS_N-0.279GFAP_N-0.263ADARB1_N-0.223pRSK_N+0.218SYP_N... numeric
@attribute '-0.385GluR4_N-0.379H3AcK18_N-0.227SOD1_N+0.21 BCL2_N-0.207ADARB1_N...' numeric
@attribute -0.322DSCR1_N-0.254H3MeK4_N-0.236Treatment=Saline-0.236pMTOR_N-0.225CDK5_N... numeric
@attribute 0.477RRP1_N-0.343SHH_N-0.295H3AcK18_N-0.279BAX_N-0.227BCL2_N... numeric
@attribute 0.376CDK5_N-0.287pGSK3B_Tyr216_N-0.257pGSK3B_N-0.252DSCR1_N-0.219S6_N... numeric
@attribute 0.355RRP1_N-0.323pCFOS_N-0.288CDK5_N+0.226BAD_N+0.212pCASP9_N... numeric
@attribute -0.385GFAP_N+0.339RRP1_N-0.297P3525_N+0.209CDK5_N+0.204pCAMKII_N... numeric
@attribute -0.372CDK5_N+0.362GluR4_N-0.29SOD1_N-0.277EGR1_N+0.254SYP_N... numeric
@attribute '0.39 BCL2_N+0.25 Treatment=Saline-0.241EGR1_N+0.229P3525_N-0.214BAD_N...' numeric
@attribute '0.344SYP_N+0.285GFAP_N+0.245SOD1_N+0.24 pMTOR_N-0.231pCASP9_N...' numeric
@attribute 0.348SYP_N-0.336BCL2_N+0.272H3MeK4_N-0.256EGR1_N+0.229Treatment=Saline... numeric
@attribute 0.322CDK5_N-0.316CREB_N+0.238pELK_N-0.237nNOS_N-0.212pBRAF_N... numeric
@attribute -0.332BAX_N+0.292BAD_N+0.292ADARB1_N+0.269pCFOS_N-0.245P3525_N... numeric
@attribute '0.334pELK_N+0.282pP70S6_N-0.262GluR4_N+0.26 GluR3_N+0.253BCL2_N...' numeric
@attribute '0.295SYP_N-0.266BAD_N+0.248nNOS_N+0.22 EGR1_N-0.214pCREB_N...' numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
-5.144367,2.866783,2.643709,-0.489292,1.059995,-0.921161,0.202114,-1.036219,2.183558,0.104649,-2.380533,2.296988,-0.055097,0.854815,-0.412777,0.921075,0.335956,0.405542,-0.366444,0.531077,0.315152,-0.085108,-0.150732,-0.665119,0.609472,-0.641289,0.505829,-0.127641,-0.444654,-0.03236,0.446284,-0.022158,c-SC-m,cluster5
-1.185152,5.259354,1.508419,0.650818,0.501912,-1.86718,0.362655,-0.59831,1.367013,0.762741,-2.091898,1.754311,0.877564,1.899074,0.032102,0.954968,-0.13437,0.207459,0.016028,0.178999,-0.516341,0.693342,-0.43932,-0.66933,0.170578,-0.693239,-0.29021,-0.34407,-0.968215,-0.138893,1.01074,-0.092974,c-SC-m,cluster5
-3.398207,4.394485,2.72624,0.728697,0.170518,-1.556129,0.213242,-0.815879,1.109671,1.11498,-2.129491,2.039539,0.407846,1.497377,-0.122283,0.633948,-0.576187,0.137733,0.018634,0.399233,0.058641,0.184404,0.476327,-0.552135,0.198673,-0.633225,0.183102,0.01017,-0.490451,-0.092958,0.715827,0.161253,c-SC-m,cluster5
-4.241699,4.490358,2.56697,0.761516,0.255941,-1.690785,0.047024,-1.328768,1.31724,0.941083,-2.539433,2.119662,0.445113,1.596717,-0.240419,1.140458,-0.237464,-0.019312,0.08469,0.693381,0.293293,0.188122,0.512239,-0.858646,0.552249,-0.42971,0.317135,0.044078,0.010369,0.073937,0.726275,0.302614,c-SC-m,cluster5
2.978002,7.277278,-2.186895,2.403743,-0.326586,-1.652822,1.134209,-0.018706,0.474514,0.70787,-0.729901,1.852753,2.371137,3.502093,-0.169016,-1.089445,0.622553,0.104871,-1.405163,-0.434773,-0.52457,-0.135476,-1.21528,-0.388497,-0.303308,0.08292,-0.448059,-0.09469,-0.176649,0.886786,0.065629,-0.00823,c-SC-m,cluster10
3.025026,8.214992,-2.32538,3.153299,-0.766571,-2.461252,1.327242,0.304496,-0.264112,1.052104,-0.711042,1.44199,2.610207,4.0177,-0.538346,-0.867235,1.788238,0.163217,-1.449429,-0.161217,0.151418,0.448722,-1.914597,-0.47733,-0.005046,1.087814,-0.703335,-0.134315,0.13582,0.035429,-0.357205,-0.250525,c-SC-m,cluster10
0.593072,7.562516,-0.547489,2.547122,-0.656523,-3.118947,1.250301,0.780763,-0.386661,1.029566,-0.649726,1.903771,2.177367,3.418135,-0.507543,-1.307445,1.449325,-0.544645,-1.394492,-0.299173,-0.430814,0.397087,-1.448996,1.014276,0.044068,0.402569,-0.810877,-0.357596,-0.071461,0.803166,-0.071429,-0.297566,c-SC-m,cluster5
3.738146,9.016933,-2.72953,4.480885,-2.527931,-2.527816,1.680904,-0.310504,-0.051584,0.75397,-1.168326,1.554212,2.985428,5.270077,-0.151855,-0.591218,2.129038,0.199161,-1.574318,-0.244397,0.035536,0.727631,-1.463957,-0.19435,-0.12687,1.106173,0.21634,0.093551,0.30738,0.429716,-0.261204,0.984492,c-SC-m,cluster10
1.361091,9.298988,-0.510635,4.169615,-2.48334,-3.224838,1.216846,0.723278,-0.488734,0.869463,-1.50511,1.635299,3.598031,5.566239,-0.329148,-1.814782,2.913325,0.166333,-1.36878,0.432835,-0.449608,-0.412375,-0.580626,-0.20131,0.405379,1.036837,-0.831319,0.079125,-0.99143,-0.549626,0.326645,0.490708,c-SC-m,cluster10
3.175983,9.781503,-1.35118,4.356733,-1.963643,-4.143638,1.19103,0.55228,-1.057182,0.842775,-0.797829,1.238897,3.874117,5.520977,-0.741296,-1.557296,2.510301,0.330019,-1.339364,0.448932,-0.193822,0.441398,-1.004346,0.751956,0.016888,0.870771,-0.910434,-0.466659,-1.102134,-0.653723,0.133735,-0.028142,c-SC-m,cluster4
4.775279,1.689596,1.078319,-2.981527,1.347922,1.429409,0.87685,0.848476,2.753649,-0.229111,-0.435032,0.458928,-0.383312,-0.273761,-1.431299,-0.122187,0.716639,-0.125476,-0.086898,0.092424,0.389345,-0.267689,-0.475137,-0.513437,-0.631404,0.276626,0.238371,-0.215905,-0.744125,0.58171,-0.35758,-0.362022,c-SC-m,cluster5
1.302935,1.210717,3.277963,-2.334256,0.510692,1.033414,0.831357,0.805493,2.784416,-0.243962,-0.767962,0.735465,-0.493721,-0.598293,-0.879486,-0.07432,0.973161,-0.056709,-0.032121,0.408636,0.41951,-0.48271,-0.598411,-0.319982,-0.777594,0.016211,0.335397,-0.149215,-0.608831,0.181859,-0.386997,0.18597,c-SC-m,cluster5
1.944973,1.14793,3.133724,-2.292535,1.178007,0.925612,0.670234,0.726383,2.451562,0.189866,-0.796792,0.555446,0.000578,-0.26608,-1.133421,-0.087322,0.72931,0.046765,-0.526499,0.243237,0.807999,-0.450917,-0.058372,-0.318522,-0.533633,0.476203,0.360218,-0.273846,-0.974533,0.564105,-0.25424,-0.221134,c-SC-m,cluster5
1.522283,2.509427,1.24815,-2.219074,-0.029088,0.797967,1.064239,0.970432,3.226546,-0.355404,-0.454315,0.780966,-0.682393,-0.205808,-0.83001,-0.413208,0.384184,0.087328,0.360252,-0.173463,0.215701,0.109825,-0.40976,-0.027618,-0.214832,0.378533,0.060215,-0.311457,-0.528176,0.700824,0.282778,-0.034182,c-SC-m,cluster5
-0.588712,1.993847,2.29555,-1.980979,0.503548,0.289322,1.026192,0.537316,3.044161,-0.030078,-0.939306,0.803207,-0.406967,-0.101754,-0.296694,0.267025,0.383215,-0.006649,0.059564,0.298764,0.533677,0.138583,-0.566192,-0.186055,-0.456944,0.182639,0.106849,0.019935,-0.906376,0.338065,0.039789,-0.207557,c-SC-m,cluster5
-0.323107,2.270456,2.936862,-1.814694,-0.045875,0.232024,1.203965,0.852671,2.761205,-0.040239,-0.836972,0.341651,-0.451184,-0.314203,-0.392301,0.007686,0.655215,-0.036974,-0.051566,0.075588,0.938866,-0.46962,-0.459197,-0.098365,-0.519181,0.319711,-0.138852,-0.124485,-1.123689,0.34033,0.030222,-0.316563,c-SC-m,cluster5
0.09662,3.227925,-0.230277,-1.969109,-0.072991,0.447604,1.434609,1.082412,3.101908,-0.685503,-0.256424,0.31999,-1.256287,-0.531783,-0.868286,0.024074,0.316189,0.489634,0.239942,0.28663,0.189296,0.355115,-0.239456,0.320639,-0.541153,0.308722,-0.193581,-0.270954,-0.66923,0.674195,0.463744,-0.488904,c-SC-m,cluster5
-2.268729,2.970642,1.538137,-1.527911,-0.393923,0.12408,1.53758,0.907104,2.642786,-0.408695,-0.622477,0.460733,-1.06368,-0.316626,-0.551693,0.417868,0.614244,0.393026,-0.147138,0.54208,0.807943,0.168616,-0.498403,-0.366604,-0.412491,0.299113,-0.072831,-0.101249,-0.954437,0.038219,-0.064766,-0.405071,c-SC-m,cluster5
-1.440568,3.007957,1.651872,-1.576274,-0.475076,-0.080553,1.344616,0.71116,2.819344,-0.289709,-0.860957,0.057963,-1.232581,-0.227862,-0.327192,0.515307,0.528735,0.392528,-0.34042,-0.057118,0.972431,-0.161035,-0.336114,0.205523,-0.56429,0.738056,0.26664,-0.103764,-1.057068,0.432725,0.267428,-0.169642,c-SC-m,cluster5
-1.656,4.331022,-0.569711,-0.764919,-1.520715,0.054622,2.045085,1.16495,3.469286,-0.91535,0.004878,0.362169,-1.423677,-0.45249,-0.431667,0.443853,-0.05684,0.011987,-0.623547,0.042219,0.297334,0.477207,-1.043722,0.410611,-0.761842,0.310362,-0.495252,-0.490777,-0.584433,0.202517,0.491926,-0.156474,c-SC-m,cluster5
-2.981676,4.695305,0.498401,-0.068893,-2.447343,-0.60644,2.090724,1.061832,3.068785,-0.795721,-0.174751,0.54303,-1.726875,-0.55012,-0.423121,0.259604,0.526612,0.794389,0.661495,0.670564,0.559435,0.472736,-0.796619,0.228798,-0.722224,0.506325,-0.520729,-0.612501,-1.333899,0.357087,0.441453,-0.335374,c-SC-m,cluster5
-4.1031,4.270702,1.498887,-0.45252,-2.311813,-0.619586,1.843744,1.201605,2.711976,-0.489574,-0.1822,0.58186,-1.277537,-0.416563,-0.719911,0.033818,0.270514,0.408337,0.355853,0.658555,0.584101,0.810052,-0.430237,0.081555,-0.286671,0.682539,-0.231916,-0.437482,-0.554205,0.561795,0.501425,-0.240922,c-SC-m,cluster5
-1.711729,6.266561,-2.080369,-0.060606,-3.429018,-0.101872,2.466881,1.576269,2.796686,-1.16658,0.707487,0.376468,-1.320377,-0.657988,-0.513608,-0.131905,0.644129,0.060528,0.094637,-0.045663,-0.031193,0.710804,-1.021694,0.490933,-0.749809,-0.068717,0.174552,-0.391283,-0.353518,0.48013,0.429346,-0.246186,c-SC-m,cluster4
-2.909998,6.217225,0.154866,0.462932,-3.311333,-0.489666,2.31355,1.700716,3.225431,-1.030014,0.193036,-0.262065,-1.772054,-0.778415,-0.32456,0.841329,0.201922,0.884208,0.328413,1.046998,0.053849,1.151616,-0.100844,-0.179992,-0.479127,0.481135,-0.542683,-0.297135,-1.195532,-0.301579,0.010188,-0.4617,c-SC-m,cluster4
-2.873053,6.436684,-0.590452,0.56503,-3.141285,-1.045328,2.218697,1.580429,3.089614,-1.298129,0.217442,-0.436888,-1.83467,-0.871233,-0.686871,0.654946,0.558741,0.777198,0.689027,0.66105,0.736792,0.639567,-0.362924,0.056808,-0.947824,0.315708,-0.696796,-0.863889,-1.303839,0.357112,0.194535,-0.059702,c-SC-m,cluster4
0.775566,2.291003,-0.009211,-4.038701,-1.266832,2.882853,0.527362,0.822265,2.989985,-0.738237,-0.991177,3.305244,-0.95578,-0.068297,-1.235834,-1.809469,-0.678159,0.185166,-1.79875,0.047342,-0.463385,-0.219217,-1.118225,-0.38424,0.593098,-0.280049,-0.010152,-0.017357,0.111512,0.015569,0.253437,-0.003189,c-SC-m,cluster5
1.366148,1.694742,-0.166808,-4.470839,-0.151151,2.902354,0.708668,0.885506,3.007123,-1.080681,-1.03278,1.852858,-0.577832,-0.120136,-0.86579,-1.529464,-0.454643,-0.049653,-0.874751,-0.139687,-0.056651,-0.531049,-0.856381,-0.817898,0.534802,-0.07668,0.350703,0.190637,0.163387,-0.126398,-0.293524,-0.339655,c-SC-m,cluster5
0.588682,1.684444,1.391678,-4.221115,0.133499,2.259473,0.693812,0.879381,2.264896,-0.534767,-1.388404,1.458727,-0.565989,-0.070092,-0.778052,-0.714795,-0.785172,0.254009,-0.398063,0.660877,0.01437,0.215606,-0.731668,-0.411583,0.043777,-0.026908,0.371886,0.315125,-0.089743,-0.173238,-0.131926,0.017609,c-SC-m,cluster5
0.957203,3.033981,-1.170591,-3.61004,-1.806827,3.006403,0.492743,0.872527,3.659178,-0.742849,-1.109789,2.52087,-0.854142,0.009364,-0.433664,-1.62842,-0.876202,0.439653,-1.297786,-0.479176,-0.389263,-0.481022,-0.481662,0.11106,0.666129,-0.459403,-0.376943,0.326979,-0.005937,-0.032135,0.725708,-0.080909,c-SC-m,cluster5
-1.485056,2.467662,0.934499,-3.97151,-0.733728,2.328326,0.502186,1.079642,2.796718,-0.265941,-1.185576,2.120165,-0.794695,-0.335503,-0.169143,-1.295804,-1.58463,0.623804,-0.332063,-0.184818,-0.72521,0.651431,-0.648231,-0.133457,-0.314679,-0.206626,-0.466227,0.307048,-0.027451,0.560281,0.448197,-0.000299,c-SC-m,cluster5
-1.336965,2.07705,0.34575,-3.597149,-0.053658,1.704792,0.751195,0.706304,2.571325,-0.735601,-1.276726,0.856416,-0.653232,-0.196109,-0.311884,-0.82307,-0.460048,0.330733,-0.133269,-0.204826,-0.11327,-0.123927,-0.38577,-0.316811,0.018,-0.32014,-0.107913,0.646219,-0.573922,0.057515,0.454537,-0.416863,c-SC-m,cluster5
-1.670022,4.235426,-1.661798,-3.088002,-2.248243,2.339695,0.748942,0.971808,3.042738,-0.121475,-0.97038,2.830787,-0.780971,-0.255366,-0.26542,-2.032705,-0.620309,1.220572,-1.355507,-0.617871,-0.060961,-0.134189,-0.133358,0.640504,0.313415,0.105394,-0.867113,0.36243,0.024236,0.801297,0.984352,-0.145339,c-SC-m,cluster5
-2.267994,3.617627,-1.277024,-3.656421,-1.009026,2.065169,0.579779,1.182814,2.302452,-0.274985,-0.803179,1.504705,-0.503892,-0.05085,-0.328011,-1.728139,-0.197307,1.179615,-0.407022,-0.422663,-0.480612,0.363041,-0.678312,0.105203,0.204462,0.358148,-0.625782,0.445284,-0.112046,0.288927,0.46946,-0.13599,c-SC-m,cluster5
-3.069052,3.306887,-0.98418,-3.474984,-0.793447,1.595471,1.061094,0.925111,2.035951,-0.483834,-1.080527,1.204867,-0.705718,0.004242,-0.27213,-0.807526,0.20162,0.942637,-0.20387,0.067814,-0.136829,0.229466,-0.638231,-0.058983,0.086245,0.161124,-0.243049,0.569177,-0.446827,0.44909,0.589432,-0.806742,c-SC-m,cluster5
-3.581429,5.1244,-2.545274,-2.049259,-3.198829,2.519848,0.599503,1.159665,2.864677,-0.157076,-0.786565,2.614217,-0.959378,-0.596396,-0.796741,-1.98498,-1.167882,2.612705,-1.519967,-0.491681,-0.228602,0.704728,0.943293,1.019531,0.243704,-0.162817,-0.727183,0.547655,-0.30087,1.068144,0.61591,-1.259915,c-SC-m,cluster5
-2.98735,4.995844,-2.49268,-3.301544,-1.757396,1.682455,0.488857,1.118568,1.416332,0.13052,-0.971609,1.231977,-0.339057,-0.238237,-0.366897,-1.145937,-0.676102,1.280371,0.110781,-0.391384,-0.588655,1.220187,-0.781392,0.286342,0.233343,0.56244,-0.54916,-0.02571,0.284769,0.682424,0.692104,-0.747231,c-SC-m,cluster5
-3.768772,4.881615,-1.180846,-2.924277,-1.237518,1.168132,0.483218,0.875329,0.812545,0.30795,-1.211342,1.395748,-0.943752,-0.644637,-0.553527,-0.379941,-1.171636,1.35441,0.431181,0.299919,-0.626085,1.022735,0.318407,-0.130762,-0.017681,0.068599,-0.297443,0.300774,0.25662,1.124125,0.730792,-0.870888,c-SC-m,cluster5
-4.270027,7.122618,-3.400191,-2.405254,-4.240343,1.936306,1.196778,1.520076,2.077599,0.401177,-0.265937,2.351959,-0.571519,-0.646756,-0.322994,-1.3974,-0.186943,3.141767,-1.294971,-0.04807,0.063395,0.384899,0.669005,1.285268,0.654549,0.207862,-1.286879,0.491881,0.294214,1.215978,1.742077,-1.531852,c-SC-m,cluster5
-4.820795,7.269128,-1.99144,-2.157075,-4.58126,1.984801,1.111225,1.906911,0.558533,0.902706,-1.166197,1.9983,-0.098721,0.449589,0.504131,-1.012076,-0.568369,2.038097,0.266732,0.435558,-0.730365,1.575373,-0.160992,0.457877,0.783166,0.320001,-0.30376,0.76711,0.616615,1.030314,0.966949,-0.52277,c-SC-m,cluster5
-3.288644,7.098069,-3.407849,-2.74198,-3.934684,1.711585,1.502543,1.816224,0.625922,0.321302,-0.318671,1.42134,0.0456,0.034527,0.066843,-0.624645,-0.169246,1.739495,-0.257972,0.181189,-0.625004,0.492264,-0.459401,-0.398153,1.066091,0.388796,0.407709,0.097934,-0.273366,0.864183,1.185786,-1.244213,c-SC-m,cluster5
-1.216634,0.250635,1.203098,-4.381081,2.191058,-0.100665,-0.464902,1.407666,-0.853175,0.762275,0.498827,0.170714,0.514825,-0.75092,-0.291293,-0.678596,-0.079987,-0.011587,-0.409503,0.35202,-0.908382,-0.578815,-0.58891,0.751972,0.50868,-0.421391,0.96452,0.152512,-0.063074,-0.742363,-0.17722,-0.56362,c-SC-m,cluster5
-1.373304,0.556186,1.618825,-4.438073,1.802635,0.003645,-0.331112,1.721407,-1.05784,0.941122,0.467745,0.542114,0.657481,-0.940747,-0.171187,-0.973193,-0.201367,-0.006122,-0.462549,0.420118,-0.962741,-0.483547,-0.824892,0.93153,0.351147,-0.420695,0.904558,-0.123699,0.148212,-0.743747,-0.177813,-0.460541,c-SC-m,cluster5
-2.325279,0.226591,1.811441,-4.438201,1.730873,-0.113342,-0.294819,1.609867,-1.129556,1.035304,0.474252,0.631762,0.437538,-0.727574,-0.29582,-0.879504,0.133275,-0.146981,-0.546062,0.483771,-1.225047,-0.603937,-0.843595,0.924919,0.502581,-0.38507,0.740983,0.083366,-0.329362,-0.675518,-0.138641,-0.525587,c-SC-m,cluster5
-3.405312,0.726418,-0.441404,-4.656693,2.204816,-0.338621,-0.438492,1.276575,-0.490626,0.60483,0.49697,-0.315208,0.469414,-0.807061,-0.129942,-0.449968,0.331823,-0.137783,-0.314029,0.070272,-0.610408,-0.59748,-0.892072,1.019114,0.145781,-0.428005,0.592279,0.272672,-0.282002,-0.740955,0.119562,-0.293046,c-SC-m,cluster5
-3.529784,0.937867,0.370797,-4.702221,1.900192,-0.327308,-0.407167,1.50127,-0.823641,0.821457,0.355729,-0.010776,0.311646,-0.531588,0.173002,-0.59024,0.043891,0.02101,-0.158178,0.218127,-0.988277,-0.484832,-0.790246,1.312081,-0.084476,-0.474483,0.631281,0.122191,-0.415419,-0.938443,0.20587,-0.559041,c-SC-m,cluster5
-4.034168,0.570539,0.454174,-4.608395,1.935117,-0.383222,-0.264823,1.425159,-0.932849,0.988572,0.357995,0.019142,0.523104,-0.726846,0.186492,-0.366739,0.153997,-0.044092,-0.479452,0.22563,-0.974661,-0.628371,-0.763061,1.307783,-0.051636,-0.456538,0.593723,0.386918,-0.13489,-0.502295,0.115986,-0.500545,c-SC-m,cluster5
-5.09472,1.510867,-1.243273,-4.251692,2.07237,-0.719766,-0.383808,0.914157,-0.571315,0.554215,0.180366,-0.28204,0.325732,-1.013532,0.056627,-0.306827,0.199753,0.110648,0.107111,0.405986,-0.923873,-0.292979,-0.520206,0.734283,-0.130917,-0.309963,0.276888,0.372766,-0.47287,-0.532657,0.260789,-0.337461,c-SC-m,cluster5
-5.505126,1.793874,-0.693722,-4.521966,1.517363,-0.477362,-0.358158,1.21462,-1.271679,0.867685,0.221392,-0.049706,0.304665,-1.099366,0.072002,-0.301707,0.150774,-0.095698,0.128398,0.441264,-0.949542,-0.218823,-0.581738,0.961355,-0.087897,-0.509698,0.448767,0.059363,-0.01944,-0.801513,0.203891,-0.518192,c-SC-m,cluster5
-4.119868,2.095004,-0.748624,-4.429003,1.493011,-0.581586,-0.201117,1.519349,-1.456371,1.02592,0.401881,-0.196681,0.4178,-1.023256,0.064679,-0.325746,0.096889,0.115996,-0.081966,0.194482,-0.972098,-0.456791,-0.324101,1.197852,0.029413,-0.733186,0.533031,0.383059,-0.454804,-0.48951,0.309369,-0.407109,c-SC-m,cluster5
-3.711173,3.927083,-2.280303,-4.10298,0.853752,-0.882141,-0.293632,1.87218,-1.73872,1.139293,0.391777,-0.659118,0.577699,-1.738928,-0.136359,0.011737,0.211466,0.643267,0.615366,0.11588,-0.719848,-0.154172,-0.373122,0.602646,-0.014788,-0.710086,0.16976,0.303724,-0.024886,-0.23267,0.680021,-0.550559,c-SC-m,cluster5
-4.758377,3.758871,-1.462033,-3.997959,0.460138,-0.696959,-0.141183,1.790558,-2.080992,1.350181,0.221626,-0.148222,0.608029,-1.093094,0.203036,-0.234801,-0.131055,0.416618,0.36003,0.555554,-0.893031,0.355622,-0.589486,1.01083,-0.016987,-0.608431,0.444772,0.208929,-0.204246,-0.309101,0.468567,-0.105196,c-SC-m,cluster5
-5.235892,4.208903,-1.040733,-3.37689,-0.099489,-1.060584,-0.066404,1.935795,-2.230517,1.190318,0.659485,-0.052985,0.37536,-1.498427,-0.248758,-0.146015,-0.000984,0.543711,0.441998,0.548559,-1.105292,0.157926,-0.368207,0.731281,0.065842,-1.057904,0.33177,0.369512,-0.412539,-0.168861,0.495532,-0.694879,c-SC-m,cluster5
-2.615352,4.849504,-4.672775,-4.877831,0.404916,-0.459704,-0.162634,2.353789,-2.120277,1.572077,0.639858,-1.027667,1.695396,-0.581703,0.354821,0.542296,0.397456,0.628971,0.07795,-0.141461,-0.45988,-0.413411,-0.914739,0.103718,-0.320368,-0.672063,-0.020609,-0.018867,0.054068,-0.618195,1.203446,-0.87161,c-SC-m,cluster5
-4.126161,5.468281,-3.418731,-4.545135,-0.443477,-0.387319,0.166302,2.405728,-2.648632,1.745653,0.659411,-0.512041,1.729138,-0.568056,0.399878,-0.397217,0.051094,0.140112,0.438107,0.119914,-0.858877,-0.344745,-0.766831,0.638172,-0.086965,-0.548683,0.170778,-0.185411,0.269737,-0.477417,0.394175,-0.508927,c-SC-m,cluster5
-5.362361,5.279683,-1.994601,-3.760087,-0.67351,-0.602589,0.498052,2.277662,-2.649966,1.832635,0.476197,-0.197366,1.25153,-1.086866,0.211452,-0.107684,0.135183,0.593035,0.603812,0.653175,-0.878449,-0.208235,-0.450748,0.61427,0.024787,-0.95215,0.364447,0.48156,0.065423,-0.000456,0.585265,-0.645297,c-SC-m,cluster5
2.209403,1.043742,1.511958,-2.349932,3.753595,-0.98906,-0.64549,-0.662445,0.113329,-0.615635,-0.715909,-0.286461,-0.374721,-0.757049,-0.581995,-0.219158,-0.67126,1.076059,1.010538,0.36703,0.361896,0.251814,-0.588236,0.650066,0.227894,0.081688,0.321635,-0.566936,0.39181,-0.103413,-0.39921,-0.07448,c-SC-m,cluster5
2.449792,1.176126,1.446445,-2.537991,3.833389,-1.013867,-0.787591,-0.525829,-0.185005,-0.459645,-0.651992,-0.320119,-0.424909,-0.622489,-0.965786,-0.209948,-0.672964,1.045036,1.036517,0.200838,0.017956,0.280397,-0.696071,0.120941,0.324018,0.021818,0.465084,-0.666712,0.115511,-0.228416,-0.640042,-0.137887,c-SC-m,cluster5
4.844482,1.188864,-0.233601,-3.422322,4.922924,-1.133548,-0.980404,-0.595352,-0.022335,-0.758935,-0.256249,-1.149302,-0.364446,-0.695141,-1.2904,-0.022255,-0.096456,0.927312,0.71661,0.004935,0.227581,0.310911,-0.545351,1.123928,0.263032,0.06766,0.676894,-0.624396,0.085102,-0.475042,-0.725417,-0.45475,c-SC-m,cluster5
0.791701,1.207638,1.816157,-1.731132,3.143845,-1.494615,-0.412661,-0.784191,0.32532,-0.384513,-1.051263,-0.116298,-0.374678,-0.335808,-0.112122,-0.033954,-0.864169,1.108931,1.190281,0.39007,0.493432,0.183891,-0.341424,0.095061,0.283481,0.243759,-0.012592,-0.548534,0.228538,-0.240981,-0.196522,-0.02409,c-SC-m,cluster5
1.778795,1.381343,1.020064,-1.758596,3.755413,-1.684087,-0.53996,-0.963063,0.14688,-0.428065,-0.892735,-0.325533,-0.311747,-0.514671,-0.381357,-0.045962,-0.671953,0.885902,0.975946,0.259669,0.159447,-0.031441,-0.60327,0.165646,0.293268,0.026583,0.223215,-0.456885,-0.038486,-0.437803,-0.166593,-0.21532,c-SC-m,cluster5
3.042552,1.840968,0.812213,-2.036729,3.904419,-2.102421,-0.736066,-0.848916,-0.149602,-0.391095,-0.82553,-0.446892,-0.239424,-0.286363,-0.592623,-0.108117,-0.862107,0.377784,1.108261,0.116442,-0.104385,0.076971,-0.611899,0.526025,0.256426,-0.157879,0.017412,-0.524564,0.473778,-0.345686,-0.186089,-0.092837,c-SC-m,cluster5
