@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S40

@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pRSK_N numeric
@attribute CREB_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute Ubiquitin_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute H3AcK18_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Treatment=Saline numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.261798,4.342351,0.196975,0.32083,0.257649,0.893258,0.469317,0.12688,0.115557,0.30726,0.783405,0.410285,1.63619,0.283272,0.193233,0.140738,0.170925,0.239411,0.116345,0.274408,0.621589,0.320586,1.982212,1.540703,0.247697,0.135813,0.12747,0.165073,0.886552,0,0,1,c-SC-m
2.032773,3.881145,0.164955,0.29539,0.233122,0.82565,0.429321,0.133821,0.113939,0.287852,0.639611,0.410422,1.435766,0.258596,0.177447,0.127361,0.158423,0.19917,0.104324,0.270149,0.613283,0.269249,2.021723,1.35863,0.216603,0.124663,0.116223,0.148737,1.006157,0,0,1,c-SC-m
2.044992,3.7133,0.169458,0.294362,0.231199,0.812917,0.436672,0.128736,0.116037,0.289765,0.644882,0.408101,1.457614,0.26407,0.181754,0.128842,0.162386,0.208842,0.109333,0.282456,0.601825,0.278456,2.052421,1.332,0.217193,0.128491,0.119368,0.152,0.998667,0,0,1,c-SC-m
2.044493,3.62674,0.171726,0.298082,0.236822,0.816329,0.441644,0.142356,0.114192,0.283616,0.648767,0.397918,1.501991,0.272754,0.185649,0.128955,0.167041,0.213308,0.105568,0.280791,0.624285,0.270799,2.121932,1.386504,0.220838,0.131562,0.120122,0.156904,0.988053,0,0,1,c-SC-m
1.880933,3.384381,0.159242,0.268629,0.21957,0.750066,0.406921,0.131663,0.115752,0.282816,0.553699,0.399761,1.241458,0.243401,0.167211,0.122009,0.153174,0.186369,0.096142,0.254789,0.586828,0.249846,1.96601,1.261058,0.211707,0.144522,0.118301,0.156264,0.951179,0,0,1,c-SC-m
1.806013,3.183399,0.15098,0.261307,0.217516,0.722353,0.398431,0.129412,0.113725,0.267843,0.549804,0.398039,1.290487,0.251997,0.173293,0.126816,0.155229,0.193174,0.111656,0.266249,0.623366,0.258896,2.020516,1.294481,0.217774,0.130991,0.12264,0.162672,0.9813,0,0,1,c-SC-m
1.837852,3.248827,0.150938,0.262643,0.216371,0.727842,0.406152,0.123436,0.114833,0.266945,0.550834,0.400808,1.344499,0.26248,0.173183,0.123635,0.162359,0.200802,0.10572,0.271158,0.627228,0.248577,2.07782,1.309788,0.221237,0.132686,0.125408,0.174676,0.989083,0,0,1,c-SC-m
1.670465,2.819603,0.135261,0.251534,0.21151,0.663161,0.399065,0.12825,0.111744,0.264242,0.465089,0.411189,1.143375,0.234517,0.157659,0.120136,0.146786,0.188466,0.095832,0.237075,0.630956,0.241872,1.904594,1.241019,0.200405,0.126639,0.142309,0.163415,0.92698,0,0,1,c-SC-m
1.634955,2.726874,0.134882,0.24536,0.199766,0.665059,0.375274,0.125237,0.113985,0.261581,0.468508,0.406985,1.16156,0.234626,0.151061,0.125241,0.151489,0.178059,0.104457,0.245982,0.616563,0.254446,1.900043,1.267088,0.21352,0.132205,0.124705,0.167774,0.950075,0,0,1,c-SC-m
1.792726,3.025095,0.146601,0.275254,0.222046,0.69298,0.44028,0.130559,0.123412,0.26763,0.504606,0.441074,1.186435,0.24613,0.161822,0.129747,0.163158,0.180866,0.104466,0.25103,0.607529,0.263058,1.940973,1.27375,0.219735,0.13732,0.141775,0.176857,0.994431,0,0,1,c-SC-m
1.403329,2.290973,0.127401,0.211908,0.181978,0.555858,0.334027,0.113636,0.107394,0.235595,0.401889,0.390525,1.083421,0.214211,0.153421,0.118026,0.153289,0.165263,0.097632,0.223684,0.629342,0.249737,1.914474,1.204079,0.206842,0.128421,0.114868,0.162895,0.872895,0,0,1,c-SC-m
1.496977,2.47383,0.127483,0.243911,0.205044,0.599758,0.387459,0.119883,0.113664,0.242356,0.435136,0.427535,1.080095,0.221507,0.150735,0.118435,0.155331,0.162684,0.111345,0.226628,0.628939,0.259848,1.907957,1.205751,0.220063,0.136423,0.124737,0.168199,0.848214,0,0,1,c-SC-m
1.687682,2.703833,0.147305,0.277097,0.224557,0.682818,0.409224,0.142051,0.129597,0.278264,0.4892,0.470325,1.092605,0.224821,0.149655,0.119373,0.157226,0.162769,0.102204,0.23104,0.610653,0.254292,1.90726,1.218737,0.223334,0.156009,0.146681,0.175612,0.879005,0,0,1,c-SC-m
2.113069,3.813141,0.221083,0.411408,0.316101,0.788592,0.459928,0.198412,0.176462,0.346282,0.823394,0.42296,1.928733,0.272949,0.192005,0.127069,0.151126,0.189292,0.100027,0.183051,0.463326,0.259021,1.275662,1.394411,0.192548,?,0.224654,?,0.901329,0,0,1,c-SC-m
2.148853,3.880627,0.214058,0.408365,0.309904,0.799158,0.471536,0.20912,0.177026,0.329219,0.839529,0.408365,1.962994,0.280362,0.191768,0.12883,0.15024,0.195183,0.110004,0.184755,0.476098,0.275471,1.288852,1.407346,0.195736,?,0.228498,?,0.930509,0,0,1,c-SC-m
2.098152,3.481938,0.205405,0.401008,0.310977,0.773033,0.472837,0.200364,0.17012,0.32946,0.795856,0.407309,1.81438,0.273358,0.181705,0.124577,0.143887,0.181972,0.10598,0.180904,0.446254,0.257163,1.253604,1.419114,0.186866,?,0.216854,?,0.895978,0,0,1,c-SC-m
1.945101,3.305247,0.211084,0.3836,0.300382,0.700139,0.421647,0.205698,0.178075,0.31706,0.77606,0.424079,1.868629,0.259701,0.185865,0.126384,0.152415,0.194502,0.112517,0.192921,0.511495,0.264688,1.356648,1.393261,0.198881,?,0.218708,?,0.946843,0,0,1,c-SC-m
1.949771,3.143638,0.21202,0.403772,0.302785,0.734403,0.470568,0.211139,0.181001,0.320056,0.784808,0.403595,1.869286,0.249197,0.190141,0.129602,0.155794,0.193724,0.104769,0.194341,0.522856,0.267976,1.359526,1.408204,0.208055,?,0.239437,?,0.987398,0,0,1,c-SC-m
1.800099,3.008892,0.198584,0.36193,0.279434,0.654701,0.434546,0.185905,0.171414,0.276799,0.726659,0.38383,1.811375,0.235117,0.173288,0.123898,0.151069,0.184036,0.099263,0.19104,0.523125,0.262166,1.3025,1.414443,0.192368,?,0.215916,?,0.984664,0,0,1,c-SC-m
1.885225,2.91924,0.213481,0.355175,0.305092,0.691987,0.41298,0.220367,0.190109,0.298623,0.70722,0.401711,1.967665,0.264601,0.188421,0.121043,0.152531,0.183511,0.128492,0.182665,0.597765,0.267987,1.475368,1.415609,0.220078,?,0.230912,?,1.105637,0,0,1,c-SC-m
1.81169,2.707959,0.20008,0.331139,0.286854,0.674845,0.413525,0.194095,0.182725,0.272292,0.664472,0.362258,1.945566,0.240292,0.190605,0.118365,0.158046,0.173987,0.126675,0.190775,0.599457,0.272342,1.439546,1.412922,0.203493,?,0.242666,?,1.081228,0,0,1,c-SC-m
1.783573,2.834133,0.203038,0.343925,0.294964,0.683054,0.425859,0.18785,0.18725,0.268385,0.659872,0.365707,1.974759,0.251228,0.186854,0.124682,0.160427,0.175335,0.121972,0.184821,0.609351,0.278164,1.437744,1.46163,0.222768,?,0.245807,?,1.068779,0,0,1,c-SC-m
1.923243,2.813243,0.234595,0.407568,0.393243,0.753514,0.453784,0.251622,0.220811,0.350541,0.728108,0.484324,1.863988,0.23959,0.18393,0.127433,0.15317,0.177861,0.119272,0.169701,0.624189,0.285625,1.479807,1.617284,0.199623,?,0.257376,?,1.103787,0,0,1,c-SC-m
1.867171,2.740084,0.230167,0.388309,0.328027,0.724426,0.466597,0.230428,0.218946,0.331681,0.736691,0.469729,1.833088,0.254461,0.190006,0.125761,0.162923,0.166912,0.12933,0.185387,0.655889,0.30275,1.503464,1.611379,0.222759,?,0.232626,?,1.115054,0,0,1,c-SC-m
1.724701,2.462326,0.212875,0.354792,0.319678,0.666179,0.449403,0.211168,0.203365,0.310412,0.665691,0.42892,1.798093,0.258499,0.169154,0.122305,0.151949,0.16874,0.126658,0.174544,0.634328,0.302239,1.496476,1.658789,0.234038,?,0.231758,?,1.100539,0,0,1,c-SC-m
1.853675,2.552822,0.262795,0.307415,0.423885,0.681759,0.468832,0.25,0.252953,0.314633,0.78084,0.456365,1.914321,0.238678,0.164749,0.11481,0.141248,0.169645,0.101102,0.177479,0.64235,0.304039,1.513341,1.478825,0.201469,?,0.270747,?,1.135863,0,0,1,c-SC-m
1.701065,2.332725,0.256317,0.309893,0.407002,0.684323,0.454795,0.235312,0.228311,0.283105,0.700761,0.443227,1.947251,0.231798,0.169143,0.128529,0.161218,0.169638,0.133234,0.181526,0.695641,0.308816,1.581971,1.486627,0.216196,?,0.267954,?,1.17583,0,0,1,c-SC-m
1.720407,2.205302,0.232737,0.31381,0.366215,0.67016,0.462392,0.226264,0.229963,0.29963,0.738286,0.425709,1.871221,0.214949,0.160676,0.122828,0.161152,0.174958,0.119495,0.175672,0.648417,0.309212,1.547251,1.488217,0.198762,?,0.238991,?,1.126875,0,0,1,c-SC-m
2.037813,3.83057,0.213496,0.337405,0.280832,0.740547,0.427429,0.179465,0.154305,0.312391,0.623618,0.408086,1.896199,0.234662,0.187151,0.131171,0.148523,0.183123,0.115782,0.219996,0.5346,0.249019,1.754803,1.473972,0.193245,?,0.188907,?,0.955278,0,0,1,c-SC-m
2.074891,3.655474,0.222628,0.339854,0.281606,0.749635,0.447153,0.175328,0.158394,0.312117,0.649051,0.422044,1.828381,0.242102,0.186738,0.13398,0.152018,0.18288,0.126473,0.225524,0.531436,0.265249,1.75477,1.502242,0.207382,?,0.190908,?,0.971223,0,0,1,c-SC-m
1.866576,3.470636,0.194046,0.316779,0.255616,0.72341,0.4318,0.168336,0.151691,0.297429,0.579432,0.375237,1.824624,0.223438,0.189181,0.12578,0.152163,0.17057,0.1312,0.220575,0.533388,0.265774,1.76378,1.519071,0.200839,?,0.187033,?,0.919828,0,0,1,c-SC-m
1.977528,3.220551,0.225625,0.342878,0.28996,0.740304,0.438565,0.191917,0.17162,0.329286,0.663103,0.48224,1.91199,0.251977,0.184576,0.137654,0.148023,0.185612,0.125859,0.21711,0.553856,0.269475,1.856384,1.527803,0.202981,?,0.187946,?,1,0,0,1,c-SC-m
1.966966,3.26553,0.217056,0.347576,0.286894,0.759246,0.453501,0.19228,0.172711,0.332496,0.659964,0.456014,1.854941,0.247071,0.179445,0.134361,0.15512,0.175624,0.129648,0.207081,0.543428,0.266556,1.760953,1.54623,0.203388,?,0.202751,?,1.036933,0,0,1,c-SC-m
1.712184,2.90566,0.188359,0.332747,0.259994,0.644068,0.415894,0.166134,0.155421,0.284138,0.57803,0.408059,1.931052,0.237947,0.178331,0.126102,0.150726,0.167703,0.127527,0.215267,0.539399,0.274235,1.758554,1.587092,0.200363,?,0.202955,?,0.992224,0,0,1,c-SC-m
1.860543,2.875,0.225089,0.318505,0.305383,0.710632,0.433496,0.212189,0.184831,0.331406,0.605205,0.511343,1.949578,0.245913,0.187919,0.141456,0.154535,0.178455,0.12941,0.212012,0.648081,0.290484,1.982619,1.573395,0.22509,?,0.217518,?,1.084839,0,0,1,c-SC-m
1.769683,2.633844,0.207642,0.311988,0.284275,0.644972,0.420113,0.184967,0.17531,0.34684,0.554902,0.406467,1.962062,0.245215,0.179341,0.142611,0.164684,0.191585,0.135023,0.21383,0.639421,0.291947,1.907053,1.608381,0.226418,?,0.20538,?,1.11502,0,0,1,c-SC-m
1.676225,2.640838,0.217409,0.285947,0.276591,0.638194,0.427293,0.174497,0.17287,0.306081,0.53915,0.391092,1.952625,0.238071,0.167436,0.145374,0.161621,0.170173,0.143492,0.205233,0.631606,0.29126,1.92013,1.634,0.203694,?,0.209509,?,1.092526,0,0,1,c-SC-m
2.06035,3.141964,0.305191,0.382427,0.345528,0.770482,0.533771,0.249531,0.216073,0.388368,0.69137,0.523452,2.006395,0.263727,0.174642,0.129438,0.151488,0.180375,0.13914,0.190518,0.557442,0.315325,1.90871,1.712238,0.284454,?,0.271224,?,1.088864,0,0,1,c-SC-m
2.079139,3.182336,0.285533,0.416904,0.371637,0.794872,0.488129,0.275404,0.213042,0.396961,0.681861,0.612536,1.988891,0.270829,0.157521,0.119307,0.169074,0.169518,0.141302,0.182626,0.658743,0.346367,1.954677,1.740724,0.28016,?,0.29038,?,1.131749,0,0,1,c-SC-m
1.885842,2.868256,0.261103,0.375261,0.32608,0.729061,0.467958,0.259314,0.211624,0.379434,0.636364,0.504918,1.981228,0.26568,0.164973,0.134276,0.17182,0.16144,0.118595,0.205168,0.674028,0.309187,1.835689,1.730565,0.311175,?,0.253313,?,1.124779,0,0,1,c-SC-m
1.987455,2.97957,0.292473,0.369176,0.358423,0.804301,0.498925,0.273835,0.244803,0.392473,0.710036,0.519713,1.989899,0.302379,0.155751,0.128055,0.168133,0.159009,0.175301,0.170088,0.732812,0.349951,2.26393,1.715868,0.281851,?,0.325839,?,1.170414,0,0,1,c-SC-m
1.893929,2.663711,0.273874,0.350273,0.332538,0.728854,0.473738,0.275239,0.230218,0.363915,0.682128,0.530355,1.930579,0.181157,0.168595,0.129587,0.178843,0.174215,0.152397,0.210909,0.842314,0.347438,2.322314,1.732893,0.314711,?,0.345455,?,1.196364,0,0,1,c-SC-m
1.98005,2.838618,0.283577,0.371215,0.365159,0.773067,0.486284,0.319558,0.246883,0.372284,0.687923,0.595654,1.961589,0.216225,0.15298,0.131457,0.168212,0.164901,0.138411,0.208609,0.889735,0.349669,2.224172,1.709603,0.32649,?,0.324834,?,1.263245,0,0,1,c-SC-m
2.659054,5.347735,0.220343,0.431428,0.317492,1.042834,0.456487,0.197136,0.146772,0.462289,0.719664,0.513764,1.877753,0.284727,0.189151,0.125605,0.14485,0.201614,0.116435,0.244301,0.501259,0.270584,1.708686,1.373587,0.195027,0.168873,0.163255,0.185728,0.957378,0,0,1,c-SC-m
2.421556,4.787251,0.198446,0.399707,0.293164,0.915081,0.425611,0.158464,0.12997,0.414236,0.654466,0.465931,1.821027,0.29223,0.194554,0.12664,0.153672,0.210001,0.115587,0.250283,0.548971,0.2628,1.808043,1.362341,0.198881,0.151275,0.185964,0.188827,0.980758,0,0,1,c-SC-m
2.459326,4.811414,0.201358,0.395121,0.303072,0.905074,0.452767,0.172822,0.137614,0.422621,0.695777,0.445979,1.81347,0.275615,0.185861,0.125602,0.148542,0.209938,0.111022,0.250535,0.576846,0.277755,1.800094,1.358213,0.198569,0.1563,0.166867,0.179909,1.065877,0,0,1,c-SC-m
2.36899,4.289785,0.206781,0.392518,0.298407,0.912904,0.431828,0.178869,0.14292,0.42686,0.628233,0.501973,1.836179,0.288716,0.189938,0.127825,0.145823,0.206513,0.121296,0.258078,0.51624,0.257576,1.740917,1.381048,0.1927,0.166164,0.167839,0.219237,0.977482,0,0,1,c-SC-m
2.199559,4.06629,0.192668,0.389609,0.273291,0.818357,0.437155,0.186191,0.134372,0.391262,0.595369,0.456036,1.728156,0.287646,0.190046,0.124387,0.148555,0.200693,0.116698,0.26069,0.555011,0.259845,1.772182,1.402146,0.188694,0.162836,0.16892,0.205932,0.996028,0,0,1,c-SC-m
2.220128,3.923343,0.187552,0.372332,0.280704,0.84433,0.433324,0.175076,0.138342,0.394649,0.600499,0.444691,1.727147,0.278976,0.190497,0.126078,0.154105,0.19981,0.1109,0.275181,0.596499,0.269662,1.810624,1.396257,0.195843,0.170835,0.169714,0.217575,1.104691,0,0,1,c-SC-m
2.288779,3.907713,0.20109,0.385663,0.291503,0.815937,0.420739,0.198536,0.146092,0.409161,0.613996,0.50928,1.809272,0.291928,0.175972,0.123555,0.140183,0.187204,0.116837,0.259993,0.512939,0.258121,1.629336,1.386962,0.195904,0.196454,0.189406,0.227178,0.999229,0,0,1,c-SC-m
2.078851,3.51668,0.184996,0.349242,0.268955,0.778292,0.402075,0.181963,0.136313,0.383081,0.571109,0.461453,1.757116,0.279161,0.181047,0.121107,0.142761,0.188637,0.114633,0.27157,0.56513,0.293001,1.689586,1.415671,0.193883,0.180601,0.186963,0.237973,1.033374,0,0,1,c-SC-m
2.114467,3.715214,0.182172,0.357363,0.274558,0.804676,0.416788,0.182822,0.143855,0.393083,0.57347,0.445202,1.675348,0.296456,0.177103,0.122183,0.145397,0.185596,0.115842,0.269392,0.60967,0.267354,1.765712,1.35081,0.18956,0.177783,0.200544,0.241649,1.093761,0,0,1,c-SC-m
2.030905,3.307847,0.179811,0.380494,0.281156,0.770821,0.403773,0.211118,0.146297,0.391331,0.547863,0.513947,1.826528,0.31875,0.182778,0.122083,0.134167,0.166528,0.12375,0.280972,0.539861,0.275694,1.675972,1.415556,0.208611,0.201389,0.220556,0.246667,1.020139,0,0,1,c-SC-m
1.958189,3.094745,0.179325,0.370924,0.270042,0.730725,0.387418,0.227081,0.139816,0.379363,0.522056,0.488493,1.807298,0.302596,0.183018,0.123228,0.144842,0.183158,0.125474,0.269193,0.623018,0.28407,1.746246,1.421193,0.201825,0.221333,0.19607,0.253333,1.070175,0,0,1,c-SC-m
1.888639,2.989876,0.171354,0.343457,0.267154,0.72141,0.391451,0.177915,0.143795,0.368391,0.504874,0.454068,1.702403,0.299588,0.171762,0.128395,0.146452,0.191241,0.12157,0.282667,0.622352,0.284374,1.702403,1.365847,0.206597,0.201763,0.200626,0.249538,1.10991,0,0,1,c-SC-m
1.96178,2.996372,0.19134,0.349782,0.287615,0.747702,0.408079,0.204644,0.160135,0.406386,0.532172,0.599419,1.745088,0.327974,0.178099,0.125759,0.129689,0.158985,0.138264,0.258128,0.582708,0.279743,1.662379,1.372812,0.234548,0.224366,0.228653,0.296713,1.030547,0,0,1,c-SC-m
1.878466,2.842652,0.184612,0.347736,0.281423,0.715111,0.385628,0.216959,0.14695,0.382394,0.515481,0.523567,1.758248,0.297638,0.180818,0.129439,0.146025,0.18821,0.127817,0.29205,0.659816,0.318911,1.737696,1.378042,0.205877,0.233279,0.24031,0.307013,1.049937,0,0,1,c-SC-m
1.875,2.769663,0.187266,0.341994,0.281133,0.726358,0.415964,0.234316,0.157069,0.384129,0.507725,0.505384,1.653016,0.303656,0.168921,0.126143,0.146801,0.18117,0.127239,0.283547,0.627605,0.290494,1.684095,1.36106,0.203656,0.247349,0.242962,0.29159,1.135283,0,0,1,c-SC-m
2.39736,5.070989,0.186058,0.378908,0.246156,0.881215,0.353793,0.157996,0.13019,0.355074,0.473347,0.481804,1.74769,0.272045,0.217914,0.125773,0.122368,0.182614,0.127719,0.240775,0.401709,0.265791,1.289625,1.553749,0.227434,0.160448,0.220763,0.197762,0.643388,0,0,1,c-SC-m
2.522354,5.093994,0.194991,0.381228,0.271209,0.93442,0.379343,0.141395,0.130083,0.363453,0.493267,0.515351,1.674533,0.257895,0.213991,0.1203,0.130733,0.187242,0.12247,0.261676,0.396821,0.267768,1.327148,1.400812,0.202857,0.154681,0.175688,0.215111,0.701772,0,0,1,c-SC-m
2.415149,4.755864,0.19447,0.383305,0.259206,0.888481,0.36889,0.15686,0.123968,0.353427,0.478181,0.487354,1.668217,0.267459,0.200487,0.129436,0.145249,0.202776,0.113337,0.269462,0.429093,0.269176,1.398612,1.352676,0.208143,0.148039,0.17666,0.186105,0.75279,0,0,1,c-SC-m
2.367011,4.689081,0.198069,0.382324,0.248502,0.856858,0.366678,0.160286,0.13532,0.360353,0.487017,0.538282,1.680492,0.260012,0.220141,0.125948,0.126572,0.181072,0.133797,0.240746,0.446793,0.251093,1.389261,1.463919,0.20578,0.177147,0.211756,0.239854,0.714388,0,0,1,c-SC-m
2.210609,4.076428,0.188795,0.351538,0.242624,0.797866,0.347615,0.152072,0.125706,0.331607,0.454331,0.509887,1.641044,0.286091,0.211862,0.137633,0.133176,0.216865,0.117165,0.263895,0.430456,0.24743,1.428727,1.360502,0.206677,0.161193,0.188666,0.205494,0.627581,0,0,1,c-SC-m
2.238211,4.060078,0.19186,0.359335,0.252261,0.830749,0.365795,0.154877,0.128068,0.342054,0.455103,0.498062,1.58816,0.254128,0.201222,0.120496,0.144851,0.196205,0.117486,0.271823,0.445681,0.250661,1.470492,1.264617,0.206786,0.17477,0.17258,0.224938,0.802244,0,0,1,c-SC-m
2.122175,3.812549,0.183944,0.350546,0.241621,0.769486,0.351715,0.164653,0.136594,0.340803,0.446025,0.52689,1.603142,0.267311,0.20568,0.128097,0.125317,0.180906,0.119758,0.225136,0.46429,0.257885,1.413293,1.505861,0.212205,0.201088,0.223686,0.235166,0.720483,0,0,1,c-SC-m
2.119731,3.583416,0.18306,0.346131,0.253513,0.803879,0.356026,0.156343,0.140115,0.367109,0.454977,0.533347,1.536693,0.25428,0.19921,0.121513,0.138992,0.195977,0.113372,0.239435,0.444032,0.259787,1.425476,1.345864,0.205315,0.178259,0.216329,0.23716,0.756734,0,0,1,c-SC-m
2.051486,3.63435,0.179328,0.35477,0.244609,0.782203,0.35749,0.16495,0.131922,0.340198,0.429765,0.527686,1.495246,0.25009,0.191599,0.11987,0.136238,0.173787,0.114454,0.252136,0.466362,0.255025,1.466001,1.272596,0.205681,0.197617,0.202551,0.224576,0.801179,0,0,1,c-SC-m
1.905154,3.228887,0.179515,0.319402,0.225422,0.68861,0.339974,0.185795,0.131226,0.313123,0.407319,0.534647,1.527524,0.273736,0.187641,0.121494,0.116994,0.19274,0.121944,0.20849,0.501725,0.277786,1.40978,1.500825,0.239688,0.239838,0.248538,0.298035,0.643318,0,0,1,c-SC-m
1.991853,3.236705,0.181942,0.333333,0.247567,0.744965,0.35551,0.194388,0.138719,0.33107,0.446029,0.600815,1.467111,0.264889,0.180296,0.126667,0.139556,0.175111,0.116148,0.218519,0.481185,0.267852,1.408,1.331407,0.213778,0.187407,0.204593,0.280593,0.752741,0,0,1,c-SC-m
1.944952,3.084689,0.196791,0.315133,0.239358,0.751059,0.36082,0.17339,0.13528,0.330733,0.41988,0.52641,1.434977,0.258603,0.177119,0.14241,0.141963,0.17846,0.111277,0.218084,0.494116,0.276627,1.367496,1.294503,0.219425,0.215701,0.194846,0.248175,0.778489,0,0,1,c-SC-m
1.838599,2.613441,0.184951,0.303848,0.242389,0.644744,0.338311,0.170592,0.140149,0.317346,0.396037,0.585583,1.391787,0.252044,0.179058,0.127482,0.136434,0.156676,0.105294,0.210977,0.554301,0.289996,1.457182,1.478786,0.228494,0.282016,0.250292,0.260218,0.690152,0,0,1,c-SC-m
1.641955,2.396485,0.169412,0.319055,0.236134,0.613399,0.331411,0.171334,0.132894,0.321252,0.397858,0.626853,1.372964,0.246616,0.176378,0.145772,0.158328,0.173435,0.120463,0.216402,0.525799,0.305278,1.444771,1.334118,0.23661,0.218952,0.237591,0.302335,0.775358,0,0,1,c-SC-m
1.8296,2.692191,0.182506,0.295097,0.253027,0.693705,0.350484,0.177058,0.151634,0.358354,0.430387,0.630751,1.388623,0.238124,0.182236,0.128942,0.140319,0.159281,0.132934,0.220359,0.526946,0.291816,1.438124,1.321557,0.237325,0.241916,0.217166,0.254291,0.806986,0,0,1,c-SC-m
2.231427,3.650888,0.199474,0.385799,0.249047,0.840631,0.403813,0.147666,0.136621,0.429191,0.633399,0.483629,1.494966,0.237414,0.178113,0.123394,0.147629,0.18582,0.098396,0.226651,0.541976,0.259982,1.215957,1.212624,0.249566,0.127422,0.116797,0.157906,1.026248,0,0,1,c-SC-m
2.214145,3.711193,0.188558,0.376591,0.237502,0.832043,0.42396,0.144338,0.136859,0.424091,0.673009,0.489437,1.451108,0.24567,0.184873,0.127389,0.149679,0.189635,0.091229,0.220827,0.559244,0.266717,1.21434,1.242426,0.258643,0.123042,0.1169,0.155062,0.991167,0,0,1,c-SC-m
2.157881,3.606437,0.176508,0.364546,0.233021,0.799544,0.384313,0.142803,0.130132,0.419285,0.620502,0.456792,1.412537,0.233349,0.180768,0.125988,0.146058,0.185236,0.09602,0.225583,0.566774,0.269366,1.222764,1.280913,0.260224,0.124682,0.114166,0.150595,0.995876,0,0,1,c-SC-m
2.10403,3.186547,0.178841,0.361856,0.234869,0.780382,0.395248,0.154118,0.138867,0.422379,0.568149,0.507144,1.368602,0.233637,0.166561,0.114652,0.133881,0.167464,0.101742,0.217117,0.558545,0.233818,1.228401,1.121513,0.236075,0.133249,0.129819,0.169721,0.991695,0,0,1,c-SC-m
2.090648,3.318624,0.183368,0.358929,0.234348,0.774892,0.385216,0.166799,0.133822,0.413414,0.619086,0.519516,1.350968,0.233978,0.178235,0.118942,0.143884,0.171933,0.096307,0.224214,0.592934,0.23815,1.231759,1.16137,0.250311,0.13057,0.121516,0.169093,0.987041,0,0,1,c-SC-m
2.037987,3.183992,0.172894,0.347507,0.232922,0.728935,0.377677,0.149132,0.134907,0.405034,0.566672,0.480694,1.332384,0.240747,0.16895,0.119128,0.138879,0.170374,0.093149,0.224466,0.5621,0.244039,1.261121,1.15258,0.256762,0.128114,0.122598,0.165391,0.983808,0,0,1,c-SC-m
1.966215,3.008017,0.163199,0.342623,0.233251,0.718649,0.412865,0.173888,0.147929,0.396259,0.521283,0.502004,1.269381,0.227179,0.163417,0.113991,0.136927,0.168005,0.102408,0.209977,0.556766,0.233945,1.192087,1.122018,0.23383,0.156537,0.142661,0.180734,0.961697,0,0,1,c-SC-m
1.897189,2.894737,0.167893,0.342954,0.230334,0.704961,0.372571,0.149594,0.141671,0.391058,0.520468,0.540464,1.257606,0.229547,0.165314,0.119337,0.142889,0.158102,0.099166,0.204755,0.577417,0.247803,1.204755,1.133311,0.248817,0.144467,0.129141,0.186838,0.941853,0,0,1,c-SC-m
1.967478,3.08335,0.173515,0.35073,0.234275,0.736514,0.380136,0.161441,0.144304,0.413242,0.552483,0.524635,1.281428,0.226899,0.162446,0.119781,0.144193,0.170089,0.096509,0.206594,0.569473,0.238079,1.2342,1.132329,0.270591,0.154232,0.129934,0.18104,0.974219,0,0,1,c-SC-m
1.9333,2.783723,0.174963,0.355152,0.254107,0.714037,0.414136,0.163763,0.161772,0.41115,0.552514,0.603534,1.204747,0.22788,0.150819,0.123179,0.142106,0.174553,0.097942,0.190927,0.603275,0.251164,1.206099,1.138351,0.254469,0.178909,0.141055,0.221571,0.952531,0,0,1,c-SC-m
1.87685,2.681862,0.172792,0.368496,0.242005,0.688783,0.386635,0.159427,0.157518,0.40358,0.542482,0.600239,1.160059,0.23304,0.153598,0.131571,0.146402,0.168135,0.098532,0.183994,0.598091,0.264758,1.204993,1.136417,0.26696,0.156388,0.140675,0.197063,0.939354,0,0,1,c-SC-m
1.815165,2.529154,0.180226,0.320811,0.23162,0.684029,0.359069,0.161558,0.143351,0.391334,0.509795,0.55174,1.18019,0.233178,0.150835,0.130363,0.149782,0.172211,0.10417,0.190426,0.614933,0.261779,1.229264,1.187415,0.285112,0.191781,0.146018,0.208942,0.970345,0,0,1,c-SC-m
