@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S20

@attribute ITSN1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute AKT_N numeric
@attribute CREB_N numeric
@attribute SOD1_N numeric
@attribute pNUMB_N numeric
@attribute pP70S6_N numeric
@attribute P70S6_N numeric
@attribute pPKCG_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute RRP1_N numeric
@attribute ERBB4_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute EGR1_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.528213,4.787251,0.205203,6.253294,0.198446,1.303075,0.293164,0.915081,1.115666,0.68724,0.158464,0.654466,0.34621,0.369186,1.034689,1.821027,0.45762,1.543711,0.161795,0.153672,0.250283,0.149411,1.808043,2.503296,0.153539,0.838671,0.198881,0.137226,0.12664,0.230441,0,1,c-SC-m
0.559084,4.811414,0.216546,6.306869,0.201358,1.250834,0.303072,0.905074,1.174433,0.710965,0.172822,0.695777,0.344379,0.385686,1.061865,1.81347,0.491439,1.597846,0.168673,0.148542,0.250535,0.148676,1.800094,2.523743,0.151418,0.853398,0.198569,0.132022,0.125602,0.188938,0,1,c-SC-m
0.503142,4.289785,0.22534,6.027327,0.206781,1.462224,0.298407,0.912904,1.057431,0.677481,0.178869,0.628233,0.36709,0.404501,1.008287,1.836179,0.364892,1.447681,0.178302,0.145823,0.258078,0.149674,1.740917,2.477649,0.156789,0.800435,0.1927,0.169597,0.127825,0.214716,0,1,c-SC-m
0.480017,4.06629,0.206312,5.773015,0.192668,1.237734,0.273291,0.818357,0.978776,0.623346,0.186191,0.595369,0.329934,0.350882,1.023154,1.728156,0.394203,1.433412,0.169258,0.148555,0.26069,0.145597,1.772182,2.503718,0.167061,0.820264,0.188694,0.141034,0.124387,0.205172,0,1,c-SC-m
0.492653,3.923343,0.210147,5.799972,0.187552,1.171334,0.280704,0.84433,1.011644,0.646382,0.175076,0.600499,0.350014,0.336706,1.058296,1.727147,0.416006,1.470162,0.173077,0.154105,0.275181,0.148931,1.810624,2.583477,0.167213,0.830717,0.195843,0.139703,0.126078,0.222318,0,1,c-SC-m
0.478631,3.907713,0.222033,5.74817,0.20109,1.525115,0.291503,0.815937,0.959476,0.616891,0.198536,0.613996,0.370679,0.41495,0.910472,1.809272,0.320009,1.308006,0.178945,0.140183,0.259993,0.149653,1.629336,2.409867,0.156481,0.791543,0.195904,0.180597,0.123555,0.235327,0,1,c-SC-m
0.457781,3.51668,0.211652,5.306464,0.184996,1.226975,0.268955,0.778292,0.910136,0.583879,0.181963,0.571109,0.326417,0.346688,0.913718,1.757116,0.358411,1.372809,0.171783,0.142761,0.27157,0.147115,1.689586,2.459315,0.169885,0.818172,0.193883,0.158165,0.121107,0.243107,0,1,c-SC-m
0.471667,3.715214,0.213509,5.516318,0.182172,1.200357,0.274558,0.804676,0.936516,0.576717,0.182822,0.57347,0.330573,0.338367,0.967161,1.675348,0.353414,1.414223,0.177783,0.145397,0.269392,0.151512,1.765712,2.499151,0.175178,0.830597,0.18956,0.164308,0.122183,0.223644,0,1,c-SC-m
0.441501,3.307847,0.218543,5.148706,0.179811,1.389524,0.281156,0.770821,0.834236,0.567931,0.211118,0.547863,0.359021,0.416616,0.840139,1.826528,0.298472,1.217917,0.189861,0.134167,0.280972,0.169861,1.675972,2.413889,0.177778,0.805972,0.208611,0.184583,0.122083,0.265139,0,1,c-SC-m
0.426544,3.094745,0.212697,4.782509,0.179325,1.202915,0.270042,0.730725,0.815497,0.529536,0.227081,0.522056,0.348677,0.358074,0.895158,1.807298,0.339228,1.266386,0.188912,0.144842,0.269193,0.149754,1.746246,2.459088,0.189614,0.821333,0.201825,0.205333,0.123228,0.28014,0,1,c-SC-m
0.425384,2.989876,0.202662,4.794338,0.171354,1.134233,0.267154,0.72141,0.809899,0.522872,0.177915,0.504874,0.318898,0.336708,0.909854,1.702403,0.352908,1.293616,0.193801,0.146452,0.282667,0.150434,1.702403,2.43495,0.20873,0.815584,0.206597,0.199062,0.128395,0.256505,0,1,c-SC-m
0.429608,2.996372,0.240203,4.693517,0.19134,1.338897,0.287615,0.747702,0.772859,0.597484,0.204644,0.532172,0.369618,0.411708,0.767238,1.745088,0.302608,1.130225,0.207217,0.129689,0.258128,0.154519,1.662379,2.312969,0.194355,0.795999,0.234548,0.214005,0.125759,0.302429,0,1,c-SC-m
0.400878,2.842652,0.220425,4.547597,0.184612,1.201479,0.281423,0.715111,0.751848,0.572551,0.216959,0.515481,0.337569,0.340111,0.812511,1.758248,0.31188,1.134848,0.193438,0.146025,0.29205,0.175951,1.737696,2.357851,0.201731,0.796106,0.205877,0.212547,0.129439,0.298359,0,1,c-SC-m
0.42486,2.769663,0.236657,4.558989,0.187266,1.222612,0.281133,0.726358,0.783942,0.559223,0.234316,0.507725,0.326311,0.367743,0.843876,1.653016,0.323218,1.154845,0.197623,0.146801,0.283547,0.160329,1.684095,2.371481,0.215356,0.788848,0.203656,0.214442,0.126143,0.326143,0,1,c-SC-m
0.455792,5.070989,0.214121,5.534341,0.186058,1.608534,0.246156,0.881215,1.04203,0.682727,0.157996,0.473347,0.38775,0.505894,1.06101,1.74769,0.213119,1.5115,0.2184,0.122368,0.240775,0.157737,1.289625,2.214579,0.179348,0.738726,0.227434,0.159475,0.125773,?,0,1,c-SC-m
0.463237,5.093994,0.226501,5.72529,0.194991,1.502559,0.271209,0.93442,1.072179,0.70509,0.141395,0.493267,0.399946,0.519795,0.93915,1.674533,0.246831,1.365871,0.196835,0.130733,0.261676,0.15041,1.327148,2.171136,0.154961,0.733282,0.202857,0.144038,0.1203,?,0,1,c-SC-m
0.439261,4.755864,0.206657,5.709999,0.19447,1.368235,0.259206,0.888481,1.057266,0.697287,0.15686,0.478181,0.382912,0.480016,0.946337,1.668217,0.304093,1.392029,0.182456,0.145249,0.269462,0.144748,1.398612,2.217587,0.172224,0.745778,0.208143,0.140527,0.129436,?,0,1,c-SC-m
0.44241,4.689081,0.218542,5.263815,0.198069,1.625832,0.248502,0.856858,1.008489,0.663615,0.160286,0.487017,0.426265,0.546771,1.045134,1.680492,0.197574,1.348765,0.237178,0.126572,0.240746,0.162787,1.389261,2.165106,0.16127,0.733744,0.20578,0.168406,0.125948,?,0,1,c-SC-m
0.400973,4.076428,0.206215,4.904269,0.188795,1.347615,0.242624,0.797866,0.938952,0.599027,0.152072,0.454331,0.389517,0.485562,0.943419,1.641044,0.236514,1.31329,0.196762,0.133176,0.263895,0.143546,1.428727,2.195124,0.163559,0.740471,0.206677,0.161193,0.137633,?,0,1,c-SC-m
0.410368,4.060078,0.20365,5.082849,0.19186,1.318798,0.252261,0.830749,0.956718,0.622416,0.154877,0.455103,0.381621,0.465439,0.908237,1.58816,0.262702,1.292894,0.182249,0.144851,0.271823,0.133358,1.470492,2.219374,0.151692,0.745599,0.206786,0.148135,0.120496,?,0,1,c-SC-m
0.402572,3.812549,0.225253,4.522603,0.183944,1.47311,0.241621,0.769486,0.85756,0.608535,0.164653,0.446025,0.410756,0.537607,1.000121,1.603142,0.191662,1.313474,0.256556,0.125317,0.225136,0.143444,1.413293,2.128822,0.167976,0.732931,0.212205,0.185619,0.128097,?,0,1,c-SC-m
0.390857,3.583416,0.202058,4.557095,0.18306,1.387097,0.253513,0.803879,0.866416,0.603602,0.156343,0.454977,0.392242,0.507619,0.8646,1.536693,0.21202,1.109661,0.208428,0.138992,0.239435,0.129654,1.425476,2.082964,0.162696,0.710523,0.205315,0.172752,0.121513,?,0,1,c-SC-m
0.39421,3.63435,0.215271,4.445697,0.179328,1.228871,0.244609,0.782203,0.854673,0.564406,0.16495,0.429765,0.37381,0.47756,0.812733,1.495246,0.242628,1.18823,0.192683,0.136238,0.252136,0.11999,1.466001,2.151763,0.173426,0.735829,0.205681,0.163919,0.11987,?,0,1,c-SC-m
0.3534,3.228887,0.229104,3.898224,0.179515,1.375271,0.225422,0.68861,0.780424,0.483543,0.185795,0.407319,0.399307,0.520139,0.947653,1.527524,0.154942,1.159442,0.284236,0.116994,0.20849,0.143393,1.40978,2.042298,0.175491,0.723864,0.239688,0.211639,0.121494,?,0,1,c-SC-m
0.377461,3.236705,0.20095,4.146413,0.181942,1.313419,0.247567,0.744965,0.79905,0.565513,0.194388,0.446029,0.398959,0.529079,0.818815,1.467111,0.204,1.006222,0.203556,0.139556,0.218519,0.11837,1.408,2.004741,0.190815,0.70563,0.213778,0.192444,0.126667,?,0,1,c-SC-m
0.352574,3.084689,0.228883,3.959438,0.196791,1.240695,0.239358,0.751059,0.787609,0.533541,0.17339,0.41988,0.375975,0.497214,0.750037,1.434977,0.228363,1.039923,0.187993,0.141963,0.218084,0.113064,1.367496,2.042306,0.193207,0.718755,0.219425,0.188142,0.14241,?,0,1,c-SC-m
0.333142,2.613441,0.19328,3.245836,0.184951,1.332567,0.242389,0.644744,0.74842,0.512349,0.170592,0.396037,0.424182,0.557151,0.886337,1.391787,0.130206,0.99455,0.279486,0.136434,0.210977,0.135267,1.457182,1.955236,0.204165,0.71448,0.228494,0.21993,0.127482,?,0,1,c-SC-m
0.305052,2.396485,0.195222,3.00961,0.169412,1.234212,0.236134,0.613399,0.689456,0.489841,0.171334,0.397858,0.390994,0.52581,0.774377,1.372964,0.18403,0.945654,0.244458,0.158328,0.216402,0.12164,1.444771,1.962527,0.224642,0.73298,0.23661,0.201883,0.145772,?,0,1,c-SC-m
0.33868,2.692191,0.20914,3.400121,0.182506,1.332324,0.253027,0.693705,0.744249,0.577785,0.177058,0.430387,0.411925,0.536925,0.72016,1.388623,0.209182,0.957285,0.21477,0.140319,0.220359,0.125549,1.438124,2.020559,0.229541,0.732335,0.237325,0.204591,0.128942,?,0,1,c-SC-m
0.60263,3.650888,0.223011,4.482446,0.199474,1.257594,0.249047,0.840631,0.738856,0.74622,0.147666,0.633399,0.319921,0.373176,1.071523,1.494966,0.295535,0.867231,0.125269,0.147629,0.226651,0.12138,1.215957,2.101312,0.156586,0.857649,0.249566,0.119297,0.123394,0.159156,0,1,c-SC-m
0.597822,3.711193,0.197743,4.503084,0.188558,1.285789,0.237502,0.832043,0.72169,0.726414,0.144338,0.673009,0.338407,0.37751,1.0668,1.451108,0.295563,0.884687,0.132013,0.149679,0.220827,0.123801,1.21434,2.111587,0.170658,0.870126,0.258643,0.121386,0.127389,0.167897,0,1,c-SC-m
0.582108,3.606437,0.196401,4.446908,0.176508,1.29777,0.233021,0.799544,0.688292,0.677522,0.142803,0.620502,0.310314,0.347821,1.100419,1.412537,0.299127,0.973881,0.122276,0.146058,0.225583,0.121795,1.222764,2.085229,0.153962,0.864596,0.260224,0.119458,0.125988,0.16386,0,1,c-SC-m
0.558196,3.186547,0.218013,4.091026,0.178841,1.228769,0.234869,0.780382,0.658372,0.668647,0.154118,0.568149,0.31562,0.399101,0.991063,1.368602,0.269929,0.756523,0.126659,0.133881,0.217117,0.111402,1.228401,2.002708,0.14995,0.832175,0.236075,0.122957,0.114652,0.185249,0,1,c-SC-m
0.551537,3.318624,0.194998,4.057512,0.183368,1.193086,0.234348,0.774892,0.652382,0.653816,0.166799,0.619086,0.317508,0.391907,1.024232,1.350968,0.260075,0.782443,0.128351,0.143884,0.224214,0.111663,1.231759,1.985354,0.158441,0.83357,0.250311,0.127108,0.118942,0.173265,0,1,c-SC-m
0.542442,3.183992,0.210098,4.051118,0.172894,1.224949,0.232922,0.728935,0.625762,0.649836,0.149132,0.566672,0.307801,0.369392,1.051512,1.332384,0.266904,0.844217,0.12242,0.138879,0.224466,0.112456,1.261121,1.967616,0.151335,0.846886,0.256762,0.119395,0.119128,0.175356,0,1,c-SC-m
0.508494,3.008017,0.220844,3.632945,0.163199,1.251956,0.233251,0.718649,0.598588,0.642298,0.173888,0.521283,0.307311,0.393968,0.906422,1.269381,0.244151,0.705046,0.122936,0.136927,0.209977,0.099312,1.192087,1.907225,0.152752,0.788991,0.23383,0.133257,0.113991,0.18383,0,1,c-SC-m
0.504622,2.894737,0.200151,3.586493,0.167893,1.161479,0.230334,0.704961,0.587059,0.653839,0.149594,0.520468,0.309187,0.405961,0.896439,1.257606,0.243746,0.707573,0.12407,0.142889,0.204755,0.098715,1.204755,1.897115,0.160581,0.796033,0.248817,0.135677,0.119337,0.197318,0,1,c-SC-m
0.53223,3.08335,0.219279,3.806037,0.173515,1.197079,0.234275,0.736514,0.606816,0.663486,0.161441,0.552483,0.319182,0.414995,0.946156,1.281428,0.227013,0.788273,0.127652,0.144193,0.206594,0.103012,1.2342,1.949464,0.169747,0.806297,0.270591,0.133356,0.119781,0.190167,0,1,c-SC-m
0.510951,2.783723,0.234694,3.426332,0.174963,1.481085,0.254107,0.714037,0.599552,0.658039,0.163763,0.552514,0.340966,0.473868,0.864954,1.204747,0.250714,0.714286,0.118973,0.142106,0.190927,0.087277,1.206099,1.935256,0.181313,0.805017,0.254469,0.151269,0.123179,0.221271,0,1,c-SC-m
0.484487,2.681862,0.197375,3.293317,0.172792,1.177804,0.242005,0.688783,0.56778,0.600955,0.159427,0.542482,0.3358,0.471838,0.83304,1.160059,0.229369,0.694714,0.137004,0.146402,0.183994,0.095301,1.204993,1.910132,0.182966,0.805433,0.26696,0.147283,0.131571,0.220558,0,1,c-SC-m
0.477068,2.529154,0.196359,3.286472,0.180226,1.240147,0.23162,0.684029,0.540678,0.602904,0.161558,0.509795,0.316432,0.44849,0.871895,1.18019,0.242511,0.727533,0.130664,0.149782,0.190426,0.094686,1.229264,1.949722,0.198856,0.823423,0.285112,0.153696,0.130363,0.221286,0,1,c-SC-m
0.494194,2.633871,0.227419,3.155484,0.189677,2.192903,0.272581,0.742258,0.59871,0.651935,0.186774,0.543226,0.379677,0.549355,0.818101,1.102196,0.226355,0.714311,0.120616,0.136557,0.183847,0.085547,1.219093,1.84768,0.173928,0.787637,0.253985,0.132129,0.117428,0.222281,0,1,c-SC-m
0.480407,2.545819,0.211663,2.932428,0.175563,1.298365,0.248997,0.696699,0.55631,0.684048,0.177106,0.527615,0.378278,0.534094,0.802529,1.090941,0.218257,0.684393,0.142907,0.154512,0.186905,0.090074,1.22484,1.808072,0.195739,0.801143,0.286679,0.148103,0.123852,0.226745,0,1,c-SC-m
0.451999,2.341406,0.210388,2.833966,0.168077,1.122556,0.23344,0.687774,0.521739,0.588853,0.163116,0.49752,0.349869,0.503064,0.843683,1.116655,0.229361,0.710517,0.136037,0.155779,0.183058,0.088478,1.249821,1.886217,0.20603,0.831299,0.296841,0.149856,0.129576,0.229002,0,1,c-SC-m
0.497917,4.283833,0.271469,5.179949,0.237065,1.301304,0.28894,0.883887,0.94826,0.768311,0.182771,0.693724,0.323478,0.462169,0.981323,1.933481,0.354715,0.885334,0.133344,0.161053,0.208742,0.108925,1.466855,2.403858,0.152021,0.802434,0.186007,?,0.128827,?,0,1,c-SC-m
0.513083,4.214636,0.258926,5.318615,0.249114,1.257018,0.295993,0.903243,0.938539,0.744481,0.186699,0.711638,0.326792,0.447942,0.970625,1.870625,0.352352,0.895066,0.120432,0.160293,0.202236,0.106476,1.412259,2.438551,0.157363,0.801542,0.191442,?,0.129453,?,0,1,c-SC-m
0.565236,4.57373,0.277639,5.755894,0.272075,1.3614,0.312052,0.997657,1.021526,0.819739,0.196808,0.780349,0.360961,0.472251,0.978048,1.811786,0.318453,0.880884,0.123831,0.153223,0.196759,0.108361,1.345856,2.31256,0.137385,0.769503,0.189466,?,0.121768,?,0,1,c-SC-m
0.464603,3.928219,0.254857,4.889529,0.228186,1.303589,0.292558,0.835199,0.870102,0.714521,0.182746,0.666118,0.316925,0.444682,0.984445,1.778265,0.321119,0.904165,0.137071,0.16651,0.217037,0.106901,1.536068,2.463514,0.15534,0.806347,0.173505,?,0.129241,?,0,1,c-SC-m
0.499321,4.007301,0.268421,4.997114,0.239389,1.260781,0.328693,0.86961,0.905603,0.724278,0.191002,0.683701,0.328862,0.441087,0.972948,1.749585,0.328151,0.877695,0.123756,0.157131,0.212376,0.10085,1.445066,2.42641,0.149357,0.812915,0.186671,?,0.126244,?,0,1,c-SC-m
0.525358,4.2041,0.273193,5.317547,0.262767,1.323379,0.313483,0.924368,0.925075,0.775402,0.189786,0.700654,0.343877,0.453967,0.982686,1.726872,0.306833,0.882696,0.122528,0.161869,0.206639,0.103371,1.449647,2.409794,0.158795,0.818256,0.195984,?,0.132671,?,0,1,c-SC-m
0.437591,3.595749,0.27339,4.611586,0.227964,1.308606,0.297145,0.81517,0.77787,0.686393,0.199208,0.624297,0.309439,0.490936,0.96609,1.7806,0.31451,0.896109,0.140638,0.159011,0.212915,0.104161,1.555661,2.47987,0.166982,0.855039,0.196298,?,0.127398,?,0,1,c-SC-m
0.450719,3.806528,0.272922,4.765944,0.241142,1.311789,0.315439,0.846897,0.817264,0.712691,0.197337,0.640326,0.318016,0.438265,0.988443,1.805167,0.318559,0.872468,0.14412,0.165874,0.216315,0.091774,1.487695,2.469341,0.171312,0.865942,0.206526,?,0.126988,?,0,1,c-SC-m
0.433575,3.355233,0.264456,4.596684,0.237098,1.305699,0.300725,0.819275,0.771813,0.667358,0.193161,0.581554,0.306528,0.422798,1.007463,1.730943,0.305437,0.855144,0.134595,0.162047,0.213886,0.095016,1.471482,2.438566,0.154984,0.853012,0.207489,?,0.130064,?,0,1,c-SC-m
0.471513,3.303429,0.320959,4.512761,0.237948,1.338747,0.326373,0.840165,0.787574,0.729827,0.195669,0.688064,0.344676,0.477443,0.908667,1.732907,0.303522,0.873791,0.142438,0.169199,0.201657,0.089606,1.502935,2.402797,0.171961,0.835808,0.191298,?,0.124309,?,0,1,c-SC-m
0.466667,3.7,0.295902,4.752732,0.263661,1.477596,0.354918,0.896995,0.818306,0.744262,0.200546,0.642896,0.337158,0.485792,0.896647,1.706965,0.306449,0.917799,0.146862,0.168358,0.200172,0.082373,1.498366,2.358555,0.172141,0.830782,0.204987,?,0.126569,?,0,1,c-SC-m
0.434894,3.220261,0.27782,4.521105,0.244564,1.708365,0.368636,0.822717,0.793809,0.73011,0.196726,0.59606,0.355845,0.444615,0.942862,1.68413,0.295015,0.892845,0.128518,0.159207,0.200237,0.084435,1.481011,2.358087,0.166158,0.835877,0.19922,?,0.126992,?,0,1,c-SC-m
0.409487,3.084959,0.287001,4.364455,0.248274,1.438307,0.318823,0.802762,0.746623,0.735215,0.169919,0.673672,0.31372,0.478535,0.988605,1.815406,0.320875,0.936418,0.152917,0.179353,0.199407,0.095716,1.603008,2.485187,0.195533,0.913628,0.203737,?,0.132862,?,0,1,c-SC-m
0.420929,3.014697,0.26749,4.345091,0.278366,1.580835,0.303645,0.761317,0.754262,0.782187,0.15726,0.685479,0.300999,0.447972,0.970059,1.754611,0.30397,0.898243,0.144066,0.167281,0.186374,0.420699,1.537427,2.390106,0.183988,0.875244,0.191148,?,0.12519,?,0,1,c-SC-m
0.475576,3.690509,0.327983,5.250174,0.300419,3.539777,0.35799,0.918702,0.902652,0.889742,0.193999,0.779833,0.361828,0.5321,0.971616,1.741266,0.308297,0.954367,0.188428,0.165721,0.190393,0.073362,1.56048,2.420306,0.173144,0.896943,0.21048,?,0.125764,?,0,1,c-SC-m
0.533555,4.517785,0.228006,4.746502,0.211762,1.269386,0.328788,0.916647,0.982571,0.77899,0.158406,0.737017,0.33365,0.361869,1.263832,1.665809,0.37577,1.026817,0.142074,0.159613,0.229092,0.110652,1.661678,2.466987,0.147559,0.876278,0.184398,?,0.126566,0.177694,0,1,c-SC-m
0.539782,4.586578,0.237969,4.770859,0.225514,1.356106,0.302056,0.970375,0.998791,0.774728,0.171342,0.747521,0.339903,0.362636,1.288167,1.615458,0.376813,1.113543,0.136115,0.161354,0.23461,0.537004,1.622777,2.459439,0.162449,0.883311,0.191176,?,0.126813,0.176881,0,1,c-SC-m
0.530755,4.484623,0.226757,4.813698,0.231725,1.776201,0.300095,0.937308,0.995269,0.764135,0.177904,0.739177,0.344571,0.353442,1.256212,1.582972,0.359336,1.234228,0.139897,0.156352,0.21804,0.103058,1.570715,2.453068,0.148957,0.881887,0.186663,?,0.125575,0.176071,0,1,c-SC-m
0.510379,4.036435,0.228771,4.541878,0.209174,1.250544,0.296415,0.914066,0.902889,0.732037,0.165772,0.776746,0.33822,0.359123,1.198306,1.608861,0.363251,0.943871,0.151178,0.166711,0.231577,0.111641,1.669138,2.571,0.162386,0.904421,0.173065,?,0.135204,0.199276,0,1,c-SC-m
0.50695,3.802926,0.236284,4.531236,0.208339,1.287783,0.294514,0.866569,0.912363,0.755669,0.172641,0.776591,0.339137,0.360644,1.193741,1.581914,0.349529,1.012017,0.137546,0.164001,0.224691,0.257197,1.550445,2.525201,0.167805,0.873606,0.186738,?,0.130112,0.209821,0,1,c-SC-m
0.474148,3.772219,0.229598,4.286193,0.201789,1.423281,0.278927,0.833985,0.896311,0.689771,0.157909,0.760201,0.328396,0.340414,1.203846,1.551385,0.340761,1.065831,0.13988,0.15962,0.212573,0.102093,1.467169,2.463103,0.162332,0.887232,0.198509,?,0.128188,0.185122,0,1,c-SC-m
0.445252,3.363951,0.237156,4.167099,0.198236,1.179381,0.285245,0.802975,0.802456,0.715793,0.167791,0.603356,0.315343,0.362913,0.985938,1.515214,0.310973,0.860074,0.133702,0.162633,0.216344,0.098432,1.591747,2.508875,0.167819,0.854772,0.184071,?,0.12817,0.208506,0,1,c-SC-m
0.460835,3.684531,0.245564,4.302922,0.20846,1.250403,0.294856,0.869152,0.81269,0.731493,0.174046,0.630937,0.316006,0.357591,1.003887,1.502973,0.302538,0.892522,0.137549,0.166819,0.212326,0.096387,1.510405,2.451178,0.168306,0.848388,0.197805,?,0.1244,0.208095,0,1,c-SC-m
0.462939,3.711892,0.244218,4.424331,0.229284,1.31069,0.298124,0.854307,0.826443,0.720087,0.194864,0.644145,0.327627,0.354034,1.081902,1.512228,0.294392,0.98635,0.140257,0.159481,0.20612,0.09123,1.41315,2.459333,0.164941,0.861335,0.190536,?,0.125242,0.214083,0,1,c-SC-m
0.408318,2.849527,0.235728,3.442155,0.179773,1.071267,0.277505,0.709074,0.62741,0.661059,0.17259,0.543667,0.281285,0.295463,1.009902,1.669826,0.338662,0.884425,0.170038,0.168341,0.206819,0.11119,1.526666,2.454661,0.158721,0.993351,0.226765,?,0.126185,0.251521,0,1,c-SC-m
0.461571,3.044654,0.252469,3.901889,0.202662,1.259983,0.298197,0.774581,0.718763,0.742164,0.190425,0.614212,0.322885,0.331043,0.975912,1.6313,0.337232,0.881231,0.164996,0.16792,0.204818,0.10944,1.555973,2.400167,0.17697,0.97995,0.229184,?,0.123782,0.252994,0,1,c-SC-m
0.444796,3.093552,0.249263,3.821113,0.198483,1.289718,0.294564,0.784029,0.719553,0.695533,0.195322,0.582596,0.300464,0.322166,0.937113,1.632035,0.312096,0.832255,0.16458,0.168295,0.207789,0.102793,1.527178,2.384065,0.163892,0.982661,0.25774,?,0.122884,0.250447,0,1,c-SC-m
0.437801,2.828477,0.281986,3.436281,0.20902,1.196858,0.328351,0.735495,0.672409,0.712947,0.200912,0.630352,0.306309,0.332151,0.898962,1.60623,0.317692,0.864617,0.16274,0.179912,0.199281,0.094649,1.744209,2.373602,0.178714,0.96905,0.224441,?,0.124002,0.319888,0,1,c-SC-m
0.498586,3.060238,0.2944,3.947115,0.231052,1.424208,0.332014,0.82862,0.735577,0.746889,0.223982,0.700792,0.340215,0.372738,0.889173,1.624409,0.311614,0.840354,-0.062008,0.174016,0.200787,0.095866,1.802559,2.349213,0.199409,0.969291,0.269094,?,0.126181,0.315157,0,1,c-SC-m
0.439076,2.884789,0.290948,3.626228,0.216618,1.330502,0.36687,0.789488,0.676931,0.715954,0.213167,0.69047,0.336607,0.328113,0.866575,1.663009,0.298197,0.839734,0.163205,0.166536,0.198276,0.092281,1.818574,2.378723,0.192202,0.942986,0.235306,?,0.130682,0.337187,0,1,c-SC-m
0.81498,5.256264,0.26099,4.163798,0.265894,1.665805,0.294605,0.943825,1.171467,0.777084,0.191618,0.387873,0.416228,0.331342,0.904982,1.661613,0.428592,2.26426,0.141372,0.156342,0.211745,0.128135,1.598026,1.903538,0.12799,0.714705,0.21627,0.107677,0.121155,0.135307,0,0,c-CS-s
0.840445,5.534373,0.26942,4.284555,0.275985,1.849289,0.351933,0.975292,1.219274,0.806346,0.198669,0.411834,0.442469,0.36178,0.952909,1.678407,0.414418,2.305363,0.150962,0.156097,0.197859,0.127126,1.597113,1.98721,0.145875,0.730294,0.220629,0.108764,0.125333,0.13948,0,0,c-CS-s
0.886041,5.717712,0.290435,4.497666,0.282288,1.998902,0.332723,1.044119,1.291259,0.847689,0.202105,0.415011,0.465904,0.38865,0.926148,1.578564,0.361649,2.347213,0.153878,0.155039,0.183401,0.128162,1.521701,1.851042,0.141809,0.690387,0.230609,0.108713,0.1186,0.143156,0,0,c-CS-s
0.726999,4.967323,0.27555,4.576825,0.240209,1.591425,0.302781,0.864774,1.030475,0.707648,0.188876,0.400232,0.417149,0.445886,0.814199,1.950057,0.38943,2.000885,0.142938,0.158111,0.206094,0.121634,1.516816,1.951827,0.122519,0.71602,0.210709,0.109496,0.117714,0.141927,0,0,c-CS-s
0.73065,5.070519,0.271872,4.548217,0.23839,1.689829,0.31235,0.86435,1.064786,0.705309,0.195734,0.384016,0.421167,0.447196,0.842102,2.005071,0.368027,2.022946,0.155806,0.151052,0.192761,0.124937,1.527257,1.942254,0.137044,0.719574,0.222807,0.114985,0.124239,0.154982,0,0,c-CS-s
0.780485,5.691898,0.283501,4.806978,0.256062,1.880189,0.334477,0.953873,1.127972,0.774808,0.208989,0.404731,0.462093,0.482791,0.842536,1.989199,0.340109,2.122876,0.165413,0.141505,0.181432,0.122027,1.43665,1.886165,0.134891,0.701517,0.235316,0.115716,0.117051,0.153216,0,0,c-CS-s
0.606139,4.225133,0.281697,4.127109,0.224168,1.52772,0.306122,0.744978,0.877712,0.653704,0.195243,0.363972,0.392255,0.598104,0.751987,2.169068,0.347044,1.736617,0.147061,0.149943,0.189765,0.11213,1.437866,1.889267,0.116933,0.710331,0.221902,0.098943,0.107414,0.147236,0,0,c-CS-s
0.627358,4.412498,0.296211,4.275545,0.220272,1.684599,0.321798,0.777596,0.925209,0.678694,0.204855,0.385435,0.41463,0.659341,0.739568,2.127912,0.33211,1.680604,0.161703,0.145234,0.195665,0.108712,1.396194,1.860056,0.138152,0.712603,0.214694,0.10803,0.115454,0.151207,0,0,c-CS-s
0.683568,4.979651,0.301509,4.48194,0.238257,1.894523,0.335764,0.846023,0.995591,0.722571,0.223843,0.405121,0.460743,0.717144,0.784242,2.15149,0.294967,1.877723,0.179618,0.13705,0.176196,0.113597,1.345547,1.862783,0.133545,0.691595,0.219932,0.119105,0.105918,0.156498,0,0,c-CS-s
0.647749,3.834764,0.294869,3.866806,0.222827,1.624712,0.320209,0.735497,0.873089,0.657592,0.216335,0.369005,0.42911,0.451937,0.712044,2.46231,0.355078,1.682671,0.16126,0.148755,0.188274,0.10558,1.443671,1.916362,0.131768,0.767488,0.228737,0.119972,0.115017,0.153238,0,0,c-CS-s
