@relation 'winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomProjection-N9-R40-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 6 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute quality {3,4,5,6,7,8,9}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
5.46514,-357.536336,-14.730573,-7.084088,36.199862,14.097162,20.542123,-326.86622,0.034641,5,cluster5
32.950188,-215.50384,-16.984837,3.585345,62.353829,9.136568,22.759148,-193.381394,-0.34641,6,cluster3
90.491341,-399.28413,-14.730746,6.737678,117.25984,3.883258,20.888533,-382.442361,0.034641,5,cluster1
105.266947,-396.158298,-13.690303,7.188011,131.462656,1.919112,19.849302,-380.822374,0.259808,5,cluster1
108.731048,-403.070913,-13.690303,7.205331,134.753553,2.11137,19.831982,-387.731524,0.242487,5,cluster1
25.96985,-164.708159,-14.560139,-1.541525,52.134729,12.917635,21.356186,-138.625899,1.03923,4,cluster5
27.707617,-205.513024,-16.641544,-0.181865,54.21319,15.484534,23.694455,-178.326755,0.562917,6,cluster5
49.94663,-320.076581,-13.862122,0.917987,77.769081,7.453015,20.316956,-297.451494,-0.242487,4,cluster1
27.997562,-328.313002,-16.464182,-3.031089,58.196907,14.542299,22.655225,-299.070442,-0.051962,4,cluster5
25.4608,-236.227828,-13.856753,21.667956,53.347165,-13.70745,19.901264,-235.149799,0.017321,6,cluster6
25.4608,-236.227828,-13.856753,21.667956,53.347165,-13.70745,19.901264,-235.149799,0.017321,6,cluster6
112.296128,-349.744013,-14.559273,3.342858,137.178424,8.849048,20.819251,-329.826121,-0.017321,6,cluster1
25.4608,-236.227828,-13.856753,21.667956,53.347165,-13.70745,19.901264,-235.149799,0.017321,6,cluster6
71.45489,-294.276298,-14.905163,-4.797781,99.592921,14.627169,20.351597,-266.232664,-0.34641,6,cluster2
25.4608,-236.227828,-13.856753,21.667956,53.347165,-13.70745,19.901264,-235.149799,0.017321,6,cluster6
33.85224,-279.730362,-15.944221,7.274613,61.661009,5.052392,21.373507,-262.626707,-0.277128,7,cluster3
112.296128,-349.744013,-14.559273,3.342858,137.178424,8.849048,20.819251,-329.826121,-0.017321,6,cluster1
9.288642,-159.089213,-16.293748,-6.928203,40.183579,16.806089,21.82384,-127.409311,-0.450333,6,cluster5
42.183405,-243.98603,-16.290631,7.032126,69.282032,7.188011,22.84575,-224.654957,-0.138564,5,cluster3
7.002162,-170.448175,-14.735076,-2.805922,33.08217,14.689523,21.027097,-143.347469,0.311769,5,cluster5
21.06832,-226.434813,-16.638426,-4.41673,50.922294,16.205067,22.118289,-196.774482,-0.34641,6,cluster5
18.691946,-160.441945,-17.334711,-4.832422,48.843833,17.568191,23.313404,-129.295514,-0.311769,5,cluster5
71.45489,-294.276298,-14.905163,-4.797781,99.592921,14.627169,20.351597,-266.232664,-0.34641,6,cluster2
18.786862,-224.285684,-15.421141,0.744782,47.977807,9.557456,21.390827,-200.27461,-0.311769,6,cluster3
10.020607,-228.1537,-14.903604,1.645448,40.183579,6.945524,20.698007,-205.378617,0.277128,5,cluster3
-3.496491,-239.616585,-20.453268,-4.295486,30.484094,19.215372,25.409185,-207.13128,-0.398372,6,cluster4
35.287244,-206.636952,-18.02528,-3.048409,66.510751,16.393861,24.144788,-176.163597,-0.190526,5,cluster4
68.829274,-381.251056,-15.590882,15.882906,97.341255,-4.738891,21.910443,-372.000519,0,6,cluster1
84.25821,-313.521115,-14.035674,9.439677,109.812021,1.070407,19.485572,-300.733384,-0.277128,5,cluster1
35.123219,-353.464112,-14.551998,14.687791,61.141394,-2.960075,20.628725,-344.136672,-0.051962,7,cluster1
16.532771,-356.097175,-15.943181,-1.887935,44.686911,14.199353,22.222212,-328.651791,-0.069282,6,cluster5
45.649238,-319.300795,-14.210438,-6.218062,77.595876,10.953489,19.710738,-290.346448,0.069282,5,cluster2
38.789105,-212.489898,-14.55806,1.264397,66.164341,8.497441,20.819251,-190.159953,-0.086603,5,cluster3
10.020607,-228.1537,-14.903604,1.645448,40.183579,6.945524,20.698007,-205.378617,0.277128,5,cluster3
18.144964,-233.454468,-15.768591,8.902741,47.631397,1.733783,21.494751,-217.50228,-0.051962,6,cluster3
35.287244,-206.636952,-18.02528,-3.048409,66.510751,16.393861,24.144788,-176.163597,-0.190526,5,cluster4
40.065799,-260.193868,-16.641544,-1.264397,68.242802,14.575208,22.585943,-233.336689,-0.069282,6,cluster5
48.031847,-270.192651,-20.453442,-0.277128,82.965234,14.769197,26.361813,-240.242722,0.242487,7,cluster4
98.18615,-397.518131,-13.687012,15.294009,123.841633,-4.737159,18.827392,-390.443743,-0.398372,5,cluster6
23.164101,-347.879287,-14.38676,-5.005627,51.095499,14.033076,20.074469,-319.86094,-0.086603,5,cluster5
51.409693,-209.496049,-17.508609,-1.628128,80.713568,15.664668,23.503929,-181.237293,-0.294449,8,cluster5
62.151526,-277.249026,-15.42703,-4.08764,90.239847,14.814231,21.47743,-248.948009,-0.155885,6,cluster2
-6.695416,-124.218527,-14.905336,-4.572614,21.82384,14.102358,20.403559,-96.288861,-0.363731,5,cluster5
-3.496491,-239.616585,-20.453268,-4.295486,30.484094,19.215372,25.409185,-207.13128,-0.398372,6,cluster4
45.110917,-257.315546,-16.809899,2.961807,74.30498,9.502031,22.308814,-235.141139,-0.017321,7,cluster2
35.572859,-190.522125,-14.206281,18.307777,62.527034,-9.117515,19.78002,-186.631939,-0.103923,6,cluster6
62.665252,-229.770742,-14.029958,19.10452,89.720232,-9.547064,20.178392,-225.41221,-0.311769,7,cluster6
46.811098,-389.691686,-14.901872,10.045895,73.092544,1.948557,20.975135,-375.51104,0.259808,6,cluster1
77.213439,-251.117576,-14.204202,16.541085,105.481894,-8.3277,19.606815,-245.236224,-0.398372,6,cluster6
45.110917,-257.315546,-16.809899,2.961807,74.30498,9.502031,22.308814,-235.141139,-0.017321,7,cluster2
62.665252,-229.770742,-14.029958,19.10452,89.720232,-9.547064,20.178392,-225.41221,-0.311769,7,cluster6
35.572859,-190.522125,-14.206281,18.307777,62.527034,-9.117515,19.78002,-186.631939,-0.103923,6,cluster6
7.00424,-182.447477,-16.811458,4.76314,37.065887,6.754998,22.256853,-162.195993,-0.207846,7,cluster3
46.786156,-191.497269,-16.987954,-3.152332,75.863825,16.390397,23.001635,-162.204826,-0.32909,6,cluster5
27.751264,-160.647366,-16.987608,-3.516063,57.157677,16.405985,22.984314,-131.02999,-0.34641,7,cluster5
46.237962,-347.98373,-13.864201,8.313844,71.706903,2.137351,19.658777,-333.699507,-0.138564,5,cluster1
-0.066338,-195.789811,-16.815269,0.536936,25.980762,15.555548,23.52125,-169.534345,0.294449,6,cluster5
-0.066338,-195.789811,-16.815269,0.536936,25.980762,15.555548,23.52125,-169.534345,0.294449,6,cluster5
3.923788,-377.877368,-14.557194,-6.720357,34.467811,13.584474,20.45552,-347.661395,0.017321,5,cluster5
91.692345,-298.509257,-13.512421,20.351597,117.779455,-11.409019,18.931315,-297.177657,-0.34641,6,cluster6
46.237962,-347.98373,-13.864201,8.313844,71.706903,2.137351,19.658777,-333.699507,-0.138564,5,cluster1
64.573799,-262.591546,-18.20091,-1.680089,94.050359,17.249494,24.300673,-233.173356,-0.32909,6,cluster2
31.62846,-251.631129,-19.934692,-5.265434,65.817931,19.398969,25.634352,-217.477512,-0.398372,6,cluster4
7.295744,-136.772778,-16.467993,-8.590972,40.183579,16.606903,22.17025,-103.272144,-0.225167,6,cluster5
32.953652,-346.13338,-15.076117,5.12687,61.141394,5.293147,21.304225,-326.785679,-0.207846,5,cluster1
37.019122,-300.713465,-17.852248,-4.243524,68.589212,16.800893,23.642494,-269.633545,-0.069282,6,cluster5
-0.066338,-195.789811,-16.815269,0.536936,25.980762,15.555548,23.52125,-169.534345,0.294449,6,cluster5
1.649952,-136.995519,-16.986915,-9.56092,35.853452,16.934261,21.858481,-103.187966,-0.363731,6,cluster5
53.89432,-314.850637,-16.634789,4.41673,84.87049,6.226723,22.378096,-293.792017,-0.242487,5,cluster2
10.25478,-196.129466,-18.549225,-6.564473,43.64768,18.456733,24.352634,-162.231846,0.017321,8,cluster4
26.308639,-391.235117,-14.204029,13.250189,55.425626,-5.942666,19.537533,-382.645184,0.398372,5,cluster6
25.345099,-239.750473,-17.505838,5.507922,55.772036,7.193207,23.105558,-219.242991,-0.311769,8,cluster3
10.25478,-196.129466,-18.549225,-6.564473,43.64768,18.456733,24.352634,-162.231846,0.017321,8,cluster4
9.114051,-407.506522,-17.334364,-2.927166,37.931913,17.157695,23.486609,-377.943879,-0.173205,6,cluster5
65.977279,-244.191451,-19.932441,6.945524,96.82164,11.060876,26.171288,-221.19328,0.138564,7,cluster2
20.289243,-229.441306,-15.59885,-5.12687,49.536653,15.366755,20.957815,-200.297819,-0.190526,6,cluster5
53.89432,-314.850637,-16.634789,4.41673,84.87049,6.226723,22.378096,-293.792017,-0.242487,5,cluster2
30.242993,-208.722861,-19.588109,-2.442192,62.700239,17.540479,25.339903,-177.766956,-0.277128,7,cluster4
12.072741,-180.699318,-20.281969,0.103923,44.686911,16.154838,25.876839,-151.802475,-0.086603,6,cluster4
30.242993,-208.722861,-19.588109,-2.442192,62.700239,17.540479,25.339903,-177.766956,-0.277128,7,cluster4
17.864892,-211.598931,-16.464355,4.988306,46.592167,7.207063,22.17025,-191.657138,-0.34641,5,cluster3
22.918669,-227.038779,-19.932267,-8.157959,59.582548,19.958421,25.842198,-189.675325,-0.467654,6,cluster4
10.844543,-202.625523,-19.760794,-6.270024,45.552936,19.584298,25.738275,-167.323209,-0.155885,3,cluster4
65.832826,-419.69046,-13.339216,15.67506,92.318308,-7.504976,19.139161,-413.512581,-0.017321,6,cluster6
48.812656,-226.964474,-19.759236,0.311769,82.965234,13.561958,25.391865,-198.583089,0.069282,7,cluster4
25.897624,-188.577032,-20.105646,2.684679,60.448573,11.512942,25.720954,-162.215218,0.121244,7,cluster4
32.223593,-253.067692,-17.330381,2.199705,63.566265,9.825924,23.625173,-228.165305,0.155885,6,cluster3
65.18348,-299.771749,-15.772574,-4.711178,94.743179,15.254171,22.014366,-269.726556,-0.086603,6,cluster2
62.653474,-368.599464,-16.466607,-4.76314,93.184333,15.162373,22.066327,-338.995252,0.017321,5,cluster2
12.072741,-180.699318,-20.281969,0.103923,44.686911,16.154838,25.876839,-151.802475,-0.086603,6,cluster4
43.046312,-228.376442,-17.159774,-0.502295,73.265749,12.862209,22.811109,-202.003543,-0.259808,5,cluster5
38.191027,-254.852917,-21.668648,-1.541525,72.919339,18.513891,27.314441,-222.846696,0.121244,7,cluster4
32.992104,-316.757452,-15.072306,-8.071357,66.337546,13.316007,20.472841,-285.026281,-0.398372,5,cluster5
61.756964,-337.756143,-14.210784,-4.347448,89.893437,12.988649,20.680687,-309.615167,-0.242487,6,cluster1
40.207481,-354.100814,-16.638426,-2.979127,69.974853,15.07577,22.811109,-324.949706,-0.415692,7,cluster5
40.290619,-271.83706,-21.318428,3.308217,76.383441,11.530262,26.794826,-245.266708,0.017321,7,cluster4
38.191027,-254.852917,-21.668648,-1.541525,72.919339,18.513891,27.314441,-222.846696,0.121244,7,cluster4
23.615474,-249.620738,-15.771362,3.897114,50.922294,8.526886,22.256853,-228.304042,0.069282,5,cluster3
91.694597,-404.136124,-14.5494,22.741827,121.243557,-14.085037,18.913995,-404.125385,-0.103923,4,cluster6
54.031845,-314.765074,-16.635828,1.004589,84.87049,9.604222,22.482019,-290.378838,-0.34641,7,cluster2
25.08356,-171.251327,-17.85398,-4.572614,55.772036,17.812411,23.919622,-139.773036,-0.225167,6,cluster5
17.342159,-158.435017,-16.987088,-4.503332,47.111782,16.948117,23.226801,-127.699776,-0.225167,7,cluster5
62.4025,-353.772936,-16.284568,10.426946,94.223564,-0.833116,21.82384,-338.8049,0.225167,5,cluster1
66.225309,-299.12656,-16.462797,6.80696,92.318308,9.155621,23.52125,-278.512384,0.051962,7,cluster2
33.684404,-286.201131,-14.388666,-2.121762,58.370112,14.26517,20.230353,-261.040322,-0.147224,5,cluster5
26.756201,-289.495492,-14.388666,-1.965878,51.268704,14.251314,20.230353,-264.51828,-0.129904,6,cluster5
70.219245,-318.977768,-19.414384,-3.39482,102.710613,18.226371,25.443826,-286.858964,-0.277128,7,cluster2
85.967917,-287.725509,-14.213902,-4.78046,112.583302,14.951063,19.485572,-260.503213,-0.987269,5,cluster2
33.733248,-209.140112,-16.115174,-0.987269,61.314599,14.831551,22.863071,-181.368063,-0.207846,6,cluster5
33.627074,-300.198007,-14.55858,-4.139601,61.141394,14.590796,19.849302,-272.608516,-0.814064,6,cluster5
136.182148,-406.21649,-15.943874,6.495191,163.505596,6.173029,22.274173,-387.565074,-0.173205,6,cluster1
98.216807,-385.555376,-13.864201,5.663806,124.534453,3.526455,19.970546,-368.700789,0.225167,6,cluster1
96.103012,-441.65373,-14.384509,6.703037,121.589967,4.562222,20.12643,-425.480186,-0.294449,6,cluster1
94.509699,-425.890163,-14.21113,6.910883,120.204326,3.694464,20.12643,-410.032198,-0.121244,6,cluster1
38.805906,-298.1819,-14.55858,-3.966396,66.337546,14.445304,19.745379,-270.831432,-0.848705,6,cluster5
33.627074,-300.198007,-14.55858,-4.139601,61.141394,14.590796,19.849302,-272.608516,-0.814064,6,cluster5
118.999512,-418.492227,-14.732131,-8.556331,150.861625,14.169908,19.918584,-387.240488,-0.294449,6,cluster1
10.312284,-156.906829,-15.425991,-4.156922,38.451528,15.370219,21.858481,-127.617157,-0.363731,5,cluster5
44.316772,-322.238873,-17.500122,7.395857,74.30498,6.358359,23.555891,-302.615776,-0.051962,7,cluster2
42.281092,-230.05272,-19.587763,-0.051962,75.34421,14.085037,25.184019,-202.093956,-0.103923,8,cluster4
64.398169,-287.616909,-13.163067,17.37247,91.798693,-10.122105,18.532944,-283.405601,-0.34641,7,cluster6
21.281015,-264.767175,-14.555116,10.825318,49.536653,-2.009179,20.4382,-252.440516,0.034641,5,cluster3
80.106137,-337.546738,-14.550439,15.276688,109.812021,-7.340431,19.624136,-329.933682,-0.363731,6,cluster6
64.398169,-287.616909,-13.163067,17.37247,91.798693,-10.122105,18.532944,-283.405601,-0.34641,7,cluster6
21.813101,-251.475071,-17.158042,-5.698447,53.86678,16.858051,22.897712,-219.209736,0.051962,5,cluster5
40.194837,-301.973532,-14.555289,3.273576,67.549981,6.670128,20.45552,-282.074,0.138564,5,cluster1
21.813101,-251.475071,-17.158042,-5.698447,53.86678,16.858051,22.897712,-219.209736,0.051962,5,cluster5
80.106137,-337.546738,-14.550439,15.276688,109.812021,-7.340431,19.624136,-329.933682,-0.363731,6,cluster6
20.04641,-255.186856,-14.213555,-2.182384,45.379731,13.312543,20.247674,-229.995216,-0.086603,6,cluster5
64.398169,-287.616909,-13.163067,17.37247,91.798693,-10.122105,18.532944,-283.405601,-0.34641,7,cluster6
21.281015,-264.767175,-14.555116,10.825318,49.536653,-2.009179,20.4382,-252.440516,0.034641,5,cluster3
-0.079328,-255.34378,-16.984144,2.546115,29.444864,10.283186,23.209481,-231.604984,-0.207846,6,cluster3
7.314104,-293.673025,-16.466953,-1.974538,35.680247,14.904297,22.291494,-266.24704,-0.051962,6,cluster5
30.018173,-276.111415,-19.934173,-5.057588,63.73947,19.094128,24.820288,-243.538468,-0.433013,6,cluster4
25.324488,-324.154867,-19.241179,-4.572614,58.370112,17.912869,24.716365,-292.160771,-0.121244,7,cluster5
74.456881,-265.37322,-13.340775,11.483497,101.151767,-2.78687,18.273136,-255.125368,-0.744782,5,cluster6
65.545479,-284.647481,-20.277638,7.482459,100.458947,6.55408,26.25789,-262.680574,0.155885,8,cluster2
25.324488,-324.154867,-19.241179,-4.572614,58.370112,17.912869,24.716365,-292.160771,-0.121244,7,cluster5
30.018173,-276.111415,-19.934173,-5.057588,63.73947,19.094128,24.820288,-243.538468,-0.433013,6,cluster4
50.976334,-284.902959,-18.02857,-2.73664,80.713568,16.766252,23.781058,-255.912585,-0.225167,7,cluster2
39.630535,-226.201159,-20.627513,-6.010216,74.9978,19.845838,25.842198,-191.604137,-0.32909,7,cluster4
29.220044,-223.245414,-20.455174,-4.035678,62.700239,19.71247,26.171288,-189.987267,-0.017321,7,cluster4
8.022859,-165.954716,-17.680775,-2.528794,37.412297,16.811285,23.971583,-136.357432,-0.242487,6,cluster5
12.35645,-200.853808,-15.079234,-6.235383,42.26204,14.440108,20.940494,-170.948219,-0.294449,6,cluster5
78.057641,-346.627361,-15.074731,8.608293,106.521125,0.956092,20.542123,-332.059428,-0.155885,6,cluster1
7.834066,-166.328839,-16.120197,-2.476833,34.987426,16.095948,22.447378,-138.096411,-0.225167,6,cluster5
-1.726855,-202.800633,-18.371863,1.36832,29.271659,12.297561,23.400006,-178.060019,0.294449,4,cluster4
-1.761496,-202.989426,-18.371863,1.229756,29.271659,12.434393,23.417327,-178.061751,0.32909,4,cluster4
78.057641,-346.627361,-15.074731,8.608293,106.521125,0.956092,20.542123,-332.059428,-0.155885,6,cluster1
34.145996,-252.724919,-17.157349,2.078461,64.951905,10.054555,23.296083,-228.127026,0.086603,6,cluster3
29.397232,-236.429265,-20.10478,5.386678,62.873444,9.89867,26.050044,-212.449022,0.069282,7,cluster4
57.595019,-309.87688,-19.75837,2.667358,90.586257,12.488086,25.703634,-283.437124,-0.086603,6,cluster2
59.34491,-314.878523,-18.199004,0.242487,91.452283,11.705199,23.86766,-288.827786,-0.086603,5,cluster2
73.698762,-300.441533,-15.943528,0.129904,105.655099,7.603703,21.47743,-276.539232,-0.233827,6,cluster2
69.964287,-325.840499,-18.023894,7.309254,100.285742,6.699573,24.162109,-305.925033,-0.34641,5,cluster2
52.31798,-388.130416,-14.902912,4.312807,80.367157,5.824887,21.044417,-368.308133,-0.398372,6,cluster1
87.460252,-302.692853,-16.116386,5.45596,118.125865,4.027018,21.979725,-283.485102,-0.277128,6,cluster2
90.257168,-395.603869,-14.376022,22.326135,119.511506,-13.800981,18.688828,-395.475697,-0.207846,5,cluster6
12.392477,-228.8822,-16.809899,-4.555294,43.128065,15.865585,22.672545,-198.484016,-0.536936,7,cluster5
38.018515,-214.779496,-20.45552,-2.823243,70.667673,19.248281,26.050044,-182.968651,-0.277128,8,cluster4
24.864975,-277.864597,-14.729706,-8.798818,56.638061,14.550959,19.520213,-246.738951,-0.779423,5,cluster5
21.555026,-257.814377,-16.290284,-7.672985,54.039985,16.08036,21.286904,-225.791529,-0.917987,6,cluster5
7.837357,-195.576422,-16.116906,-7.984754,40.529989,15.642151,21.061738,-163.668236,-0.658179,6,cluster5
48.033233,-252.103459,-15.420448,21.001116,73.092544,-6.800031,22.326135,-247.610519,0.493634,6,cluster2
46.873971,-226.428058,-16.813537,1.576166,74.9978,11.952883,22.880391,-202.323799,0.017321,6,cluster3
10.814579,-311.31223,-16.465221,-8.85078,44.340501,16.36788,21.598674,-277.983416,-0.502295,5,cluster5
8.789985,-354.445318,-14.90447,-7.794229,40.183579,14.469552,20.403559,-323.236881,-0.173205,5,cluster5
64.753239,-311.344273,-14.384162,5.646486,90.759462,5.45596,20.074469,-293.816958,-0.155885,6,cluster1
93.179137,-297.287469,-15.593653,8.487049,123.148812,0.720533,21.269584,-281.771757,-0.277128,6,cluster1
51.161663,-361.082017,-17.678696,-4.511992,82.965234,15.898494,23.53857,-330.404626,-0.00866,6,cluster5
19.126517,-337.279309,-16.986742,-3.689268,48.497423,16.542817,22.793789,-307.771052,-0.32909,5,cluster5
26.921612,-196.211565,-16.11985,-2.788602,54.386395,16.135785,22.551302,-167.536425,-0.277128,6,cluster5
88.240194,-422.008117,-13.517791,6.027537,113.276123,4.229668,18.844713,-406.171977,-0.484974,5,cluster1
-10.38988,-231.652442,-20.453095,-4.970986,23.555891,19.894336,25.426506,-198.519696,-0.398372,6,cluster4
7.553474,-227.437324,-21.146608,1.662769,42.088835,14.743216,27.071954,-198.577893,0.103923,6,cluster4
32.184968,-290.899665,-15.775519,-0.606218,57.330882,15.853461,22.135609,-264.534388,0.017321,6,cluster5
51.60195,-308.191768,-17.333672,-1.489564,80.020747,16.050915,23.417327,-280.289815,-0.103923,5,cluster2
19.109197,-345.794071,-16.986742,-3.793191,48.324218,16.709094,22.655225,-316.420914,-0.32909,6,cluster5
27.489552,-231.001711,-20.453615,-3.256256,61.834214,18.39438,25.980762,-198.408325,-0.277128,7,cluster4
42.566534,-308.135649,-14.210091,6.304665,68.416007,4.950201,19.468251,-291.534981,-0.866025,6,cluster1
59.292949,-318.888221,-16.466953,-3.325538,87.988181,15.628294,22.256853,-290.481895,-0.121244,6,cluster2
3.325884,-170.332994,-18.549918,-0.450333,31.523325,18.068754,24.87225,-141.488113,0.069282,6,cluster4
19.579102,-209.082781,-14.732824,-5.646486,49.190243,13.142802,19.849302,-181.200227,-0.415692,5,cluster5
26.472665,-215.72,-14.732824,-5.265434,55.945241,12.903779,19.901264,-188.159607,-0.34641,5,cluster5
27.794566,-205.11777,-13.514846,9.612882,53.347165,0.19399,19.883943,-191.798993,-0.294449,6,cluster3
104.859049,-365.721835,-14.375329,21.494751,133.194707,-12.592009,19.572174,-364.441503,-0.831384,7,cluster6
86.916042,-345.587437,-20.107378,-4.676537,120.897146,18.959028,25.201339,-312.868998,-0.311769,8,cluster2
24.858047,-222.620837,-19.759582,-7.534421,60.621778,19.766164,25.58239,-186.264397,-0.450333,6,cluster4
87.788995,-353.594708,-15.770323,0.796743,113.795738,13.480551,22.15293,-328.746707,-0.051962,6,cluster1
47.638499,-302.2323,-17.677137,4.76314,79.327927,7.323111,23.781058,-280.03122,-0.121244,8,cluster2
53.374185,-455.055473,-15.596078,5.490601,80.886773,6.360091,21.598674,-436.032706,-0.207846,5,cluster1
53.374185,-455.055473,-15.596078,5.490601,80.886773,6.360091,21.598674,-436.032706,-0.207846,5,cluster1
46.100091,-215.382423,-16.981199,12.678612,78.635107,-2.932362,22.741827,-202.232347,0.536936,6,cluster3
70.723445,-240.733931,-15.601967,-5.144191,99.073306,16.142714,21.858481,-210.811714,-0.277128,6,cluster2
5.288124,-291.777642,-16.293229,-3.498743,35.680247,13.962062,22.308814,-262.911629,0.536936,5,cluster5
46.100091,-215.382423,-16.981199,12.678612,78.635107,-2.932362,22.741827,-202.232347,0.536936,6,cluster3
74.388811,-323.326428,-15.244818,16.558406,101.498177,-4.5016,21.702597,-314.795731,-0.103923,6,cluster1
68.521316,-318.798154,-19.414904,-3.308217,100.978562,18.011596,25.443826,-286.934654,-0.242487,8,cluster2
41.397746,-231.06597,-20.280583,-4.191563,74.9978,19.98267,26.396454,-196.871823,0.034641,8,cluster4
59.466154,-307.331978,-19.41144,4.970986,91.798693,10.203511,25.409185,-283.435912,0.121244,7,cluster2
41.125122,-306.880259,-18.890439,2.771281,74.824595,9.718537,24.785647,-281.687926,-0.086603,7,cluster2
47.638499,-302.2323,-17.677137,4.76314,79.327927,7.323111,23.781058,-280.03122,-0.121244,8,cluster2
9.080103,-140.219212,-16.294441,-8.642934,41.91563,16.451019,21.979725,-106.771233,-0.069282,4,cluster5
16.665273,-242.667766,-20.452576,-0.415692,51.961524,15.044593,26.032724,-212.411263,0.311769,7,cluster4
48.359898,-254.338498,-20.281276,1.818653,80.540363,15.126,26.431095,-226.357563,0.069282,7,cluster4
87.788995,-353.594708,-15.770323,0.796743,113.795738,13.480551,22.15293,-328.746707,-0.051962,6,cluster1
53.374185,-455.055473,-15.596078,5.490601,80.886773,6.360091,21.598674,-436.032706,-0.207846,5,cluster1
60.388817,-338.935496,-13.864201,-4.226204,87.988181,12.695932,20.299635,-311.311018,-0.294449,5,cluster1
47.459405,-280.521736,-18.029436,-5.871652,78.981517,18.151892,23.365365,-248.758349,-0.381051,5,cluster2
81.198542,-334.407049,-13.683201,20.161071,107.906765,-11.015843,19.43361,-331.930217,-0.32909,6,cluster6
59.591728,-307.223724,-14.384162,6.304665,85.390105,4.972718,20.10911,-290.351125,-0.190526,6,cluster1
40.947586,-209.337219,-19.067974,-1.333679,72.399724,16.492588,25.114737,-179.646751,0.051962,8,cluster4
36.376877,-258.712619,-16.987608,-2.684679,64.951905,16.437162,23.036276,-229.864273,-0.225167,7,cluster5
80.324029,-295.922439,-16.46297,5.43864,107.73356,8.480121,23.19216,-275.013468,-0.242487,6,cluster2
80.132984,-350.302426,-16.636694,5.923614,107.38715,8.681039,23.348045,-329.527516,-0.259808,7,cluster2
54.456717,-229.7555,-17.856405,-2.701999,83.831259,17.216585,23.694455,-200.399318,-0.138564,7,cluster5
10.693682,-195.089543,-14.732824,-3.39482,37.931913,13.664149,21.096379,-167.809742,0.277128,4,cluster5
47.459405,-280.521736,-18.029436,-5.871652,78.981517,18.151892,23.365365,-248.758349,-0.381051,5,cluster2
44.622305,-272.419203,-15.774306,-3.533384,72.226519,15.595385,22.204891,-243.80122,-0.259808,7,cluster5
20.700432,-196.382692,-17.162199,-4.693858,50.229473,17.724076,23.053596,-165.615927,-0.467654,6,cluster5
18.750836,-223.618498,-13.690476,-0.658179,46.072551,8.681039,19.676097,-200.595386,0.051962,5,cluster3
81.198542,-334.407049,-13.683201,20.161071,107.906765,-11.015843,19.43361,-331.930217,-0.32909,6,cluster6
57.258828,-326.186043,-14.378793,17.822803,85.56331,-8.98588,19.468251,-321.6356,0.294449,5,cluster6
23.060698,-231.252858,-16.291497,-3.75855,53.000755,14.822891,22.274173,-202.054292,-0.190526,6,cluster5
51.501492,-302.023935,-19.062258,7.378536,85.390105,5.036804,24.785647,-281.677187,-0.259808,7,cluster2
48.978933,-335.304252,-14.725896,1.02191,82.618824,2.764353,19.277725,-314.336045,-0.588897,6,cluster1
48.978933,-335.304252,-14.725896,1.02191,82.618824,2.764353,19.277725,-314.336045,-0.588897,6,cluster1
21.408494,-240.751252,-19.762353,-1.437602,53.52037,16.935993,25.668993,-210.759753,-0.190526,7,cluster4
33.759575,-255.004471,-17.682333,-1.593487,62.700239,16.433698,23.815699,-226.38441,-0.034641,7,cluster5
-8.100975,-262.596396,-18.025626,-3.08305,22.343455,16.961974,23.296083,-233.185827,-0.242487,6,cluster5
-1.189919,-266.037808,-18.025453,-3.048409,29.271659,16.939457,23.278763,-236.655298,-0.225167,6,cluster5
61.681447,-259.861661,-17.507916,-2.892525,91.625488,16.407717,23.85034,-229.910346,-0.034641,7,cluster2
-8.431623,-249.127796,-16.295134,-4.226204,20.611405,15.910619,22.308814,-219.703717,0.450333,6,cluster5
42.631313,-284.182426,-19.064337,9.283792,74.30498,5.882045,25.478467,-264.51395,0.103923,7,cluster2
21.238407,-193.814753,-19.586031,6.876242,51.441909,11.138819,25.859519,-171.007108,0.225167,7,cluster4
33.48747,-183.893566,-14.040004,0.311769,59.928958,9.621542,20.282315,-160.871147,0.69282,6,cluster3
26.209912,-207.173542,-16.467819,-3.810512,55.598831,16.201603,22.256853,-177.497622,-0.34641,6,cluster5
-9.76357,-261.002736,-18.025453,-3.013768,20.4382,17.18714,23.434647,-231.47127,-0.294449,6,cluster5
29.731691,-267.086391,-14.730053,-1.385641,55.772036,14.060788,21.373507,-240.317893,0.069282,5,cluster5
6.583006,-228.908354,-22.013153,4.867063,39.144348,15.243779,27.868697,-202.47622,0.623538,7,cluster4
3.75855,-179.468176,-21.494751,-0.173205,37.412297,18.144964,27.435685,-148.426362,0.155885,6,cluster4
2.618514,-280.235775,-17.854326,-4.711178,33.428581,17.608029,23.781058,-248.975029,-0.190526,7,cluster5
