@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute quality {3,4,5,6,7,8,9}

@data
-0.000074,0.016371,0.052879,0.079383,0.037667,0.025956,-0.020107,0.042211,0.004633,0.030549,-0.028214,6
-0.011843,0.036655,0.038785,0.081724,0.053562,0.034896,-0.022772,0.051199,0.034368,0.026774,-0.015399,6
-0.010179,0.028432,0.036094,0.083094,0.051351,0.042118,-0.033063,0.048608,0.015826,0.020086,-0.016838,6
-0.001992,0.057853,0.034521,0.109807,0.062399,0.054372,0.00661,0.055388,0.012439,0.028328,-0.026294,6
-0.011262,0.040533,0.037643,0.08351,0.056405,0.04451,-0.009391,0.049863,0.025336,0.025438,-0.009742,7
-0.04094,-0.000805,0.020774,0.098817,0.049363,0.040742,0.006275,0.010603,-0.001159,0.054519,-0.020833,5
-0.012493,0.020749,0.024981,0.096515,0.049217,0.02953,-0.005438,0.046515,-0.017948,0.036433,-0.019234,7
0.007828,0.040686,0.032866,0.122795,0.03216,0.035033,0.018698,0.04753,0.028956,0.048305,-0.041866,7
0.008172,0.040363,0.027567,0.118842,0.042922,0.045328,0.006502,0.061357,0.017465,0.062341,-0.02968,7
-0.012493,0.020749,0.024981,0.096515,0.049217,0.02953,-0.005438,0.046515,-0.017948,0.036433,-0.019234,7
0.008172,0.040363,0.027567,0.118842,0.042922,0.045328,0.006502,0.061357,0.017465,0.062341,-0.02968,7
0.007828,0.040686,0.032866,0.122795,0.03216,0.035033,0.018698,0.04753,0.028956,0.048305,-0.041866,7
-0.017336,0.029696,0.001009,0.114332,0.046736,0.03084,-0.000984,0.037888,-0.026032,0.019411,-0.027859,5
-0.010083,0.0546,0.036647,0.104114,0.045789,0.049337,-0.029623,0.039364,0.006008,0.049118,-0.008975,6
-0.009402,0.016607,0.05426,0.080277,0.044909,0.026049,-0.012295,0.051935,0.005786,0.043562,-0.00766,5
-0.009363,0.036207,0.007231,0.10689,0.060962,0.042876,-0.016361,0.063713,0.000722,0.061766,-0.0632,6
-0.010852,0.036318,0.01588,0.085675,0.051202,0.021103,-0.021907,0.060818,-0.010598,0.027416,-0.032029,7
-0.007898,0.046531,0.049481,0.087579,0.042158,0.035835,-0.027337,0.037477,0.017241,0.062613,-0.025155,5
0.008071,0.031381,0.027645,0.094746,0.046327,0.022934,-0.02646,0.034114,0.003832,0.033276,-0.034373,6
0.002795,0.058413,0.017932,0.102904,0.0404,0.024012,-0.036796,0.052595,0.008702,0.03563,-0.041868,7
-0.006323,0.034943,0.033064,0.096208,0.044097,0.045076,-0.01817,0.013752,0.004196,0.05686,-0.016013,5
-0.005165,0.038223,0.047075,0.094655,0.048303,0.029996,0.008586,0.043895,-0.000264,0.026141,-0.034281,6
0.000656,0.047306,0.056051,0.097084,0.043704,0.061748,0.015798,0.055156,-0.021584,0.035375,-0.041167,6
-0.040261,0.032501,0.014712,0.090677,0.050487,0.016153,-0.013047,0.045273,0.005475,0.063816,-0.024824,5
-0.040276,0.03153,0.015214,0.091125,0.051886,0.016403,-0.010961,0.043556,0.006672,0.064123,-0.025598,6
-0.012695,0.03185,0.022028,0.08902,0.041633,0.020332,-0.035969,0.047467,0.010575,0.039467,-0.025458,6
-0.037572,-0.000007,0.016294,0.09867,0.04847,0.029583,0.006664,0.016595,-0.003273,0.055111,-0.02552,5
-0.004033,0.043852,0.04116,0.099465,0.051879,0.057012,-0.003556,0.057789,0.014185,0.048138,-0.018005,7
-0.018083,0.012059,0.019275,0.088655,0.043095,0.025563,-0.010371,0.042729,-0.028344,0.034921,-0.018194,5
0.009918,0.029086,0.029683,0.110398,0.060566,0.050597,0.00405,0.072414,0.0252,0.06208,-0.024994,7
0.005312,0.036172,0.029312,0.106041,0.053437,0.042178,0.000303,0.062779,0.024478,0.050169,-0.024185,7
0.012506,0.030417,0.023013,0.104492,0.050847,0.025805,-0.010059,0.043455,0.032956,0.041293,-0.024368,6
0.013451,0.030314,0.023136,0.104897,0.050439,0.026443,-0.011263,0.042863,0.033052,0.041897,-0.024503,6
0.01127,0.029532,0.029694,0.110593,0.059981,0.051655,0.002609,0.071824,0.023111,0.064637,-0.023727,7
-0.004033,0.043852,0.04116,0.099465,0.051879,0.057012,-0.003556,0.057789,0.014185,0.048138,-0.018005,7
-0.001285,0.027906,0.04424,0.099466,0.05661,0.075145,-0.008211,0.059845,0.010366,0.060521,-0.021905,7
-0.037572,-0.000007,0.016294,0.09867,0.04847,0.029583,0.006664,0.016595,-0.003273,0.055111,-0.02552,5
-0.015963,0.043623,0.052575,0.0793,0.039992,0.028111,-0.011439,0.049904,0.013443,0.036778,0.002368,5
0.012001,0.029554,0.045155,0.099784,0.047244,0.032838,-0.00801,0.039451,0.017228,0.052422,-0.016415,6
0.002639,0.038144,0.05428,0.093134,0.021954,0.014847,0.006551,0.050857,-0.005192,0.047481,-0.032301,6
-0.011991,0.040973,0.03583,0.088859,0.052832,0.04368,-0.0137,0.04338,0.022662,0.032958,-0.013889,7
0.002639,0.038144,0.05428,0.093134,0.021954,0.014847,0.006551,0.050857,-0.005192,0.047481,-0.032301,6
-0.001586,0.028565,0.035752,0.09007,0.038681,0.020778,-0.010645,0.036836,0.009428,0.032928,-0.018619,6
-0.014668,0.036671,0.038465,0.092293,0.050496,0.057057,-0.019743,0.047838,0.023055,0.043432,-0.01615,7
-0.013937,0.034522,0.042509,0.094405,0.050241,0.052753,-0.00836,0.044527,0.029666,0.038572,-0.027566,7
-0.009712,0.040184,0.029159,0.092286,0.040036,0.024721,-0.016683,0.048752,0.005998,0.027759,-0.018883,6
0.00102,0.039788,0.026441,0.102088,0.04115,0.02249,-0.004431,0.04637,-0.037141,0.030701,-0.002013,5
-0.015951,0.032646,0.034302,0.095286,0.053776,0.042911,0.003337,0.049017,0.031773,0.040195,-0.030367,6
-0.009895,0.030977,0.034691,0.098669,0.037518,0.041453,-0.020068,0.03503,-0.007212,0.034934,-0.019499,5
0.017466,0.054204,0.040984,0.11561,0.02,0.040893,-0.023955,0.049003,0.004916,0.077729,-0.003268,5
0.018088,0.054758,0.040243,0.11602,0.019028,0.042871,-0.025954,0.047547,0.003994,0.078432,-0.004768,5
-0.006578,0.055327,0.026419,0.098445,0.060098,0.051795,-0.017824,0.049382,0.007852,0.028875,0.005204,7
-0.009895,0.030977,0.034691,0.098669,0.037518,0.041453,-0.020068,0.03503,-0.007212,0.034934,-0.019499,5
-0.00464,0.03809,0.029887,0.103805,0.043856,0.044312,-0.003721,0.053672,0.005378,0.044604,-0.016534,6
-0.01062,0.027813,0.047313,0.080524,0.046381,0.050904,-0.009582,0.06012,-0.005444,0.032692,-0.019494,8
-0.021982,0.062244,0.024493,0.099639,0.044172,0.030777,-0.005,0.068777,0.000806,0.039905,-0.045017,7
0.02215,0.069704,0.034595,0.065909,0.105749,0.016471,-0.008201,0.012743,-0.005913,0.058811,-0.032401,6
-0.009208,0.048877,0.029034,0.110108,0.03971,0.019942,0.007379,0.052495,0.006362,0.067647,-0.021522,6
0.017466,0.054204,0.040984,0.11561,0.02,0.040893,-0.023955,0.049003,0.004916,0.077729,-0.003268,5
0.018088,0.054758,0.040243,0.11602,0.019028,0.042871,-0.025954,0.047547,0.003994,0.078432,-0.004768,5
-0.02843,0.048331,0.010998,0.095828,0.046133,0.013394,-0.013549,0.048564,-0.004616,0.057935,-0.020312,6
-0.02843,0.048331,0.010998,0.095828,0.046133,0.013394,-0.013549,0.048564,-0.004616,0.057935,-0.020312,6
-0.001051,0.025843,0.049624,0.0925,0.052502,0.044971,-0.004629,0.035243,0.022731,0.023044,-0.007508,5
-0.001051,0.025843,0.049624,0.0925,0.052502,0.044971,-0.004629,0.035243,0.022731,0.023044,-0.007508,5
-0.008714,0.01066,0.057541,0.078012,0.046238,0.04006,-0.016657,0.050074,-0.00729,0.026455,-0.019521,5
-0.021538,0.057627,0.044804,0.105615,0.059658,0.059287,-0.019221,0.033264,0.005391,0.012359,-0.041381,6
-0.005427,0.046921,0.027382,0.105668,0.054678,0.059818,-0.023298,0.064915,0.0057,0.052376,-0.043409,8
0.002062,0.048194,0.029632,0.108086,0.040674,0.042878,0.007674,0.060622,0.000732,0.040022,-0.014206,6
-0.031727,0.024576,0.025184,0.10169,0.042413,0.017139,0.020345,0.035482,-0.014302,0.035537,-0.007028,5
-0.031998,0.023069,0.026119,0.100354,0.041599,0.015851,0.022307,0.035881,-0.012076,0.034481,-0.004408,5
-0.031998,0.023069,0.026119,0.100354,0.041599,0.015851,0.022307,0.035881,-0.012076,0.034481,-0.004408,5
-0.031727,0.024576,0.025184,0.10169,0.042413,0.017139,0.020345,0.035482,-0.014302,0.035537,-0.007028,5
0.003195,0.049069,0.02138,0.105284,0.049162,0.055448,-0.010524,0.05687,0.010634,0.033005,-0.047664,7
0.014039,0.028831,0.026715,0.105211,0.060005,0.038761,-0.014741,0.045618,0.034359,0.046859,-0.025695,6
0.011804,0.029552,0.027825,0.102874,0.059392,0.036007,-0.01392,0.046485,0.034454,0.046325,-0.024975,6
0.00074,0.04437,0.029921,0.089974,0.046766,0.017782,-0.006667,0.043098,0.020333,0.03984,-0.021288,6
-0.002061,0.009292,0.029074,0.081562,0.064097,0.039377,-0.024118,0.026588,-0.022826,0.043248,-0.028044,5
-0.01332,0.035899,0.029135,0.090471,0.052602,-0.002262,-0.010073,0.038077,-0.013892,0.063669,-0.020247,5
-0.003386,0.044919,0.042871,0.083018,0.044727,0.043195,-0.040733,0.059306,-0.000215,0.040706,-0.015887,6
-0.004959,0.063707,0.035812,0.102855,0.04872,0.047631,0.00013,0.057363,0.007189,0.033486,-0.027578,5
-0.003783,0.054866,0.048342,0.081831,0.040254,0.027939,-0.036078,0.032221,0.014547,0.04976,-0.023136,5
-0.0056,0.015882,0.051015,0.080281,0.053793,0.051814,-0.003083,0.063409,0.000835,0.037345,-0.029261,8
0.026838,0.04033,0.054039,0.094909,0.055542,0.056631,-0.028707,0.006088,-0.001274,0.031946,-0.025756,4
0.014274,0.032158,0.017756,0.09896,0.048239,0.028759,-0.042676,0.044737,0.009291,0.031919,-0.007182,6
0.014274,0.032158,0.017756,0.09896,0.048239,0.028759,-0.042676,0.044737,0.009291,0.031919,-0.007182,6
-0.02873,0.053892,0.027833,0.095115,0.039019,0.033922,-0.021396,0.053795,0.000684,0.053148,-0.023286,6
-0.00716,0.014085,0.047492,0.080082,0.044793,0.031644,0.003708,0.044319,-0.015883,0.015043,-0.012665,5
-0.00716,0.014085,0.047492,0.080082,0.044793,0.031644,0.003708,0.044319,-0.015883,0.015043,-0.012665,5
-0.003545,0.048029,0.025246,0.098244,0.049776,0.038991,-0.021129,0.059991,0.00392,0.026537,-0.023268,6
0.001505,0.01679,0.050203,0.083083,0.046422,0.037981,-0.023191,0.048076,0.003354,0.037403,-0.004409,5
-0.013498,0.029495,0.042012,0.089673,0.056079,0.04245,-0.014107,0.061594,0.024746,0.038662,-0.012179,6
-0.012725,0.034983,0.043512,0.087465,0.052848,0.042926,-0.018422,0.066838,0.022986,0.029095,-0.005925,6
-0.009918,0.033087,0.043937,0.086823,0.054749,0.043354,-0.008745,0.060503,0.02096,0.036395,-0.012223,7
0.006273,0.034769,0.036336,0.088831,0.038889,0.02213,-0.022404,0.045812,-0.006498,0.021941,-0.031999,5
-0.004979,0.033156,0.028352,0.087281,0.050413,0.03458,-0.05246,0.053223,0.01101,0.051699,-0.026352,5
-0.000343,0.029904,0.027852,0.084083,0.051026,0.035655,-0.049204,0.05461,0.011451,0.047988,-0.029304,5
-0.013318,0.045776,0.034826,0.087158,0.056648,0.042712,-0.01616,0.059305,0.013012,0.052192,-0.012179,7
0.003566,0.024009,0.044568,0.084111,0.046166,0.028831,-0.023503,0.045826,-0.00645,0.033745,0.002272,4
-0.011153,0.00515,0.047545,0.080533,0.061409,0.04087,-0.009191,0.056011,0.009084,0.036276,-0.025739,6
0.000222,0.025549,0.045103,0.083167,0.04947,0.035295,-0.01462,0.049356,0.000399,0.027939,-0.006617,5
0.001933,0.026276,0.04305,0.083332,0.050496,0.035754,-0.014879,0.049851,-0.000866,0.027295,-0.004602,5
-0.006103,0.028433,0.04643,0.082779,0.046382,0.024205,-0.015091,0.037577,0.009591,0.043151,-0.00611,5
-0.028106,0.056979,-0.008002,0.106651,0.057041,0.029667,-0.008501,0.039443,-0.022483,0.043249,0.006611,4
-0.002468,0.01115,0.049777,0.075742,0.046139,0.016028,0.012223,0.046533,0.014437,0.02818,-0.019722,6
0.001982,0.040142,0.026563,0.092833,0.04002,0.022424,-0.053903,0.057563,0.004455,0.046368,-0.024517,5
0.010246,0.025441,0.033572,0.088314,0.051351,0.018916,-0.017328,0.045888,-0.01375,0.029671,-0.016779,7
0.010246,0.025441,0.033572,0.088314,0.051351,0.018916,-0.017328,0.045888,-0.01375,0.029671,-0.016779,7
0.010246,0.025441,0.033572,0.088314,0.051351,0.018916,-0.017328,0.045888,-0.01375,0.029671,-0.016779,7
0.010246,0.025441,0.033572,0.088314,0.051351,0.018916,-0.017328,0.045888,-0.01375,0.029671,-0.016779,7
-0.010803,0.029159,0.055586,0.077422,0.048433,0.035448,-0.012991,0.049057,-0.003689,0.029788,-0.010975,6
-0.026832,0.027227,0.024803,0.082351,0.067135,0.039292,-0.015017,0.057674,0.025879,0.047729,-0.056808,7
0.005912,0.037412,0.034391,0.116392,0.048644,0.052059,0.004728,0.063857,0.011779,0.049343,-0.031589,6
0.007589,0.037135,0.037174,0.118916,0.036688,0.044662,0.015772,0.048562,0.020337,0.036723,-0.041378,6
0.011231,0.049124,0.03909,0.103008,0.043385,0.04473,-0.016731,0.039874,0.013231,0.036469,-0.013545,5
0.01853,0.032839,0.030094,0.098947,0.061431,0.045949,-0.01527,0.057542,0.018764,0.057518,-0.007873,5
-0.013193,-0.009339,0.035129,0.08548,0.048007,0.019685,-0.018887,0.033296,0.05964,0.087111,-0.043531,4
-0.007265,0.055133,0.045137,0.095262,0.032208,0.028695,-0.002048,0.035356,0.010769,0.039719,-0.012526,5
-0.001683,0.015476,0.047932,0.095433,0.061496,0.066019,-0.000875,0.070944,0.002705,0.03223,-0.037829,7
0.023627,0.041905,0.050613,0.092055,0.058184,0.060084,-0.036985,0.008191,0.001603,0.036289,-0.018968,4
-0.007265,0.055133,0.045137,0.095262,0.032208,0.028695,-0.002048,0.035356,0.010769,0.039719,-0.012526,5
-0.003701,0.020952,0.031017,0.084383,0.060375,0.031427,-0.008746,0.046483,0.018804,0.024312,-0.01343,6
0.002624,0.048105,0.041829,0.097867,0.044188,0.033213,-0.012375,0.02951,0.02729,0.028616,-0.02126,5
0.006477,0.037344,0.006606,0.107458,0.072781,0.053139,-0.030189,0.076558,0.019233,0.039808,-0.026477,6
-0.003701,0.020952,0.031017,0.084383,0.060375,0.031427,-0.008746,0.046483,0.018804,0.024312,-0.01343,6
0.000224,0.038023,0.032967,0.084646,0.055532,0.02699,-0.019365,0.05666,0.025826,0.040623,0.003797,6
-0.015221,0.00839,0.016021,0.083631,0.056229,0.02473,-0.014376,0.050129,-0.004739,0.039179,-0.012424,5
0.013495,0.029063,0.02905,0.103856,0.044342,0.035527,-0.027974,0.028574,0.003336,0.034538,-0.024343,6
-0.013904,0.050622,0.029028,0.101518,0.053058,0.052098,-0.010423,0.059403,0.00893,0.04264,-0.028481,6
0.009897,0.01358,0.043481,0.098954,0.067105,0.076822,-0.002723,0.067267,0.0003,0.033261,-0.040693,8
-0.009707,0.049132,0.026393,0.098564,0.048334,0.048082,-0.025475,0.050386,0.01134,0.030397,-0.021911,6
-0.022921,0.016085,0.015141,0.095648,0.050503,0.022056,-0.020918,0.044614,-0.010016,0.049614,-0.0175,5
0.000936,0.027584,0.037034,0.08872,0.047174,0.022076,-0.023525,0.041028,0.00797,0.051611,0.004641,6
0.000888,0.018871,0.043148,0.089221,0.050224,0.023583,-0.028986,0.042728,-0.000403,0.045818,0.007469,6
-0.015426,0.03998,0.038048,0.093245,0.055005,0.071509,-0.000822,0.0615,0.000742,0.04589,-0.014535,7
-0.015426,0.03998,0.038048,0.093245,0.055005,0.071509,-0.000822,0.0615,0.000742,0.04589,-0.014535,7
-0.01664,0.040395,0.038322,0.093112,0.054981,0.071035,-0.001544,0.061936,-0.000007,0.046869,-0.013641,7
-0.001951,0.024698,0.044271,0.088207,0.040203,0.027696,-0.012677,0.039604,0.036316,0.066317,-0.024783,5
-0.018875,0.051325,-0.004456,0.114581,0.056254,0.031506,-0.005414,0.03825,-0.016115,0.049571,0.012808,5
-0.002643,0.032357,0.047518,0.086989,0.046548,0.027944,-0.021633,0.051834,-0.00576,0.037351,-0.0005,6
0.035014,0.064795,0.05207,0.043485,0.137441,0.012073,0.002695,0.001914,-0.008033,0.070636,-0.0453,5
0.010334,0.032178,0.024623,0.123895,0.050046,0.047673,-0.010617,0.031089,0.021705,0.070833,-0.033538,5
-0.002465,0.010547,0.041145,0.081743,0.045422,0.035291,-0.023639,0.03765,-0.00183,0.042715,-0.01185,5
-0.008321,0.044379,0.036029,0.09487,0.051805,0.042429,-0.007954,0.05671,0.006293,0.028891,-0.019811,7
0.06558,0.08055,0.042314,0.047049,0.147146,0.043269,-0.024902,-0.024597,-0.062321,0.057315,-0.064304,4
0.003024,0.008385,0.029533,0.092114,0.044906,0.022002,-0.020701,0.040837,0.012264,0.040912,-0.016444,6
-0.015146,0.042882,0.025901,0.093107,0.053352,0.032527,-0.010972,0.060654,0.016639,0.037129,-0.024861,7
-0.011818,0.046706,0.027213,0.094702,0.050551,0.031404,-0.017636,0.050894,0.01723,0.027736,-0.016899,4
0.003055,0.033316,0.026232,0.095879,0.03838,0.029703,-0.046649,0.052392,0.004172,0.049682,-0.01608,6
0.000813,0.033257,0.026492,0.093022,0.036653,0.029357,-0.045664,0.052155,0.003408,0.049983,-0.01674,5
-0.001609,0.036128,0.029322,0.094031,0.034977,0.028735,-0.048149,0.051623,0.002399,0.050535,-0.017825,5
-0.006638,0.001892,0.010126,0.097813,0.05643,0.034276,-0.014721,0.050011,-0.01652,0.017371,-0.023677,6
0.001723,0.011035,0.040629,0.086191,0.046998,0.038413,-0.021415,0.046183,-0.006686,0.040095,-0.01212,5
-0.01759,0.049022,0.028257,0.099207,0.041077,0.037063,-0.009117,0.065376,0.015198,0.038194,-0.024531,6
-0.012254,0.002512,0.017167,0.096786,0.047685,0.027896,-0.010246,0.045084,-0.007678,0.035741,-0.031986,5
-0.012254,0.002512,0.017167,0.096786,0.047685,0.027896,-0.010246,0.045084,-0.007678,0.035741,-0.031986,5
-0.012818,0.005151,0.020542,0.096947,0.047251,0.025109,-0.012455,0.043062,-0.005783,0.037935,-0.030492,5
-0.007814,0.018704,-0.00431,0.11582,0.051862,0.043639,-0.006342,0.03848,-0.023186,0.020337,-0.024059,5
0.003196,0.054689,0.022298,0.110593,0.067149,0.07525,-0.042245,0.08686,0.005651,0.047259,-0.042837,7
-0.015746,0.054684,0.049551,0.099204,0.031048,0.041183,-0.015184,0.034977,0.013642,0.050561,-0.025234,4
-0.015987,0.047406,0.037518,0.102519,0.036229,0.035304,-0.010196,0.045484,0.010935,0.062431,-0.017754,6
-0.000129,0.049581,0.038803,0.097196,0.062387,0.065369,-0.017076,0.077511,0.005835,0.046347,-0.014516,6
-0.006035,0.046672,0.037947,0.114123,0.02867,0.037573,0.031073,0.048512,-0.001596,0.041667,-0.038669,5
0.004449,0.02482,0.022014,0.093372,0.045964,0.025611,-0.040561,0.054431,0.009585,0.054143,-0.015861,5
-0.020719,0.032575,0.024645,0.109562,0.061923,0.023559,-0.010558,0.057435,0.018074,0.049254,-0.034222,6
-0.013389,0.02309,0.046264,0.098527,0.049676,0.026342,0.007466,0.04774,-0.001874,0.027301,-0.032664,6
-0.02348,0.059062,0.042126,0.102285,0.022489,0.034179,-0.025484,0.024608,0.001087,0.057052,-0.014523,5
-0.012996,0.018644,0.055398,0.085466,0.048463,0.032608,-0.019152,0.045462,0.008487,0.035298,-0.01065,5
-0.000052,0.044168,0.022805,0.126551,0.054972,0.048439,0.002486,0.058084,0.018944,0.048812,-0.035424,6
-0.000052,0.044168,0.022805,0.126551,0.054972,0.048439,0.002486,0.058084,0.018944,0.048812,-0.035424,6
-0.006749,0.011787,0.025783,0.094111,0.055852,0.044436,-0.0152,0.044793,0.012534,0.04793,-0.002154,5
-0.010436,0.035122,0.032493,0.106134,0.053264,0.054739,-0.033204,0.044573,0.017286,0.052613,-0.005829,6
-0.021453,0.039589,0.030859,0.087255,0.0569,0.039559,-0.031886,0.054589,0.026589,0.028393,-0.025861,7
0.017766,0.031995,0.012059,0.109475,0.039739,0.030513,-0.03751,0.037389,-0.007243,0.032307,-0.013966,6
-0.009219,0.019319,0.039434,0.096253,0.034295,0.016261,-0.00907,0.051694,-0.027037,0.030731,-0.019764,5
-0.021453,0.039589,0.030859,0.087255,0.0569,0.039559,-0.031886,0.054589,0.026589,0.028393,-0.025861,7
-0.025551,0.035169,0.027224,0.09986,0.057132,0.054812,0.002316,0.033278,0.021878,0.026206,-0.017937,7
-0.02623,0.018772,0.032152,0.093991,0.043412,0.012019,-0.007375,0.03373,0.000835,0.057905,-0.015832,5
-0.020739,0.051024,0.024194,0.112194,0.063277,0.049711,-0.029122,0.045317,0.008503,0.032211,0.017087,5
-0.00614,0.044687,0.032244,0.111159,0.053799,0.061607,-0.010142,0.054738,0.017688,0.041577,-0.015937,6
-0.017191,0.045752,0.040032,0.114594,0.044286,0.061835,-0.003995,0.06103,0.016312,0.058623,-0.028924,8
0.00173,0.03891,0.023036,0.110963,0.040588,0.048475,0.005466,0.048937,0.015043,0.044136,-0.016899,7
-0.011151,0.043971,0.036916,0.101935,0.035528,0.03645,-0.022301,0.038612,0.014265,0.063434,-0.019805,5
-0.01728,0.040105,0.032212,0.091188,0.058631,0.050512,-0.016213,0.063018,0.017881,0.040687,-0.041345,7
-0.008628,0.049237,0.033772,0.087101,0.038529,0.011253,-0.009156,0.050901,-0.010377,0.033256,-0.030724,5
-0.010915,0.033086,0.042075,0.093763,0.056814,0.033247,-0.012298,0.056742,0.02022,0.037235,-0.008218,5
0.043893,0.081612,0.020504,0.060797,0.107468,0.01868,-0.030956,0.024266,-0.020485,0.055408,-0.01731,5
-0.002246,0.028351,0.042077,0.085901,0.053033,0.04634,-0.014207,0.062431,-0.009116,0.01662,-0.01964,6
-0.020254,-0.000379,0.022656,0.090287,0.06018,0.027621,-0.014137,0.04475,0.010459,0.051982,-0.003405,6
-0.00685,0.042412,0.040503,0.119298,0.029074,0.047485,0.029766,0.047373,0.006763,0.034586,-0.036002,7
0.003342,0.021773,0.036413,0.087171,0.041098,0.014028,-0.019122,0.052026,-0.013285,0.039182,-0.014137,6
0.00186,0.028329,0.02856,0.095502,0.039712,0.038702,-0.036875,0.039786,0.000033,0.025111,-0.015292,5
-0.011567,0.048377,0.035359,0.098508,0.034706,0.022772,-0.019028,0.051525,-0.001347,0.038362,-0.004563,6
0.003342,0.021773,0.036413,0.087171,0.041098,0.014028,-0.019122,0.052026,-0.013285,0.039182,-0.014137,6
0.00186,0.028329,0.02856,0.095502,0.039712,0.038702,-0.036875,0.039786,0.000033,0.025111,-0.015292,5
-0.001166,0.028,0.032545,0.101482,0.039796,0.037218,-0.001444,0.059439,0.021967,0.047836,-0.013709,7
-0.011567,0.048377,0.035359,0.098508,0.034706,0.022772,-0.019028,0.051525,-0.001347,0.038362,-0.004563,6
-0.02494,0.0553,0.051995,0.117564,0.041373,0.080546,0.015104,0.055536,-0.00197,0.044476,-0.033114,3
-0.029293,0.051659,0.044127,0.082003,0.046562,0.049479,-0.006377,0.061312,0.013743,0.033477,-0.025058,6
-0.015033,0.042881,0.02209,0.098204,0.045156,0.031929,-0.016589,0.05468,0.017073,0.027973,-0.017503,6
-0.015751,0.022538,0.054231,0.086301,0.038897,0.034496,-0.018227,0.049704,0.00043,0.032443,-0.004412,5
0.007622,0.034624,0.035802,0.107782,0.038648,0.043544,-0.016229,0.039428,0.004482,0.039277,-0.01385,5
-0.100371,0.027329,-0.050614,0.136616,0.093865,0.070543,0.06453,0.057533,-0.032422,0.032939,0.004348,6
0.023069,0.023508,0.01015,0.107783,0.056752,0.032775,-0.034283,0.068701,0.00627,0.030079,0.006951,6
0.002166,0.013683,0.028295,0.11349,0.046371,0.043927,0.004197,0.060043,0.011412,0.066298,-0.015963,6
-0.005289,0.024557,0.030315,0.08744,0.057652,0.030152,-0.011851,0.051392,0.011669,0.027035,-0.013923,6
0.003045,0.015982,0.025837,0.114481,0.046102,0.045061,0.004877,0.058339,0.009247,0.063693,-0.013973,6
0.002166,0.013683,0.028295,0.11349,0.046371,0.043927,0.004197,0.060043,0.011412,0.066298,-0.015963,6
-0.035417,0.007399,0.031937,0.094945,0.053201,0.023469,0.000111,0.049718,0.012886,0.048367,-0.035127,6
-0.037738,0.000339,0.048538,0.085626,0.045686,0.017586,0.000499,0.043605,0.010294,0.044426,-0.035368,6
0.023069,0.023508,0.01015,0.107783,0.056752,0.032775,-0.034283,0.068701,0.00627,0.030079,0.006951,6
-0.00711,0.064662,0.019973,0.081515,0.068428,0.023452,-0.011963,0.027715,-0.021937,0.055493,-0.004603,5
-0.013149,0.041647,0.027131,0.111089,0.056211,0.058714,0.003775,0.060041,0.013995,0.049743,-0.02926,7
-0.012078,0.023356,0.052848,0.082496,0.056784,0.037371,-0.018331,0.044177,0.005207,0.033946,-0.00129,5
-0.024359,0.006708,0.032545,0.068991,0.060203,0.029902,-0.027328,0.04777,0.004198,0.009244,-0.05373,6
-0.030114,0.037294,0.009486,0.073373,0.059439,0.01637,-0.02638,0.051592,0.024258,0.020383,-0.060673,7
-0.031307,0.037318,0.008917,0.073783,0.057586,0.015545,-0.026951,0.053447,0.024533,0.018851,-0.060518,7
-0.005289,0.024557,0.030315,0.08744,0.057652,0.030152,-0.011851,0.051392,0.011669,0.027035,-0.013923,6
-0.004589,0.025649,0.030442,0.088645,0.057192,0.032303,-0.011614,0.049223,0.01079,0.026402,-0.015313,6
0.001519,0.002477,0.018761,0.088477,0.053654,0.010438,-0.019505,0.051848,-0.024524,0.03271,-0.008047,5
-0.011885,0.022364,0.071359,0.077023,0.035397,0.054309,-0.040143,0.053477,-0.018976,0.039048,-0.035354,6
-0.017385,0.038828,0.024838,0.092508,0.04233,0.023443,-0.037647,0.046469,0.006143,0.038529,-0.022312,6
-0.008887,0.047318,0.023118,0.114144,0.048391,0.024048,-0.002533,0.051232,0.00666,0.06562,-0.023268,6
-0.028482,0.001217,0.021416,0.102926,0.066418,0.037322,-0.006272,0.013651,-0.015129,0.0686,-0.018833,5
-0.024875,0.061092,0.034022,0.09696,0.037094,0.036636,-0.003667,0.061764,0.00526,0.030074,-0.032425,6
-0.017153,0.024268,0.054102,0.073702,0.049133,0.032564,0.007708,0.047477,0.018185,0.017377,-0.010864,7
-0.017153,0.024268,0.054102,0.073702,0.049133,0.032564,0.007708,0.047477,0.018185,0.017377,-0.010864,7
-0.005204,0.035768,0.042927,0.078489,0.05245,0.035472,-0.001137,0.052985,0.020029,0.018422,-0.010048,7
-0.01138,0.044045,0.028918,0.066689,0.090905,0.013396,0.022127,0.024017,0.006511,0.060979,-0.018303,7
-0.013646,0.042748,0.026841,0.067751,0.093455,0.017635,0.022613,0.01839,0.004052,0.064917,-0.020566,7
-0.016964,0.010088,0.057124,0.085117,0.04742,0.04052,-0.016139,0.046799,-0.002237,0.024793,-0.009316,5
